,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
60,2021-12-14,这家上市公司高管“忽悠”增持被点名，期间股价打对折,新浪
61,2021-12-14,北向资金再度扫货超60亿，连续7日抢筹东方财富累计加仓超近61亿元,Wind
62,2021-12-14,西部宏观丨不容忽视的碳市场交易产品CCER,静观金融
63,2021-12-14,包钢股份：稀土精矿品位50-58%,Wind
64,2021-12-13,A股融资融券日报：两融余额增加0.16亿元（12月10日）,Wind
65,2021-12-10,A股融资融券日报：两融余额增加7.33亿元（12月9日）,Wind
66,2021-12-10,杠杆资金大手笔加仓13股,证券时报网
67,2021-12-09,北向资金狂买A股超200亿净买入额创历史次高，继续大幅抢筹白酒股,Wind
68,2021-12-09,12月9日早盘主力巨资抢筹四大板块(附股),金融界
69,2021-12-09,钢铁股异动上涨，海南矿业、包钢股份表现抢眼,Wind
70,2021-12-09,A股融资融券日报：两融余额增加42.4亿元（12月8日）,Wind
71,2021-12-08,A股融资融券日报：两融余额减少43.44亿元（12月7日）,Wind
72,2021-12-07,包钢股份：包钢股份关于公司职工监事辞职的公告 董监高成员变化,新浪
73,2021-12-07,包钢股份：因工作原因，常虹女士申请辞去公司职工监事职务 董监高成员变化,每日经济新闻
74,2021-12-07,包钢股份：职工监事辞职 董监高成员变化,Wind
75,2021-12-07,A股融资融券日报：两融余额减少24.72亿元（12月6日）,Wind
76,2021-12-07,东吴证券：中期继续看好钢铁股,Wind
77,2021-12-06,北向资金连续4日净买入累计加仓超150亿，大幅抢筹券商、银行股,Wind
78,2021-12-06,包钢股份：稀土精矿关联交易是股东会议案，大股东回避表决，最终决策权在社会公众股东,每日经济新闻
79,2021-12-06,包钢股份：公司氟化工产业，选矿公司目前已有10万吨产能，正在建设20万吨生产能力,每日经济新闻
80,2021-12-06,包钢股份：公司有建电炉的计划,每日经济新闻
81,2021-12-06,包钢股份：公司对北方稀土销售稀土精矿，公司没有稀土氧化物生产,每日经济新闻
82,2021-12-06,包钢股份：白云鄂博稀土矿是氟碳铈矿和独居石矿的混合矿,每日经济新闻
83,2021-12-06,2021年基金，买了个“寂寞”,Wind
84,2021-12-06,钢铁行业周报：高层发声将适度降准 短期或支撑钢价,新浪
85,2021-12-06,A股融资融券日报：两融余额减少18.05亿元（12月3日）,Wind
86,2021-12-03,稀土行业半月谈(11月下)-稀土政策渐行渐近 板块或迎跨年行情,新浪
87,2021-12-03,北向资金今日净买入超92亿元本周累计加仓超150亿，大幅抢筹芯片股,Wind
88,2021-12-03,A股融资融券日报：两融余额减少72.45亿元（12月2日）,Wind
89,2021-12-02,A股融资融券日报：两融余额增加5.37亿元（12月1日）,Wind
90,2021-12-01,A股融资融券日报：两融余额增加15.02亿元（11月30日）,Wind
91,2021-11-30,北向资金今日净卖出超34亿元11月累计加仓185亿，贵州茅台连续3日遭抛售,Wind
92,2021-11-30,A股融资融券日报：两融余额增加18.95亿元（11月29日）,Wind
93,2021-11-29,内蒙古区域股市周报：北方稀土市值增长最多 包钢股份股价涨20.63%排第一,每日经济新闻
94,2021-11-29,包钢股份(600010)：稀土矿业巨头迎来价值重估,新浪
95,2021-11-29,A股融资融券日报：两融余额减少44.66亿元（11月26日）,Wind
96,2021-11-29,A股早报2021年11月29日星期一,Wind
97,2021-11-29,包钢股份：公司稀土精矿定价是由董事会股东会确定，关联董事和关联股东没有表决权,每日经济新闻
98,2021-11-29,包钢股份：公司硅钢生产能够满足市场需求,每日经济新闻
99,2021-11-29,包钢股份：公司未来稀土钢的目标占比是提高到70%,Wind
100,2021-11-29,包钢股份：风电项目尚未启动,Wind
101,2021-11-29,北向资金大幅加仓白酒股，本周限售股解禁市值约523.57亿元,Wind
102,2021-11-28,包钢股份VS英洛华~五分钟看清包钢股份和英洛华这两个企业的实力,深水财经社
103,2021-11-27,钢铁板块整体上扬，包钢股份上涨20.63%「钢铁周评榜」,华夏时报
104,2021-11-26,北向资金净卖出近45亿结束连续5日净买入，招商银行净卖出超6亿元,Wind
105,2021-11-26,北上资金白酒新能源全都要，“微信、支付宝收款码禁用”被误读？,Wind
106,2021-11-26,A股资金流向：沪指“以缺补缺”，权重低迷题材脉冲回落,Wind
107,2021-11-26,稀土板块发动“冬季攻势”、本周收获20CM大涨，机构直指四大利好,Wind
108,2021-11-26,钢铁板块震荡走高，首钢股份法尔胜涨停，包钢股份等拉升,证券时报网
109,2021-11-26,华辰装备：公司产品服务于宝钢股份、鞍钢股份、首钢股份、河钢股份、太钢不锈、柳钢股份、包钢股份、南钢股份、攀钢集团、日照钢铁、金钼股份、鼎胜新材、太阳纸业、金田铜业、ANDRITZ、DANIELI、JSL、BSL等国内外200余家客户,每日经济新闻
110,2021-11-26,A股融资融券日报：两融余额增加16.32亿元（11月25日）,Wind
111,2021-11-25,北向资金连续5日净买入成交额创5个月新低，再度净买入贵州茅台超3亿元,Wind
112,2021-11-25,包钢股份(600010.SH)控股股东质押7.6亿股,智通财经
113,2021-11-25,策略跟踪：指数涨跌分化 钢铁板块走强,新浪
114,2021-11-25,稀土板块尾盘回落，包钢股份跌超2%,Wind
115,2021-11-25,北方稀土VS包钢股份~别听人忽悠，从财务数据看这两个企业很一般,深水财经社
116,2021-11-25,A股融资融券日报：两融余额增加23.98亿元（11月24日）,Wind
117,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
118,2021-11-24,包钢股份VS美锦能源~不同的两个企业放在一起不能比吗？,深水财经社
119,2021-11-24,包钢股份VS横店东磁~拒绝忽悠，用数据对比两个稀土企业,深水财经社
120,2021-11-24,多因素提振，稀土板块再度活跃，正海磁材“20cm”涨停,证券时报网
121,2021-11-24,策略点评报告：风格扩散接近尾声 成长主线蓄势待发,新浪
122,2021-11-24,半天成交超50亿！包钢股份连续大涨 分析称财务状况增强警惕盈利质量降低 盈利能力下降,金融界
123,2021-11-24,金属、非金属与采矿行业：迎接磁材放量大时代 政策助推进入加速赛道,新浪
124,2021-11-24,16股获融资净买入超亿元 包钢股份获净买入最多,证券时报网
125,2021-11-24,北向资金动向盘点：重手净买非银,Wind
126,2021-11-24,A股融资融券日报：两融余额增加25.03亿元（11月23日）,Wind
127,2021-11-24,A股早报2021年11月24日星期三,Wind
128,2021-11-24,杠杆资金重仓股曝光 包钢股份居首,第一财经
129,2021-11-24,北向资金再加仓52亿元！买入券商信托，抛售食品饮料，这些个股受青睐（名单）,21世纪经济报道
130,2021-11-24,北向资金再加仓52亿元！买入券商信托，抛售食品饮料，这些个股受青睐（名单）,21经济网
131,2021-11-24,东北证券：供需矛盾加剧，稀土价格上涨动力充足,Wind
132,2021-11-24,北向资金动向曝光：11月23日这30只个股遭大甩卖（附名单）,每经网
133,2021-11-23,沪港通十大成交活跃股排名（11月23日）,Wind
134,2021-11-23,智通A股机构动向参考(11.23) | 元宇宙属于穿越题材,智通财经
135,2021-11-23,北向资金连续3日加仓累计扫货近150亿，宁德时代11月累计净买入超百亿,Wind
136,2021-11-23,41股主力资金净流入超亿元,证券时报网
137,2021-11-23,A股资金流向：板块分化明显，“锂风光”休整储能接棒,Wind
138,2021-11-23,稀土行业半月谈：稀土永磁需求迎新爆点 稀土价格或维持强势,新浪
139,2021-11-23,上交所：对蒙钢股份控股股东包头钢铁（集团）予以通报批评 关联方问题,Wind
140,2021-11-23,融资客单日加仓超百亿，买了什么？,Wind
141,2021-11-23,煤炭、钢铁携手上攻，包钢股份冲击涨停,Wind
142,2021-11-23,快讯：包钢股份涨停 报于2.86元,金融界
143,2021-11-23,钢铁板块表现活跃 包钢股份涨停,上证报
144,2021-11-23,【稀土永磁板块走强】正海磁材、英洛华涨停，大地熊、银河磁体、金力永磁涨超10%，包钢股份、华宏科技涨超8%，宁波韵升、中科三环等跟涨。（中新经纬APP）,中新经纬
145,2021-11-23,A股融资融券日报：两融余额增加111.29亿元（11月22日）,Wind
146,2021-11-23,中信证券：供需、政策或将共振，稀土产业链方兴未艾,Wind
147,2021-11-23,政策利好来了，万亿规模赛道起风，节能电机概念股曝光,Wind
148,2021-11-22,上交所对包钢集团予以通报批评，其未完成对包钢股份(600010.SH)的增持计划 其他违规处罚,智通财经
149,2021-11-22,包钢集团食言巨额增持被通报批评 其他违规处罚,中新经纬
150,2021-11-22,上交所对内蒙古包钢钢联股份有限公司控股股东包头钢铁（集团）有限责任公司予以通报批评 其他违规处罚,每日经济新闻
151,2021-11-22,北向资金今日净买入14.35亿元，宁德时代再获大幅净买入近17亿,Wind
152,2021-11-22,包钢股份：上交所对公司控股股东给予通报批评 其他违规处罚,Wind
153,2021-11-22,有色金属行业动态报告：工信部对锂电规范征求意见 政策关注下锂镍将持续受益,新浪
154,2021-11-22,包钢股份：公司无钛金属元素存储,Wind
155,2021-11-22,包钢股份：公司无稀土银矿床研究项目,Wind
156,2021-11-22,包钢股份：尾矿库储量1380万吨是折合100%氧化物的量，而公司现阶段每年生产20万吨稀土精矿是折合50%的氧化物的量，折合100%氧化物只有10万吨,每日经济新闻
157,2021-11-22,包钢股份：风电钢是公司产品中比较有优势的产品，目前公司能够满足客户需求,每日经济新闻
158,2021-11-22,A股融资融券日报：两融余额减少11.76亿元（11月19日）,Wind
159,2021-11-19,北向资金今日大幅净买入近83亿，再度爆买宁德时代超14亿,Wind
160,2021-11-19,A股融资融券日报：两融余额减少3.0亿元（11月18日）,Wind
161,2021-11-18,北向资金今日净卖出44.53亿元，传统核心资产集体遭抛售,Wind
162,2021-11-18,钢铁行业周报：采暖季限产开始 钢材基本面有望改善,新浪
163,2021-11-18,A股融资融券日报：两融余额增加35.43亿元（11月17日）,Wind
164,2021-11-17,北向资金结束连续4日净买入，贵州茅台遭大幅抛售超11亿元,Wind
165,2021-11-17,包钢股份成被执行人，执行标的890.19万元 被执行人,乐居财经
166,2021-11-17,A股融资融券日报：两融余额减少48.12亿元（11月16日）,Wind
167,2021-11-16,北向资金再度加仓近42亿连续4日净买入，批量扫货白酒医药股,Wind
168,2021-11-16,A股融资融券日报：两融余额减少2.07亿元（11月15日）,Wind
169,2021-11-15,北向资金连续3日净买入累计加仓近160亿，中国中免获净买入超6亿元,Wind
170,2021-11-15,包钢股份成立钢管公司，注册资本1亿元,乐居财经
171,2021-11-15,A股融资融券日报：两融余额减少22.02亿元（11月12日）,Wind
172,2021-11-14,招商策略：风格悄然变化原因和年底布局思路,Wind
173,2021-11-12,A股融资融券日报：两融余额增加26.26亿元（11月11日）,Wind
174,2021-11-11,北向资金杀回马枪超86亿资金回流A股，东方财富获大幅净买入超18亿,Wind
175,2021-11-11,A股融资融券日报：两融余额增加15.9亿元（11月10日）,Wind
176,2021-11-10,北向资金大举出货超百亿连续4日净卖出，房地产产业链持续遭抛售,Wind
177,2021-11-10,北方稀土：公司尚未收到包钢股份提高供应价格的通知,Wind
178,2021-11-10,北方稀土：公司尚未收到包钢股份提高供应价格的通知,每日经济新闻
179,2021-11-10,A股融资融券日报：两融余额增加23.63亿元（11月9日）,Wind
180,2021-11-09,北向资金成交低迷连续3日净卖出，中国平安遭大幅净卖出超10亿元,Wind
181,2021-11-09,稀土氧化物价格上下波动多少才会重新议价？包钢股份：按照惯例，公司与北方稀土季度末议价,每日经济新闻
182,2021-11-09,包钢股份：公司有硅钢生产销售,Wind
183,2021-11-09,A股融资融券日报：两融余额增加39.23亿元（11月8日）,Wind
184,2021-11-08,包钢股份：公司目前尚无铌及铌相关产品,Wind
185,2021-11-08,包钢股份：限电对公司生产影响有限,Wind
186,2021-11-08,包钢股份：公司目前尚无铌及铌相关产品,每日经济新闻
187,2021-11-08,包钢股份：公司尾矿库稀土储量折合氧化物1380万吨,Wind
188,2021-11-08,A股收盘综述：锂电池王者归来，天齐锂业上板并获主力净流入27亿元,Wind
189,2021-11-08,解盘：大盘转暖，锂电、航空、稀土、环保、游戏领涨,Wind
190,2021-11-08,A股午盘综述：锂电池板块再度崛起，稀土、环保、航运、元宇宙炒作积极,Wind
191,2021-11-08,包钢股份冲击涨停、北方稀土涨超6%，稀土板块回暖,Wind
192,2021-11-08,A股融资融券日报：两融余额减少121.85亿元（11月5日）,Wind
193,2021-11-05,包钢股份(600010.SH)：拟申请注册公开发行不超15亿元短期融资券,格隆汇
194,2021-11-05,稀土永磁板块拉升走强，包钢股份涨超8%,36氪
195,2021-11-05,A股融资融券日报：两融余额增加33.85亿元（11月4日）,Wind
196,2021-11-04,包钢股份：公司三季度未调整稀土精矿价格，四季度尚未确定,每日经济新闻
197,2021-11-04,鑫方盛携手包钢股份，助力工业品采购合规高效,凤凰网
198,2021-11-04,北向资金稳步加仓连续6日净买入，新能源、大消费集体获抢筹,Wind
199,2021-11-04,包钢股份：公司线棒材生产能力250万吨，占公司产品品种比例最大的品种为板材，生产能力950万吨，公司钢材生产能力1750万吨,每日经济新闻
200,2021-11-04,包钢股份：包钢集团曾经是万腾钢铁的大股东，后将持有的股权出让，目前集团不再是该公司的大股东 减持股份,每日经济新闻
201,2021-11-04,包钢股份：特斯拉不是公司的直接客户,每日经济新闻
202,2021-11-04,包钢股份：公司有无取向硅钢生产，下游客户主要为电气制造行业,每日经济新闻
203,2021-11-04,A股融资融券日报：两融余额减少44.29亿元（11月3日）,Wind
204,2021-11-04,险资三季度调仓动向　抛售地产重点增持周期股,财富动力网
205,2021-11-03,北向资金连续5日净买入，隆基股份遭大幅抛售超16亿元,Wind
206,2021-11-03,A股收盘综述：“光伏茅”放量迫近跌停恫吓热门赛道，煤炭、地产、防疫板块逆市上扬,Wind
207,2021-11-03,A股融资融券日报：两融余额减少75.11亿元（11月2日）,Wind
208,2021-11-02,北向资金连续4日净买入累计扫货近150亿，新能源龙头股集体获抢筹,Wind
209,2021-11-02,包钢股份：公司会根据稀土氧化物价格波动情况，考虑稀土精矿的价格，并与下游采购方协商定价,每日经济新闻
210,2021-11-02,包钢股份：今年以来到九月底，公司偿还了上百亿的高成本债务,每日经济新闻
211,2021-11-02,包钢股份：公司的焦炭能够100%自给自足,每日经济新闻
212,2021-11-02,包钢股份：公司没有磷铁生产，磷元素主要赋存与含稀土的独居石中，随稀土流向下游,每日经济新闻
213,2021-11-02,包钢股份：公司“四降两提”工作取得显著效果，前三季度，降本超过20亿元,每日经济新闻
214,2021-11-02,A股融资融券日报：两融余额增加47.83亿元（11月1日）,Wind
215,2021-11-02,包钢股份前三季盈利37亿增21倍 债务结构优化短债年减27亿,长江商报
216,2021-11-01,图解包钢股份三季报：第三季度单季净利润同比增1119.57%,证券之星
217,2021-11-01,东吴证券给予包钢股份买入评级：成本拖累业绩，关注稀土涨价和钢铁成本让利 盈利能力下降,每日经济新闻
218,2021-11-01,A股融资融券日报：两融余额减少52.62亿元（10月29日）,Wind
219,2021-10-29,包钢股份第三季度净利润同比增逾11倍,上证报
220,2021-10-29,北向资金连续13个月加仓A股，隆基股份获大幅净买入超10亿,Wind
221,2021-10-29,包钢股份公布三季报 前三季净利增加2159.81%,新浪
222,2021-10-29,包钢股份：前三季度净利润同比增长2159.81%,Wind
223,2021-10-29,包钢股份：第三季度净利10.14亿元 同比增长1120%,金融界
224,2021-10-29,包钢股份：第三季度净利润10.14亿元，同比增长1119.57%,Wind
225,2021-10-29,A股融资融券日报：两融余额减少165.82亿元（10月28日）,Wind
226,2021-10-28,北向资金逆市加仓超71亿，贵州茅台获大幅净买入13亿元,Wind
227,2021-10-28,A股午盘综述：大宗商品连续大跌引发周期板块深度调整，电力、新能源依旧强势,Wind
228,2021-10-28,A股融资融券日报：两融余额减少19.89亿元（10月27日）,Wind
229,2021-10-27,融资客青睐11股，未来股份买入占比高达47.90%,Wind
230,2021-10-27,A股融资融券日报：两融余额增加17.51亿元（10月26日）,Wind
231,2021-10-26,北向资金再度净买入超8亿，连续9日抢筹宁德时代累计加仓超55亿,Wind
232,2021-10-26,【行情】钢铁板块持续走高，方大炭素涨停，海南矿业、包钢股份、永兴材料跟涨,金十数据
233,2021-10-26,A股融资融券日报：两融余额增加78.07亿元（10月25日）,Wind
234,2021-10-25,金石资源(603505)事件点评：进军六氟磷酸锂 萤石龙头发力下游新能源产业链,国海证券
235,2021-10-25,北向资金连续5日加仓累计扫货超300亿，阳光电源、天赐材料净买入额均超新高,Wind
236,2021-10-25,A股融资融券日报：两融余额减少66.73亿元（10月22日）,Wind
237,2021-10-23,流入300亿+！外资大幅加仓宁德时代、五粮液、茅台等巨头,Wind
238,2021-10-22,北向资金一年来首次连续两日加仓超百亿，七天爆买宁德时代近50亿,Wind
239,2021-10-22,A股午盘综述：半导体产业链、地产、家电复苏，煤炭、钢铁板块调整,Wind
240,2021-10-22,A股融资融券日报：两融余额减少6.9亿元（10月21日）,Wind
241,2021-10-22,逾三个月新高！北向资金净买入超百亿，却抛售了这些行业龙头股（名单）,21世纪经济报道
242,2021-10-22,北向资金动向盘点：净买超百亿，玄机是“缩量”,Wind
243,2021-10-21,北向资金持续加仓三日抢购A股超180亿，中国平安获大幅净买入超10亿,Wind
244,2021-10-21,A股融资融券日报：两融余额增加49.12亿元（10月20日）,Wind
245,2021-10-21,北向资金动向盘点：宁德时代持股市值超千亿元,Wind
246,2021-10-21,北向资金连续两日净买入，增持汽车行业近13亿，大幅加仓这些龙头股（名单）,21经济网
247,2021-10-21,中国北方稀土（集团）高科技股份有限公司,中证报
248,2021-10-20,稀土行业半月谈(10月上)：下游需求旺季来临 稀土价格或稳中有进,新浪
249,2021-10-20,沪港通十大成交活跃股排名（10月20日）,Wind
250,2021-10-20,北向资金两日净买入80亿，连续五日加仓宁德时代,Wind
251,2021-10-20,A股收盘综述：“煤超风”迎来强监管、兖煤等跌停，电力股逆市大面积涨停,Wind
252,2021-10-20,A股午盘综述：电力、锂、汽车板块携手护盘，限价引发煤炭板块大调整,Wind
253,2021-10-20,A股融资融券日报：两融余额增加48.77亿元（10月19日）,Wind
254,2021-10-20,内蒙古包钢钢联股份有限公司 股份解除质押公告,中证报
255,2021-10-19,北向资金今日净买入39.06亿元，继续大幅加仓宁德时代超7亿元,Wind
256,2021-10-19,包钢股份(600010.SH)控股股东包钢集团解除质押4.32亿股,智通财经
257,2021-10-19,包钢股份(600010.SH)：控股股东解质4.32亿股,格隆汇
258,2021-10-19,包钢股份：包钢集团共质押公司股票约76.61亿股,每日经济新闻
259,2021-10-19,包钢股份：公司钢铁产能1650万吨，稀土每年产销量约20万吨,Wind
260,2021-10-19,包钢股份与宝钢股份在包头签署央地结对协作协议、钢管产业委托管理协议,管道商务网
261,2021-10-19,包钢股份：公司钢铁产能1650万吨，稀土每年产销量约20万吨，公司有尾气发电项目,每日经济新闻
262,2021-10-19,A股融资融券日报：两融余额增加74.53亿元（10月18日）,Wind
263,2021-10-18,北向资金净卖出额创近2个月新高，贵州茅台遭大幅抛售逾14亿元,Wind
264,2021-10-18,钢铁行业周报：需求释放不足 限产预期增强有望提振市场,华安证券
265,2021-10-18,钢铁行业周报：四季度煤炭供需仍偏紧 碳减排背景下煤炭价格或重估,新浪
266,2021-10-18,有色金属：关注供给承压的铝、稀土和锂,新浪
267,2021-10-18,A股融资融券日报：两融余额减少36.07亿元（10月15日）,Wind
268,2021-10-15,北向资金恢复交易后首日净买入近27亿，再度大手笔加仓新能源股,Wind
269,2021-10-15,公司是否在给北方稀土更大的议价空间？包钢股份：公司与北方稀土协商定价,每日经济新闻
270,2021-10-15,包钢股份：公司没有财务共享中心，集团有财务公司，公司是财务公司的小股东,每日经济新闻
271,2021-10-15,包钢股份：公司不做三季度业绩预告,每日经济新闻
272,2021-10-15,包钢股份：目前氟化工公司产品设计中没有氟化钍产品,Wind
273,2021-10-15,包钢股份：三季报10月30日披露,每日经济新闻
274,2021-10-15,包钢股份：公司稀土精矿排他性供应北方稀土,每日经济新闻
275,2021-10-15,包钢股份：三季度没有调整稀土精矿价格,每日经济新闻
276,2021-10-15,包钢股份：公司尚未对钍资源的开发利用做出规划,Wind
277,2021-10-15,A股融资融券日报：两融余额增加24.67亿元（10月14日）,Wind
278,2021-10-15,包钢股份：公司钢铁生产能力1650万吨，轨道及H型钢产能200万吨,Wind
279,2021-10-15,包钢股份：公司无自有煤炭资源,Wind
280,2021-10-15,包钢股份：能源双控对公司产量及生产经营影响较小,Wind
281,2021-10-15,包钢股份：公司自发电主要利用余热、回收的煤气、余压等能源，没有燃煤发电,每日经济新闻
282,2021-10-14,A股融资融券日报：两融余额减少5.34亿元（10月13日）,Wind
283,2021-10-14,《京津冀及周边地区2021-2022年采暖季钢铁行业错峰生产通知》点评：2022年1-3月 “226”城市粗钢减产占全国产量比例或将超过15,光大证券
284,2021-10-13,A股融资融券日报：两融余额减少54.76亿元（10月12日）,Wind
285,2021-10-12,北向资金成交缩量全天净卖出近14亿元，东方财富遭大幅净卖出6亿元,Wind
286,2021-10-12,银河证券每日晨报,新浪
287,2021-10-12,A股融资融券日报：两融余额增加40.2亿元（10月11日）,Wind
288,2021-10-11,北方稀土：公司与包钢股份均为公司控股股东包钢（集团）公司的控股子公司，包钢股份为公司的关联方,每日经济新闻
289,2021-10-11,包钢与宝钢举行钢管产业合作签约仪式,管道商务网
290,2021-10-11,A股融资融券日报：两融余额增加127.02亿元（10月8日）,Wind
291,2021-10-09,钢铁行业周报：生铁产量环比加速下滑 四季度煤炭库存或持续累积,新浪
292,2021-10-08,北方稀土：购买包钢股份股票已实施完成,上海有色
293,2021-10-08,北向资金今日净卖出25.72亿元，贵州茅台遭大幅净卖出超11亿元,Wind
294,2021-10-08,A股收盘综述：电、煤、新能源暂时降温，资金涌入保险和农林牧渔板块,Wind
295,2021-10-08,A股融资融券日报：两融余额减少211.44亿元（9月30日）,Wind
296,2021-10-07,限电重构产业格局！绿电站上风口（附股）,Wind
297,2021-10-07,国庆节假期要闻汇总（10月1日-7日）,Wind
298,2021-10-07,北上资金加速买买买！前三季度净买入3000亿,Wind
299,2021-10-04,金属周期品高频数据周报：9月PMI新订单指数仍处于荣枯线下 高炉产能利用率降至年内新低水平,光大证券
300,2021-09-30,A股融资融券日报：两融余额减少147.36亿元（9月29日）,Wind
301,2021-09-29,市值蒸发超万亿，周期股被爆锤，北上资金抄底这些股！,Wind
302,2021-09-29,国金证券首予包钢股份增持评级：稀土+钢铁双头并进，价值持续重估，目标价3.96元,每日经济新闻
303,2021-09-29,国金证券：首予包钢股份(600010.SH)“增持”评级 目标价3.96元,智通财经
304,2021-09-29,A股融资融券日报：两融余额减少32.66亿元（9月28日）,Wind
