,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
93,2021-12-15,北向资金流入放缓仍连续11日加仓A股，药明康德遭大幅抛售,Wind
94,2021-12-15,融资客青睐7股，厦门空港买入占比高达53.32%,Wind
95,2021-12-15,北向资金动向盘点：两条主线清晰明了，但已无新能源,Wind
96,2021-12-15,北向资金抢筹逾60亿元，扫货股一览（名单）,21世纪经济报道
97,2021-12-15,北向资金抢筹逾60亿元，扫货股一览（名单）,21经济网
98,2021-12-14,又破百亿！资金疯狂北上“扫货”，释放出什么信号？,格隆汇
99,2021-12-14,【14日资金线路图】A股震荡回调！北向资金持续流入，东方财富等龙头持续受关注,证券时报
100,2021-12-14,7只股获北向资金连续净买入,证券时报网
101,2021-12-14,北向资金今日净流入超60亿元，加仓东方财富逾8亿元,第一财经
102,2021-12-14,每经18点|证监会：确保注册制改革明年平稳落地；北上资金净买入东方财富8.42亿元；腾讯回应游戏开发大神毛星云去世,每日经济新闻
103,2021-12-14,北水连续15日净流入，再度加仓腾讯超2亿港元；南水净买入东方财富超8亿元,富途证券
104,2021-12-14,北上资金净买入东方财富8.42亿元 净卖出平安银行8.52亿元,格隆汇
105,2021-12-14,北向资金丨东方财富获净买入8.42亿,第一财经
106,2021-12-14,东方财富今日获北向资金净买入8.42亿,e公司
107,2021-12-14,北向资金再度扫货超60亿，连续7日抢筹东方财富累计加仓超近61亿元,Wind
108,2021-12-14,北上资金今日净买入东方财富8.42亿元、五粮液5.18亿元，净卖出平安银行8.52亿元、比亚迪2.72亿元。,财联社
109,2021-12-14,北向资金今日净流入60亿元 东方财富净买入8.4亿,财联社
110,2021-12-14,北向资金盯紧券商股，爆买百亿仅次于食品饮料，东财、中信、华泰、广发净买入最高，华林增仓比例最高,财联社
111,2021-12-14,东方财富今日大宗交易成交38.80万股，成交价38.13元折价0.47%,Wind
112,2021-12-14,北向资金继续加仓A股逾53亿元，互联网服务行业获大幅增持，爆买东方财富超17亿元,21世纪经济报道
113,2021-12-14,东方财富、中国平安等40股获北向资金增持额超亿元,证券时报网
114,2021-12-14,北向资金动向盘点：重手净买非银，低估且弹性大,Wind
115,2021-12-14,基金早班车|北向资金连续9日净买入，东方财富、平安、五粮液、招行等受青睐,金融界
116,2021-12-14,东方财富连续6日获北向资金净买入,证券时报网
117,2021-12-14,还剩最后一天，操作不当或损失近30%！,Wind
118,2021-12-14,元宇宙满屏涨停，北上资金爆买金融白酒,Wind
119,2021-12-14,2022年资本市场改革现端倪，中央经济工作会议首提全面实行股票发行注册制,Wind
120,2021-12-13,中信证券为何退位，让东方财富成为“券商一哥”？,搜狐
121,2021-12-13,【13日资金线路图】A股冲击3700点！北向资金继续流入，东方财富等龙头获青睐,证券时报
122,2021-12-13,全面注册制逐步落地，券商板块有多少上升空间？,证券之星
123,2021-12-13,东方财富获深股通连续6日净买入 累计净买入52.45亿元,证券时报网
124,2021-12-13,陆股通连续净买入股名单,证券时报网
125,2021-12-13,传统蓝筹“王者归来”，市场风格切换在即？,Wind
126,2021-12-13,北向资金持续流入，在白酒股上现分歧依旧青睐大金融，买入东方财富逾17亿元,21世纪经济报道
127,2021-12-13,股价创历史新高股一览,证券时报网
128,2021-12-13,东方财富今日获北向资金净买入17.65亿元,e公司
129,2021-12-13,北向资金今日净流入53亿元 东方财富净买入超17亿,财联社
130,2021-12-13,北向资金连续9日净买入累计加仓近700亿，爆买东方财富超17亿,Wind
131,2021-12-13,国盛量化 | 短期交易过于拥挤：三个信号,新浪
132,2021-12-13,沪指冲击3700点！多只千亿市值股暴涨，跨年行情来了？,证券之星
133,2021-12-13,南财研选丨“全面实行股票发行注册制”重要信号来了，关注券商板块投资机会！,21世纪经济报道
134,2021-12-13,“券商一哥”股价再创新高，市值破4000亿元，老板家族身家近千亿,AI财经社
135,2021-12-13,贵州茅台、东方财富等77股获北向资金增持额超亿元,证券时报网
136,2021-12-13,非银金融行业周报：保险业对外开放进一步落实 场外衍生品业务新增规模下降,光大证券
137,2021-12-13,全面实行注册制　利好券商行业,财富动力网
138,2021-12-13,北上资金上周净买入金额创新高，重点加仓白酒与金融股,Wind
139,2021-12-12,多数海外中国地区基金收益为负，重仓茅台的回撤20%,Wind
140,2021-12-12,流动性预期宽裕 大金融迎来窗口期,金融投资报
141,2021-12-10,数据复盘｜主力资金撤离医药生物、非银金融等行业 北向资金抢筹贵州茅台、东方财富等,证券时报网
142,2021-12-10,又见蓝筹尾盘异动！外资单周净买入488亿元创纪录，重拾“老白马”,Wind
143,2021-12-10,北上资金今日净买入贵州茅台12.18亿元、东方财富11.58亿元，净卖出宁德时代23.73亿元、三安光电9.73亿元。,财联社
144,2021-12-10,财联社12月10日电，北向资金今日净流入91.48亿元，贵州茅台、东方财富、招商银行、伊利股份净买入居前，分别获净买入12.18亿元、11.58亿元、9.39亿元、8.00亿元；净卖出宁德时代23.7,财联社
145,2021-12-10,北向资金本周净买入额创历史新高，连续6日抢筹贵州茅台累计加仓超47亿,Wind
146,2021-12-10,A股资金流向：热门题材炒作升温，新能源集体回暖,Wind
147,2021-12-10,又见券商大“补血”！券商板块遇冷，配股惹的祸？,证券之星
148,2021-12-10,A股早报2021年12月10日星期五,Wind
149,2021-12-10,大曝光！外资216亿狂买这些股（名单）,Wind
150,2021-12-10,历史次高！ 北向资金单日净买入216亿元，人民币升值或是主要推手,Wind
151,2021-12-09,东方财富(300059.SZ)：东方财富证券完成发行15亿元短期融资券,格隆汇
152,2021-12-09,东方财富(300059.SZ)子公司完成发行15亿元短期融资券,智通财经
153,2021-12-09,陆股通净买入216.56亿元，连续7日净买入,证券时报网
154,2021-12-09,北向资金狂买A股超200亿净买入额创历史次高，继续大幅抢筹白酒股,Wind
155,2021-12-09,各种茅集体大涨，外资狂买超200亿！后市如何走？,Wind
156,2021-12-09,收购传闻推动华林证券二度封板，东方财富再创历史新高，券商板块正引燃局部热情,财联社
157,2021-12-09,A股资金流向：金融、消费持续回暖，外资助推风格切换,Wind
158,2021-12-09,券商股持续拉升 东方财富股价创历史新高,上证报
159,2021-12-09,券商股午后继续走强，东方财富涨超4%,36氪
160,2021-12-09,快讯：券商股午后继续走强 东方财富再创历史新高,财联社
161,2021-12-09,东方财富盘中创历史新高,证券时报网
162,2021-12-09,财信证券：适时降准+春季躁动行情催化 券商行情可期,证券时报网
163,2021-12-09,降准如期而至 板块迎多重利好 岁末年初的券商行情有望展开,大众证券报
164,2021-12-09,北向资金动向盘点：同时重手加仓白酒、新能源,Wind
165,2021-12-09,跨年行情来了？牛市旗手6天有5天上涨，这些因素在发力？,Wind
166,2021-12-09,北向资金继续加仓A股97亿元，酿酒行业获大幅增持，抢筹这些白酒股（名单）,21世纪经济报道
167,2021-12-09,外资爆买A股！一天狂加仓近百亿！抄底宁德时代，重仓茅台、招行,Wind
168,2021-12-09,证券业“红利当头”，券商高管频频变动隐现战略转型,Wind
169,2021-12-08,【兴证策略 | 陆股通】配置盘与交易盘在哪些行业出现“分歧”？,尧望后势
170,2021-12-08,久违了，券商股，股民盼望已久,搜狐
171,2021-12-08,证券行业2022年度策略报告：券业破茧，模式焕新,证券之星
172,2021-12-08,东方财富现1笔大宗交易 共成交275.50万元,新浪
173,2021-12-08,东方财富今日大宗交易成交9.50万股，成交价29.0元折价19.73%,Wind
174,2021-12-08,央企改革领头羊，券商低估龙头，利润超东方财富2倍股价却低10元,搜狐
175,2021-12-08,证券行业12月投资策略：宽信用叠加强改革 催化券商行情,新浪
176,2021-12-08,估值仅1.93倍PB，模式焕新，2022年券业将迎破茧？,智通财经
177,2021-12-08,风格已变？北向资金连续两日爆买券商股，浙商证券：大金融行情环境友好,资本邦
178,2021-12-07,2021中国上市公司软实力巡礼：东方财富价值54.28亿元 排序第86名,搜狐
179,2021-12-07,北向资金今日净买入79.49亿元，继续抄底大金融板块,Wind
180,2021-12-07,东方财富现1笔大宗交易 共成交802.30万元,新浪
181,2021-12-07,东方财富今日大宗交易成交22.60万股，成交价35.5元溢价0.14%,Wind
182,2021-12-07,外资月报第26期：外围扰动加剧 配置盘稳步流入,新浪
183,2021-12-07,大摩：券商股首选中金公司(03908)、中信证券(06030)及东方财富(300059.SZ),智通财经
184,2021-12-07,申万宏源：降准发力，看好券商岁末年初行情,财联社
185,2021-12-07,融资客青睐8股，雷柏科技买入占比高达38.52%,Wind
186,2021-12-07,北向资金动向盘点：重手净买金融股,Wind
187,2021-12-07,北向资金连续4日净买入，大幅加仓银行板块近19亿元，增持这些银行股,21世纪经济报道
188,2021-12-06,深度*行业*证券行业2022年度策略：成长性奠定投资价值 流动性催化行情,新浪
189,2021-12-06,Ｃ观想龙虎榜：营业部净买入3883.45万元,证券时报网
190,2021-12-06,朗姿股份跌9.21%，机构净卖出6087.31万元，深股通净买入1953.48万元,证券时报网
191,2021-12-06,北向资金连续4日净买入累计加仓超150亿，大幅抢筹券商、银行股,Wind
192,2021-12-06,非银金融行业周报：险资规范参与证券出借业务 继续关注券商板块行情,光大证券
193,2021-12-06,10家券商试点账户管理功能优化点评：综合账户试点落地 增强券商财富管理竞争力 看好板块,新浪
194,2021-12-06,非银金融行业双周报：账户管理功能优化试点启动 险资参与证券出借业务开闸,华福证券有限责任公司
195,2021-12-06,“牛市旗手”发动！多只券商股盘中暴涨，这一指数创近3月最大涨幅…保险、银行也走强，啥情况？,证券时报
196,2021-12-06,非银金融行业周报：降准预期叠加险资券源放开 券商迎多重利好,新浪
197,2021-12-06,非银金融行业周报：2021年证券公司财务顾问业务执行能力评价结果解读,新浪
198,2021-12-06,证券：适时降准叠加多项政策利好 看好券商板块行情,新浪
199,2021-12-06,兴业证券涨停券商股大幅走高，券商ETF（512000）放量涨超4%,Wind
200,2021-12-05,发生了什么？海外最大中国股票基金大举减持宁德时代！,Wind
201,2021-12-05,本周北向资金重点增持环保行业，狂买“宁王”22亿元，减仓这些个股（名单）,21世纪经济报道
202,2021-12-05,非银周报：账户管理优化助力财富管理 险资融券放开增厚投资收益,新浪
203,2021-12-05,放开险资参与证券出借点评：可为融券市场带来翻倍增量 龙头享受较高业绩弹性,新浪
204,2021-12-04,又有高管减持！东方财富副总拟套现不超过100万股 拟减持股份,Wind
205,2021-12-04,又有高管减持！东方财富副总拟套现不超过100万股 拟减持股份,中国基金报
206,2021-12-04,Wind风控日报2021年12月4日星期六,Wind
207,2021-12-04,北上资金年度净买入刷新历史纪录,Wind
208,2021-12-03,东方财富：高管程磊拟减持公司股份不超过100万股 拟减持股份,Wind
209,2021-12-03,东方财富：副总经理程磊拟减持不超过100万股 拟减持股份,财联社
210,2021-12-03,北向资金今日净买入超92亿元本周累计加仓超150亿，大幅抢筹芯片股,Wind
211,2021-12-03,100亿+资金涌入！最牛份额涨667%，布局机会到了？,Wind
212,2021-12-03,中金财富管理行业展望：万亿级市场面临战略窗口期,Wind
213,2021-12-02,东方财富(300059.SZ)：境外附属完成发行3亿美元境外高级无抵押美元债券,格隆汇
214,2021-12-02,东方财富(300059.SZ)：实控人其实解押3.5406亿股,格隆汇
215,2021-12-02,东方财富(300059.SZ)实控人其实解除质押3.54亿股,智通财经
216,2021-12-02,东方财富：境外附属公司完成3亿美元债券发行,财联社
217,2021-12-02,北向资金今日净买入30.21亿元，宁德时代连续6日净买入累计加仓超24亿,Wind
218,2021-12-02,Ｃ喜悦上市首日涨166.08%，机构龙虎榜净卖出339.07万元,证券时报网
219,2021-12-02,东方财富发生大宗交易 成交折价率20.50%,证券时报网
220,2021-12-02,东方财富现1笔大宗交易 共成交739.44万元,新浪
221,2021-12-02,拯救券商股！这家券商斥资上亿回购股份，什么信号？,Wind
222,2021-12-02,东吴证券月度策略及金股组合——从震荡走向春季躁动,金融界
223,2021-12-02,最新筹码集中股名单出炉，股东户数最多已连降22期,Wind
224,2021-12-01,华西策略：最新“外资”持股结构剖析,证券之星
225,2021-12-01,桃李面包86岁实控人误操作公司股票，11月三市发生十余起类似事件,中国经济网
226,2021-12-01,东方财富(300059.SZ)子公司完成兑付2021年第六期短期融资券,智通财经
227,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
228,2021-12-01,“牛市旗手”啥情况？板块在跌，ETF份额却大增25亿份,上证报
229,2021-11-30,北向资金今日净卖出超34亿元11月累计加仓185亿，贵州茅台连续3日遭抛售,Wind
230,2021-11-30,东方财富：目前东方财富app已全面适用于鸿蒙系统,每日经济新闻
231,2021-11-30,2200亿锂电龙头跳水！北上资金逆向操作,Wind
232,2021-11-30,陆股通月报：11月北上资金有何动向？,新浪
233,2021-11-30,上海区域股市周报：新增1家上市公司 67家机构调研思源电气,每日经济新闻
234,2021-11-30,北向资金动向盘点：再次转向电力设备新能源,Wind
235,2021-11-30,中金固收中资美元债周报：一级新发放缓，二级市场回调,Wind
236,2021-11-30,华创固收可转债周报：转二代逐步普及，两期相互影响或不大,Wind
237,2021-11-30,锂电池继续活跃，北向资金加仓电池行业8.88亿元，大幅减持这只白酒股（名单） 减持股份,21世纪经济报道
238,2021-11-29,*ST中天被申请破产重整 牛散入主后斩获21天16板 减资破产,e公司
239,2021-11-29,金融市场流动性与监管动态周报：内外资继续加仓新能源 变异毒株引外围波动,新浪
240,2021-11-29,2022年证券行业投资策略：财富方兴未艾 机构大有可为,新浪
241,2021-11-29,北向资金今日净买入逾32亿元，这些股获加仓,第一财经
242,2021-11-29,牛市旗手风口来了？三大ETF份额大增77.55亿份,Wind
243,2021-11-28,非银金融行业周报：监管助推高质量发展 推荐关注非银板块,广发证券
244,2021-11-26,证券Ⅱ行业：券商价值重塑：轻资产业务由周期走向成长,广发证券
245,2021-11-26,Ｃ金钟上市首日龙虎榜营业部净买入3830.51万元,证券时报网
246,2021-11-25,中银证券：看好券商行业成长性 继续推荐重点受益的龙头券商和财富特色券商坚持看好资本市场供给侧持续改革叠加居民财富管理需求提升背景下券商板块的成长性，在和市场区间震荡的结构性行情中具备较高投资价值,金十数据
247,2021-11-25,中银证券：看好券商行业成长性 继续推荐重点受益的龙头券商和财富特色券商,证券时报网
248,2021-11-25,卖方唱多券商股，“聪明钱”布局跨年行情胜负手,Wind
249,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
250,2021-11-24,深度*行业*证券行业2021年三季报综述：财富业务驱动成长 自营资管主导分化,新浪
251,2021-11-24,国信证券：证券ROE呈现周期性特征，维持证券行业“超配”评级,Wind
252,2021-11-24,国信证券：证券ROE呈现周期性特征 维持证券行业“超配”评级,证券时报网
253,2021-11-24,北向资金动向盘点：重手净买非银,Wind
254,2021-11-24,北向资金再加仓52亿元！买入券商信托，抛售食品饮料，这些个股受青睐（名单）,21世纪经济报道
255,2021-11-24,北向资金再加仓52亿元！买入券商信托，抛售食品饮料，这些个股受青睐（名单）,21经济网
256,2021-11-23,融资客单日加仓超百亿，买了什么？,Wind
257,2021-11-23,新时代传媒周报：《演出经纪人员管理办法》公开征求意见 元宇宙的探讨将会持续进行,新浪
258,2021-11-23,券商板块再度活跃，长城证券涨停，中泰证券等走高,证券时报
259,2021-11-22,主题策略周报十五：看好元宇宙和深度低碳化主题,新浪
260,2021-11-22,11月22日深市创业板活跃股公开信息,深交所
261,2021-11-22,非银金融周报：北交所正式开市 重点关注投行/直投业务占优的券商,新浪
262,2021-11-22,财富管理：基金投顾新规征求意见稿下发 统一规范化指引下制度体系或初步成型,新浪
263,2021-11-22,公募、私募、产业资本、外资纷纷增持券商，资金押宝“跨年行情胜负手”？,资本邦
264,2021-11-21,【民生计算机】计算机行情将如何演绎？,计算机司令部
265,2021-11-21,开源证券：证券行业景气度延续 大财富管理业务线保持成长性,证券时报网
266,2021-11-21,非银金融行业周报：规范基金投顾业务 拓宽险资投资范围,新浪
267,2021-11-21,非银金融行业：流动性预期边际改善 推荐关注非银板块,广发证券
268,2021-11-20,房地产合理贷款得到满足！A股普涨，本周北上资金买入百亿,Wind
269,2021-11-20,北交所开市首周：新股演绎精彩，“老股”估值回归,Wind
270,2021-11-19,北上资金净买入宁德时代14.22元 净卖出东方财富4.99亿元,格隆汇
271,2021-11-19,北向资金今日大幅净买入近83亿，再度爆买宁德时代超14亿,Wind
272,2021-11-19,又有券商申请托管资格！今年基金托管牌照尚待零的突破,Wind
273,2021-11-19,房地产飙升3%提振大盘，北上资金依旧宠爱新能源,Wind
274,2021-11-19,证券行业近期投资观点、三季报及基金持仓总结：市场景气延续 行业持续发展,新浪
275,2021-11-19,未预披露减持1万股 东方财富实控人称误操作否认有减持计划 拟减持股份,搜狐
276,2021-11-19,【债券快讯】11月18日中资美元债一级市场发行4只债券；另有2家公司潜在发行,国元国际
277,2021-11-19,每日晨报-20211119,国元国际
278,2021-11-18,证券行业2022年度投资策略：行业景气度延续 大财富管理业务线保持成长性,新浪
279,2021-11-18,东方财富证券股份有限公司2021年度第十期短期融资券流通要素公告,上清所
280,2021-11-18,东方财富(300059.SZ)：东方财富证券完成发行15亿元短期融资券,格隆汇
281,2021-11-18,海外信用评级汇总2021年11月18日星期四,Wind
282,2021-11-18,东方财富(300059)：21Q3基金保有量占比继续提升,新浪
283,2021-11-18,非银行金融行业财富管理行业基金保有量点评：凭借服务能力 市场份额继续向头部平台集中,新浪
284,2021-11-18,标普：授予由东方财富拟担保发行的高级无抵押美元票据“BBB-”长期发行评级,Wind
285,2021-11-17,东方财富：子公司东方财富证券开展自营相关业务，在报表中列示为衍生金融资产及衍生金融负债项目,每日经济新闻
286,2021-11-17,东方财富：东方财富一向重视隐私治理与用户个人信息保护，始终坚持在合法合规的前提下开展各项业务,每日经济新闻
287,2021-11-17,东方财富：可转债条件单功能正在测试中,每日经济新闻
288,2021-11-17,东方财富：东方财富证券拥有场外期权二级交易商资格,每日经济新闻
289,2021-11-17,北向资金结束连续4日净买入，贵州茅台遭大幅抛售超11亿元,Wind
290,2021-11-17,东方财富(300059.SZ)境外子公司发行不超5亿美元境外债券获国家发改委备案登记证明,智通财经
291,2021-11-17,建信互联网+产业升级投资风格“飘逸”，长期业绩回报不佳 盈利能力下降,和讯
292,2021-11-17,看好新能源车赛道，海外最大中国股基再度加仓宁德时代！,资本邦
293,2021-11-17,金融行业动态：证券基金行业“大V”合作活动叫停 长期利好具备流量优势、组织架构创新的持牌机构,新浪
294,2021-11-17,11.17粤开早餐荟|银保监会:2021年三季度末我国银行业金融机构本外币资产同比增长7.7%,粤开证券微服务
295,2021-11-17,北向资金动向盘点：重手净买白酒、医药,Wind
296,2021-11-17,北向资金连续四日买入近200亿元，再度“喝酒吃药买电子”，扫货这些龙头股（名单）,21世纪经济报道
297,2021-11-17,基金早班车|白酒、医药股获集体扫货，云游戏概念股逆市活跃,金融界
298,2021-11-17,"早报 (11.17) | 高瓴500亿持仓曝光，生物制药仍是最爱；加仓万亿""宁王""，海外最大中国股票基金动向曝光！美国十月零售数据创三月以来最大增幅",格隆汇
299,2021-11-17,海外基金都在买这些公司股票　新能源车成外资“新核心资产”,财富动力网
300,2021-11-16,海外最大中国股票基金出手！加仓这只A股万亿巨头,Wind
301,2021-11-16,海外最大中国股票基金出手！加仓这只A股万亿巨头,中国基金报
302,2021-11-16,东方财富大宗交易成交839.09万元,证券时报网
303,2021-11-16,北向资金再度加仓近42亿连续4日净买入，批量扫货白酒医药股,Wind
304,2021-11-16,兴证策略：北上资金转为流出 成交热度继续回落,新浪
305,2021-11-16,东方财富现1笔大宗交易 共成交839.09万元,新浪
