,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
57,2021-11-01,国防军工行业周报：下游主机厂业绩释放如期而至,新浪
58,2021-11-01,图解中航沈飞三季报：第三季度单季净利润同比增61.53%,证券之星
59,2021-11-01,东莞证券首予中航沈飞推荐评级，2021年三季报点评：业绩释放在提速,每日经济新闻
60,2021-11-01,东莞证券：给予中航沈飞增持评级,证券之星
61,2021-11-01,【招商军工】中航沈飞（600760）：业绩持续快速增长，盈利能力明显提升,招商军工研究
62,2021-11-01,国防军工行业周报：基金配置比例环比提升 三季度业绩持续向好,新浪
63,2021-10-29,中航沈飞：2021年第三季度净利润约5.05亿元，同比增长61.53%,每日经济新闻
64,2021-10-29,中航沈飞：转让中航（沈阳）投资管理有限公司45.9%股权暨关联交易,Wind
65,2021-10-29,中航沈飞：前三季度净利润同比增长25.24%,Wind
66,2021-10-29,军工行业21Q3机构持仓分析,新浪
67,2021-10-25,中航重机(600765)：Q3归母净利润3.38亿元 同比+127.76% 超市场预期,新浪
68,2021-10-22,季报行情打响 这三大行业稳增长势头不改,金融投资报
69,2021-10-20,"中航沈飞现1笔大宗交易 共成交1,341.11万元",新浪
70,2021-10-20,中航沈飞今日大宗交易成交19.96万股，成交价67.19元折价3.0%,Wind
71,2021-10-18,【天风军工周报】压力测试完毕：军工集团减持或为国改资金需求，基本面趋势Q3开始明朗 减持股份,tf防务深评
72,2021-10-18,解盘：资源重拾升势，风电、煤炭、有色、磷化工领涨,Wind
73,2021-10-18,国防军工行业周报：把握业绩确定性高及中下游抬升方向,新浪
74,2021-10-18,【行情】军工股拉升走强，北方导航此前涨停，新研股份涨超7%，航发控制、中航沈飞、中航西飞、中航重机等跟涨,金十数据
75,2021-10-16,航空装备　新型军机亮相航展 无人机百家争鸣,财富动力网
76,2021-10-14,军工股反弹，国机精工、中航重机涨停,Wind
77,2021-10-14,拟减持5家公司股份 航空工业集团资本运作频频 拟减持股份,上证报
78,2021-10-13,军工白马集体遭减持，Q2真是军工的业绩顶？ 减持股份,环球老虎财经
79,2021-10-13,刚刚！茅台重返1900元，白酒股翻转？教育板块狂掀涨停潮，成A股“最靓的崽”！,中国财富网
80,2021-10-13,解盘：资源股全面撤退，汽车、在线教育、白酒略涨,Wind
81,2021-10-13,中航工业密集减持多家军工上市公司，成飞集成跌停，中航西飞、中航沈飞等纷纷下挫 减持股份,金融界
82,2021-10-13,北方导航一度闪崩跌停，军工板块扩大跌幅,Wind
83,2021-10-13,A股异动 | 中航沈飞(600760.SH)跌超5% 控股股东拟减持不超2%股份 拟减持股份,格隆汇
84,2021-10-13,什么情况？多只军工股同一天遭减持，背后股东系一家公司 减持股份,财联社
85,2021-10-13,Wind风控日报2021年10月13日星期三,Wind
86,2021-10-13,上市公司正负面新闻2021年10月13日星期三,Wind
87,2021-10-13,昔日巨头大跌90%，实控人还要减持！千亿大牛股突遭利空,Wind
88,2021-10-13,20万股民懵了！昔日巨头暴跌90%，实控人还要减持！千亿大牛股突遭利空，军工股密集减持来了 减持股份,中国基金报
89,2021-10-13,什么信号？中航工业密集减持多家军工上市公司，合计套现或超30亿元 减持股份,e公司
90,2021-10-12,晚间重要公告2021年10月12日星期二,Wind
91,2021-10-12,中航沈飞(600760.SH)控股股东拟减持不超2%股份 拟减持股份,智通财经
92,2021-10-12,中航沈飞：控股股东拟减持不超3920万股 拟减持股份,中证网
93,2021-10-12,中航沈飞(600760.SH):控股股东拟减持不超公司总股本2% 拟减持股份,格隆汇
94,2021-10-12,注意！中航沈飞：航空工业集团计划减持不超过3920万股 拟减持股份,每日经济新闻
95,2021-10-12,中航沈飞：股东航空工业集团拟减持不超过2% 拟减持股份,财联社
96,2021-10-12,中航沈飞：控股股东拟减持不超过总股本2% 拟减持股份,Wind
97,2021-10-12,【天风军工专题研究】天风问答系列,tf防务深评
98,2021-10-11,山西暴雨重创焦煤供应！煤炭狂飙电力承压，这些股票疯狂上涨,Wind
99,2021-10-10,国防军工行业：财报季临近 军工配置性需求上升,广发证券
100,2021-10-08,军工行业月度动态报告：估值切换在即 高景气有望驱动板块走高,新浪
101,2021-10-07,国防军工行业周报暨10月策略：关注业绩确定性高及中下游业绩抬升的标的,新浪
102,2021-09-30,中航沈飞：公司生产的机体结构部件应用于C919大型客机的转包生产,Wind
103,2021-09-28,中航沈飞(600760.SH)拟每股派0.06元 10月14日分红,智通财经
104,2021-09-28,中航沈飞：公司生产经营一切正常,Wind
105,2021-09-28,【行情】大飞机概念股异动拉升，航发动力、航发控制、中航沈飞等集体冲高，消息上，歼20用上国产发动机,金十数据
106,2021-09-26,国防军工行业周报：板块触底回升 珠海航展大量新装备将亮相,新浪
107,2021-09-26,国防军工行业研究周报：珠海航展倒计时、俄新机型进度出炉 高景气赛道持续确认,新浪
108,2021-09-22,国防军工行业周报：神舟十二号平安“回家” 天舟三号整装待发,新浪
109,2021-09-17,中航沈飞(600760.SH)选举宋水云为监事会主席,智通财经
110,2021-09-16,内蒙一机(600967)：签铁路货车合同；外贸高增长、业绩拐点向上,新浪
111,2021-09-14,军工行业周报：上半年经营及现金流持续向好 行业高景气度全面确认,新浪
112,2021-09-13,国防军工行业周报暨9月策略：军工短期调整是中长期配置良机,新浪
113,2021-09-13,军工板块半年报详尽分析：军工回调日 布局良机时,西南证券
114,2021-09-11,内蒙一机(600967)点评报告：获海外民品订单；期待军品放量、业绩拐点向上,新浪
115,2021-09-10,国防军工行业2021年中报财务分析：行业高景气再度确认 中下游扩产提速,新浪
116,2021-09-10,投资组合报告：2021年九月策略金股报告,新浪
117,2021-09-08,A股早报2021年9月8日星期三,Wind
118,2021-09-07,晚间重要公告2021年9月7日星期二,Wind
119,2021-09-07,晚间公告｜9月7日这些公告有看头,第一财经
120,2021-09-07,中航沈飞(600760.SH)控股股东拟无偿划转2.65%股份予中国航发 减持股份,智通财经
121,2021-09-07,中航沈飞：控股股东拟将2.65%股份划转给中国航发 减持股份,财联社
122,2021-09-04,“合同负债”大增藏玄机，军工赛道景气度料提升,Wind
123,2021-09-02,国信证券维持中航沈飞买入评级，2021年半年报点评：21H1扣非净利增长93%，大额预付到账，十四五跨越式启航,每日经济新闻
124,2021-09-02,8月金股组合盈利5.65% 9月荐股名单出炉,新浪
125,2021-09-01,机构加仓！“赛道”股哑火，后市或有第二春,Wind
126,2021-09-01,兴业证券：维持中航沈飞(600760.SH)“增持”评级 盈利能力提升,智通财经
127,2021-09-01,快讯：军工股早盘集体杀跌 中航沈飞跌超4%,财联社
128,2021-09-01,【银河军工李良】公司点评丨中航沈飞 (600760)：经营杠杆展现业绩弹性，预付款到账大幅提升收入增长确定性,中国银河证券研究
129,2021-08-31,航空航天与国防行业周报：重视军工主机厂的价值,新浪
130,2021-08-31,中航沈飞(600760)：盈利能力提升扣非净利率首超5% 巨额合同负债锚定未来交付任务,新浪
131,2021-08-31,高景气赛道龙头股放量拉升，A股日成交额创今年以来新高,Wind
132,2021-08-31,发展势头强劲 中航沈飞上半年扣非净利润同比增93.06%,上证报
133,2021-08-30,【招商军工】中航沈飞（600760）：业绩快速增长，大额预付款到位，歼击机龙头乘风起航,招商军工研究
134,2021-08-30,中航沈飞：2021年半年度净利润约9.49亿元，同比增加11.87%,每日经济新闻
135,2021-08-30,中航沈飞2021年上半年实现净利润9.49亿元，同比增长11.71%,经济观察网
136,2021-08-30,中航沈飞(600760.SH)提名宋水云为监事候选人,智通财经
137,2021-08-30,中航沈飞：上半年净利同比增长11.87% 拟10派0.6元,格隆汇
138,2021-08-30,中航沈飞(600760.SH)：上半年净利增11.87%至9.49亿元 拟10派0.6元,格隆汇
139,2021-08-30,中航沈飞半年报：上半年净利同比增12% 拟10派0.6元,财联社
140,2021-08-30,中航沈飞：监事会主席辞职,Wind
141,2021-08-30,中航沈飞：上半年净利润同比增长11.87%,Wind
142,2021-08-26,国防军工行业快评：军工阶梯价格合理可控 不改业绩增长趋势,新浪
143,2021-08-25,改革红利！“中国神船”提速，军工迎最佳中报季,Wind
144,2021-08-25,银河证券每日晨报,新浪
145,2021-08-24,集采“风声”吓懵军工股！如何解读？业内人士：和医药集采不一样,Wind
146,2021-08-24,中航沈飞、广联航空、航发控制跌超4%，军工ETF(512660)跌超3% 盘中净流入超4亿元,资本邦
147,2021-08-24,三大股指强势反弹，机构看好高端制造,Wind
148,2021-08-23,A股收盘综述：创业板指放量大涨逾3%，两市近200股涨幅超10%,Wind
149,2021-08-23,快讯：中航沈飞涨停 报于80.32元,金融界
150,2021-08-23,解盘：市场再次回暖，工业4.0、风力发电、大飞机、锂矿领涨,Wind
151,2021-08-23,A股午盘综述：市场普反创业板指升逾2%，工业母机概念井喷,Wind
152,2021-08-23,军工板块拉升走强 中航沈飞涨停 国防军工ETF(512810)大涨超5%,格隆汇
153,2021-08-23,军工板块涨势进一步扩大，权重股表现强势,Wind
154,2021-08-23,国防军工行业周报：军工已披露中报高增长 重视下游业绩拐点,新浪
155,2021-08-19,资金进出军工ETF频繁 基本面看好未来2-3年军工行业表现,中证报
156,2021-08-19,军工ETF交易活跃 基金经理看好背后逻辑,中证报
157,2021-08-19,军工板块走强 公募看好长期配置价值,发布易
158,2021-08-18,"""航组合""起飞：3个月大涨35% 披荆斩棘的军工股还能红多久",中证网
159,2021-08-18,“废太子”实名举报父亲，双汇、万州国际股价大跌,Wind
160,2021-08-18,航空航天与国防行业周报：看好军工材料及红外行业,新浪
161,2021-08-18,快讯：军工股全线走高 中航沈飞大涨近6%,财联社
162,2021-08-18,军工股发动攻势，博云新材涨超7%,Wind
163,2021-08-17,瞰鉴鲁股：板块总市值迈过4万亿“门槛” 芯片概念股东软载波却坐上“过山车”,每日经济新闻
164,2021-08-17,山东区域股市周报：板块总市值大涨1573亿，10.64亿融资净偿还山东股票,每日经济新闻
165,2021-08-10,需求饱满、业绩强劲、估值低洼，军工板块长期成长确定丨牛熊眼,第一财经
166,2021-08-10,军工赛道又火了！基金经理、券商最新观点来了,Wind
167,2021-08-09,国防军工行业：长景气赛道 配置性需求 趋势不变,广发证券
168,2021-08-09,军工接棒新能源车？公募持仓创新高，“军工一哥”转战买方,Wind
169,2021-08-05,军工板块全线爆发，核心个股业绩高增长将逐渐兑现，优质股名单收好（附股）丨牛熊眼,第一财经
170,2021-08-04,国防军工行业H1持仓：机构化趋势强化 带来投资风格切换,天风证券
171,2021-08-04,航发动力(600893)：预付款到账 十四五景气度确认,新浪
172,2021-08-04,瞰鉴鲁股：板块总市值暴跌1624亿 千亿市值公司缩减至六家 连续下跌,每日经济新闻
173,2021-08-02,北向资金7月动向：重点进攻高景气成长制造主线，周期性行业遭抛售,Wind
174,2021-08-02,航空航天与国防行业周报：看好军工次新标的,新浪
175,2021-08-02,暖风频吹！“十四五”军工迎重要窗口期，黄金时代来临,Wind
176,2021-08-02,周末大戏！2500亿赛道突生变数，1.3万亿锂矿大火,Wind
177,2021-07-30,A股全线反弹，创指大涨逾5%，热门赛道资金现分歧,Wind
178,2021-07-29,军工行业-2021Q2军工基金持仓研究：持仓稳中有增 下游环节关注度提升,新浪
179,2021-07-29,北向资金今日净买入逾42亿元，比亚迪、东方雨虹净买入居前,Wind
180,2021-07-29,A股全线反弹创指大涨逾5%，半导体、新能源继续冲锋,Wind
181,2021-07-29,A股收盘综述：上证指数止步四连跌，创业板指大涨逾5%,Wind
182,2021-07-29,【行情】军工股持续拉升，国证军工指数大涨近5%，振芯科技大涨18%，火炬电子、中航重机、鸿远电子均封涨停，中航沈飞、西部超导、西部材料等个股涨逾8%,金十数据
183,2021-07-29,快讯：午后军工股持续拉升中航沈飞午后大涨9%,财联社
184,2021-07-28,国防军工行业快报：中航工业实现时间过半任务过半 行业保持高景气,新浪
185,2021-07-28,国防军工行业2021年中期投资策略：景气度持续 寻找高确定性成长赛道,光大证券
186,2021-07-28,国防军工21年Q2基金持仓分析：军工重仓持股比例略升 板块具备中长期配置价值,新浪
187,2021-07-28,军工行业高景气持续验证，可关注三条主线,东北证券
188,2021-07-28,北向资金动向盘点：净卖不过才40亿，抛压为什么那么大,Wind
189,2021-07-27,北向资金今日净卖出41.72亿元，贵州茅台遭净卖出逾10亿元,Wind
190,2021-07-27,山东区域股市周报：板块总市值跌197亿 青达环保跌27.31%排第一,每日经济新闻
191,2021-07-27,北向资金动向盘点：净卖第一不是食品饮料，更不是医药,Wind
192,2021-07-26,军工行业深度报告：军工行业21Q2机构持仓分析,新浪
193,2021-07-26,国防军工行业报告：蓝色起源进入亚轨道 低轨卫星潜力显现,新浪
194,2021-07-26,不平凡的7月：茅台新低股指尽墨，4成个股却上涨,Wind
195,2021-07-26,军工行业周报：行业中报表现突出 关注业绩高增长标的,新浪
196,2021-07-26,【天风军工】核心推荐-中航沈飞：定价机制改革或落地歼击机龙头起航，Pipeline提升业绩望进一步释放,tf防务深评
197,2021-07-26,【行情】军工板块持续拉升走高，上海瀚讯、振华科技、利君股份先后涨停，航亚科技、航宇科技、图南股份、迈信林等多股涨超10%，北摩高科、中航重机、中航沈飞、航天发展等集体冲高,金十数据
198,2021-07-26,通信行业周报：无人机应急通信立功 空天一体化网络渐近,华安证券
199,2021-07-25,国防军工行业周报：公募基金重仓市值创新高 超配军工正当时,新浪
200,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
201,2021-07-22,军工板块连续第二个交易日翘尾，中航沈飞涨近4%,Wind
202,2021-07-21,国防军工行业报告：2024年民航客机将全部安装北斗机载设备 北斗市场可期,新浪
203,2021-07-20,航空航天与国防行业周报：关注中报期业绩有望上升品种,新浪
204,2021-07-20,资金流向分析,新浪
205,2021-07-20,国投瑞银基金李轩最新持仓，重仓中航沈飞（国投瑞银国家安全灵活配置混合型基金）,证券之星
206,2021-07-19,军工股严重分化，中航沈飞跌超4%,Wind
207,2021-07-18,国防军工行业周报：板块业绩有望持续超预期 超配军工,新浪
208,2021-07-18,军工产业链业绩传导机制开启，行业景气度持续强化,财联社
209,2021-07-16,瞰鉴鲁股：板块总市值一周飙涨1600多亿 山东军团重夺全国第六位置,每日经济新闻
210,2021-07-16,军工板块景气行情再度凸显，三季度或将成为行业重要拐点？,第一财经
211,2021-07-16,国防军工行业2021年中报业绩前瞻：2021H1业绩预计高增长 军工行业景气度持续兑现,新浪
212,2021-07-14,资金流向分析,新浪
213,2021-07-13,五日龙虎榜追踪机构抢筹这68股,中证报
214,2021-07-13,国防军工行业报告：国企改革进程加快 板块公司有望受益,新浪
215,2021-07-13,中航沈飞等68股近五日获机构净买入,证券时报网
216,2021-07-12,国防军工行业周报：中报预告持续反映行业景气 仍可积极布局,新浪
217,2021-07-12,航空航天与国防行业周报：看好红外产业链,新浪
218,2021-07-12,军工｜Q3将成为行业拐点，看好板块向上趋势,中信证券研究
219,2021-07-09,机构重金买入中航沈飞 游资封板杉杉股份｜龙虎榜,第一财经
220,2021-07-09,中航沈飞等61股近五日获机构净买入,证券时报网
221,2021-07-09,【朝闻国盛0709】中航沈飞（600760.SH）-重视主机龙头，沈飞是稀缺性显着的军工核心资产,国盛证券研究所
222,2021-07-09,富临精工沾光华为获多机构青睐 游资出逃欢乐家短期套利难操作,财富动力网
223,2021-07-09,A股走势震荡分化，成长风格料延续,Wind
224,2021-07-09,军工主题基金净值回升，投资逻辑转向业绩驱动,Wind
225,2021-07-08,【金财富早知道】2021-07-09,赢家之星
226,2021-07-08,机构抱团中航沈飞，某主线有做头迹象丨7.8龙虎榜,第一财经
227,2021-07-08,中航沈飞龙虎榜数据(7月8日）,Wind
228,2021-07-08,交易异动！中航沈飞：近3个交易日上涨24.04%,每日经济新闻
229,2021-07-08,龙虎榜：5.9亿抢筹中航沈飞 外资净买10股 机构净买15股,东方财富
230,2021-07-08,"摊牌了！机构跑路了,煤炭两股狂卖4亿，又悄悄买了4亿军工股！",证券之星
231,2021-07-08,龙虎榜|中航沈飞两连板沪股通净买入3.54亿元,财联社
232,2021-07-08,7月8日龙虎榜解析：中航沈飞净买入额最多，还有37只个股被机构扫货,每日经济新闻
233,2021-07-08,中航沈飞(600760.SH)股价异动 不存在未披露重大信息,智通财经
234,2021-07-08,"复盘丨芯片半导体不再""低调""，军工股逆势爆发，市场波动加剧背景下重点关注一类品种",和讯
235,2021-07-08,A股收盘综述：科创50逆势大涨2.6%，成长股持续压制价值股,Wind
236,2021-07-08,国盛证券：中航沈飞(600760.SH)业绩增长确定性强 新产品提供业绩弹性 评级“买入”,智通财经
237,2021-07-08,【热股】航天航空板块大幅拉涨 中航沈飞连续两日涨停,上海有色
238,2021-07-08,"军工股突杀""回马枪""！板块指数一度大涨4%，上周没敢抄底？现在还能追吗",新浪
239,2021-07-08,解盘：资金持续流入，半导体芯片、电池、稀土领涨,Wind
240,2021-07-08,A股午盘综述：沪指下跌0.57%，军工板块逆势走强,Wind
241,2021-07-08,景气度持续兑现期已到 军工股集体走高 核心概念股一览,证券之星
242,2021-07-08,军工股持续拉升，中航沈飞两连板,Wind
243,2021-07-08,中航沈飞两连板!军工ETF(512660)今日成交额已达6.68亿元,资本邦
244,2021-07-08,国防军工板块异动 中航沈飞涨停,中证网
245,2021-07-08,军工板块早盘拉升 中航沈飞涨停,上证报
246,2021-07-08,军工板块再度走高中航沈飞(600760.SH)两连板,格隆汇
247,2021-07-08,快讯：军工股集体走高中航沈飞两连板,财联社
248,2021-07-08,快讯：军工股拉升走高 中航沈飞涨停封板,新浪
249,2021-07-08,军工股开盘拉升，中航沈飞涨超7%，三角防务、新研股份、航宇科技、航发动力、,新浪
250,2021-07-08,中航沈飞盘中快速上涨,新浪
251,2021-07-07,2021年中国国产大飞机市场现状与发展趋势分析 国产大飞机有望突破全球市场垄断,前瞻研究院
252,2021-07-07,A股收盘综述：创业板指涨3.57%强势反包，新能源产业链再度狂欢,Wind
253,2021-07-07,军工行业2021年第26周周报：先进战机列装进入新阶段 验证航空航天高景气,新浪
254,2021-07-07,A股午盘综述：医药、白酒携手反弹，锂电产业链强者恒强,Wind
255,2021-07-07,军工板块走强中航沈飞逼近涨停,格隆汇
256,2021-07-07,军工股迎来久违普涨，中航沈飞触及涨停,Wind
257,2021-07-07,中航沈飞大涨,新浪
258,2021-07-07,航空航天与国防行业：看好板块估值切换,新浪
259,2021-07-06,航空航天科技行业7月展望：进入中报季 产业链中游景气度高,新浪
260,2021-07-06,航空航天科技行业2H21展望：细分龙头迎戴维斯双击,新浪
261,2021-07-02,【行情】军工股早盘继续回调，晨曦航空、中航沈飞跌超7%，航发动力、红都航空、新余国科、中航西飞等跟跌,金十数据
262,2021-07-02,国防军工7月投资策略：强军兴军 坚毅笃行,新浪
263,2021-07-02,军工行业2021年中期投资策略：航空装备景气度持续提升 看好中报业绩验证,新浪
264,2021-07-01,解盘：指数高位盘整，医美、光刻胶、基因检测略涨,Wind
265,2021-07-01,国防军工2021中期投资策略：强军兴军 坚毅笃行,新浪
266,2021-06-29,航空航天与国行业周报：看好板块上游,新浪
267,2021-06-26,券商首次关注6股并给予买入评级（6月26日）,Wind
268,2021-06-25,北向资金本周爆买A股超200亿，连续加码金融股,Wind
269,2021-06-25,浙商证券：中航沈飞（600760.SH）战斗机龙头，业绩高增长可期，首予“买入”评级,智通财经
270,2021-06-25,【行情】国防军工板块开盘走弱，江龙船艇跌超4%，中航沈飞、天海防务、航天彩虹跟跌,金十数据
271,2021-06-23,中航沈飞：多名高管减持计划实施期间已届满 拟减持股份,Wind
272,2021-06-23,中航沈飞：李克明等多名股东减持计划实施期间届满 拟减持股份,每日经济新闻
273,2021-06-23,中航沈飞(600760.SH)：减持期届满3名董高监累计减持1.59万股 减持股份,格隆汇
274,2021-06-23,中航沈飞(600760.SH)多位股东已减持1.59万股 减持期届满 减持股份,智通财经
275,2021-06-22,解盘：资金再度流入，生物育种、挖掘机、锂电、稀土领涨,Wind
276,2021-06-22,国泰君安晨报,新浪
277,2021-06-22,【行情】国防军工板块持续下挫，天和防务跌超5%，爱乐达、中航沈飞、新研股份跟跌 连续下跌,金十数据
278,2021-06-21,军工板块吹响反攻号角，这一类股最受资金青睐（附股）,第一财经
279,2021-06-21,军工股掀涨停潮，背后三条逻辑线很重要,Wind
280,2021-06-21,军工股尾盘持续走高，海特高新三连板,Wind
281,2021-06-21,歼20全面国产化 军工股强势起飞,证券之星
282,2021-06-21,【行情】军工股午后拉升，爱乐达、新研股份、晨曦航空涨超15%，航发科技、长鹰信质、贵绳股份等此前涨停，中航沈飞、中航高科、海兰信、天和防务、中简科技等纷纷冲高,金十数据
283,2021-06-20,国君策略：千金难买“黄金坑”,Wind
284,2021-06-18,中航沈飞大涨,新浪
285,2021-06-18,【东北晨会0618】市场快评：科技制造价值显现/5月经济数据点评/军工行业周报/5月航空数据点评/联创光电（深）、龙蟒佰利,东北证券研究所
286,2021-06-17,军工行业2021年度中期投资策略：岳镇渊渟,新浪
287,2021-06-16,6月16日晚间重要行业研究汇总(附股),中金在线
288,2021-06-16,国防军工行业：趋势不变 赛道空间、格局壁垒为要,广发证券
289,2021-06-15,中航沈飞(600760.SH)：2020年度权益分派拟10转4派2.4元股权登记日6月23日,格隆汇
290,2021-06-15,中航沈飞(600760.SH)拟实施每股转0.4股派0.24元 于6月24日除权除息,智通财经
291,2021-06-15,科技、军工股逆势上涨，券商研报密集看多！,Wind
292,2021-06-15,国防军工行业：佐证军工基本面大幅改善的有力证据持续释放,新浪
293,2021-06-15,十大券商：科创板牛市已来！市场震荡蓄力之后将是再次拉升,Wind
294,2021-06-15,券商策略：科创板牛市已来！市场将再次拉升 券商打头、成长接力,券商中国
295,2021-06-14,【天风军工周报】航发执行百亿现金管理，“十四五”大单采购首次验证,tf防务深评
296,2021-06-14,国君策略：走出通胀迷雾，光明下迎接拉升,证券之星
297,2021-06-14,国君策略：市场交易结构悄然变化，真正的主线在中盘蓝筹,金融界
298,2021-06-11,航发动力一度迫近跌停，航天军工板块跌近3%,Wind
299,2021-06-11,中航沈飞大跌 连续下跌,新浪
300,2021-06-11,【行情】军工股早盘持续走低，贵绳股份跌超8%，炼石航空、安达维尔、中航沈飞、三角防务、中飞股份等跟跌,金十数据
301,2021-06-10,这个行业“钱包”充裕，未来景气可期！,Wind
302,2021-06-10,【天风军工】核心推荐—宏达电子：首次定增！非钽业务持续扩产应对需求提升，业绩高增长可期,tf防务深评
303,2021-06-10,大盘整固 兆易创融资盘流入,财富动力网
304,2021-06-09,中航沈飞：拟与沈阳航空产业集团战略合作,中证网
