,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
71,2021-11-07,犀牛财经早讯：恒腾网络易主 多家上市公司加码布局元宇宙 控制人变化,GPLP犀牛财经
72,2021-11-05,鹏鼎控股(002938.SZ)10月合并营收35.32亿元 同比增长0.84%,格隆汇
73,2021-11-02,PCB行业毛利环比改善，但拐点仍未见到？,中财网
74,2021-11-02,【行情】半导体板块再度走强，PCB概念股深南电路涨停，世运电路、崇达技术、鹏鼎控股、华亚智能、沪电股份、超声电子涨超5%,金十数据
75,2021-11-02,A股早报2021年11月2日星期二,Wind
76,2021-11-02,电子行业每周市场动态追踪：三季报板块增速分化：消费电子环比改善 半导体国产替代持续,新浪
77,2021-11-01,智通A股机构动向参考(11.01) | 多头旗帜还得靠“宁指数”,智通财经
78,2021-11-01,"鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月,目前已经量产",每日经济新闻
79,2021-11-01,涨停板解密：资金追捧，两大板块个股现涨停潮！（11月1日）,Wind
80,2021-11-01,鹏鼎控股龙虎榜数据（11月1日）,Wind
81,2021-11-01,苹果板块延续强势，闻泰科技、歌尔股份涨超6%,Wind
82,2021-11-01,图解鹏鼎控股三季报：第三季度单季净利润同比增77.86%,证券之星
83,2021-11-01,鹏鼎控股、昆仑万维、数码视讯大幅上涨，元宇宙概念基金VRETF(159786)上涨超2.5%,资本邦
84,2021-11-01,PCB板块掀涨停潮 多公司现业绩拐点迹象 新能源车打开长期增长空间,财联社
85,2021-11-01,快讯：鹏鼎控股涨停 报于38.49元,金融界
86,2021-11-01,A股异动 | 鹏鼎控股涨8% 第三季净利同比增77.68%,格隆汇
87,2021-10-31,【天风电子】鹏鼎控股：Q3业绩符合预期，盈利能力有所提升,科技伊甸园
88,2021-10-31,开源证券给予鹏鼎控股增持评级：2021Q3迎来消费电子旺季，硬板能力持续强化,每日经济新闻
89,2021-10-31,开源证券：给予鹏鼎控股增持评级,证券之星
90,2021-10-31,鹏鼎控股(002938)：鹏鼎控股公司快报,新浪
91,2021-10-29,苹果财报发布：大中华区营收增长明显,新浪
92,2021-10-29,新鲜出炉！鹏鼎控股：2021年第三季度净利润约10.45亿元，同比增长77.86%,每日经济新闻
93,2021-10-29,鹏鼎控股：第三季度净利润10.45亿元 同比增长77.86%,财联社
94,2021-10-29,鹏鼎控股：前三季度净利润同比增长21.68%,Wind
95,2021-10-26,消费电子概念发力上扬 信维通信、东山精密等大涨,证券时报网
96,2021-10-25,鹏鼎控股：公司产品包含有应用于汽车电池板的FPC,每日经济新闻
97,2021-10-25,电子行业周报：鸿蒙生态蓬勃发展 IOT产业加速,新浪
98,2021-10-21,苹果新品相继发布，消费电子反弹在即,金融界
99,2021-10-18,电子行业周报：关注折叠屏创新、荣耀崛起以及苹果MINILED新品发布,新浪
100,2021-10-15,电子行业2021年四季度投资策略：消费电子环比改善 布局低估值龙头半导体持续关注国产替代,新浪
101,2021-10-11,电子行业周报：台股营收透露曙光、先蹲后跳静待佳音,新浪
102,2021-10-08,鹏鼎控股：四季度是公司生产旺季,每日经济新闻
103,2021-10-08,电子行业2021年三季报业绩展望：消费电子环比业绩改善 半导体国产替代持续,新浪
104,2021-10-08,鹏鼎控股（深圳）股份有限公司2021年9月营业收入简报,证券时报
105,2021-10-07,晚间重要公告2021年10月7日星期四,Wind
106,2021-10-07,鹏鼎控股：9月合并营业收入33.7亿元 同比增长28%,财联社
107,2021-10-07,鹏鼎控股(002938.SZ)9月合并营收33.72亿元 同比增加27.76%,智通财经
108,2021-09-30,电子行业重大事项点评：限电限产政策对电子行业当前影响简析,新浪
109,2021-09-29,果链股价下跌！这些公司紧急澄清,Wind
110,2021-09-29,果链股价下跌！这些公司紧急澄清,中证报
111,2021-09-29,鹏鼎控股接受2家机构调研，汽车电子是未来拓展重点,阿尔法工场
112,2021-09-28,鹏鼎控股：中欧基金、华创证券等2家机构于9月27日调研我司,证券之星
113,2021-09-28,鹏鼎控股接受2家机构调研！短期主力资金净流入，市场资金或早已察觉,每日经济新闻
114,2021-09-28,微观流动性跟踪双周报：周期开始产生分歧 节后迎来解禁高峰 解禁,新浪
115,2021-09-28,鹏鼎控股：公司各园区的生产目前未受到限电政策影响,每日经济新闻
116,2021-09-27,电子行业每周市场动态追踪：半导体产业自立是长期必然趋势,新浪
117,2021-09-27,燕麦科技(688312)公司快评：FPC自动化、智能化测试行业的领跑者,新浪
118,2021-09-27,电子周观点：创维发布Q72电视 MINILED商用进一步加速,新浪
119,2021-09-23,iPhone13预售火爆，分析师：供应链股价提升有限,Wind
120,2021-09-22,鹏鼎控股：公司的柔性电路板产品可用于折叠屏相关产品,每日经济新闻
121,2021-09-22,小长假后首日迎千亿解禁，鹏鼎控股解禁市值超500亿丨一手数据 解禁,第一财经
122,2021-09-22,鹏鼎控股解禁超500亿，本周有55只个股解禁，市值达1260亿元 解禁,中国基金报
123,2021-09-22,A股迎千亿解禁小高峰 鹏鼎控股解禁市值居首约520亿元 解禁,北京商报
124,2021-09-22,每日理财观察：证监会扩大红筹企业在境内上市试点范围,Wind
125,2021-09-21,小长假后A股面临单日千亿解禁，多只天量解禁高价股承压 解禁,Wind
126,2021-09-21,小长假后A股面临单日千亿解禁，鹏鼎控股解禁市值超520亿 解禁,第一财经
127,2021-09-21,节后首日迎千亿解禁！鹏鼎控股解禁市值居首 这家公司股东组团要减持 解禁,北京商报
128,2021-09-20,本周操盘攻略：业绩修复进入下半场 FOMC会议值得关,Wind
129,2021-09-19,下周操盘攻略：业绩修复进入下半场，整体转向稳定性,Wind
130,2021-09-18,节后54只股面临解禁 鹏鼎控股解禁比例居首 解禁,证券时报网
131,2021-09-18,下周1260亿市值限售股解禁，鹏鼎控股解禁市值超520亿居首 解禁,Wind
132,2021-09-17,科技行业动态：IPHONE 13创新符合预期 售价亲民超预期,新浪
133,2021-09-16,晚间重要公告2021年9月16日星期四,Wind
134,2021-09-15,苹果变身价格“屠夫”，安卓大厂怕不怕？,Wind
135,2021-09-15,鹏鼎控股(002938.SZ)：约16.832亿股限售股将解禁 解禁,格隆汇
136,2021-09-15,鹏鼎控股：16.83亿股限售股9月22日上市流通,Wind
137,2021-09-15,鹏鼎控股：公司是市场主流VR产品的主要供应商,每日经济新闻
138,2021-09-15,中信证券：苹果新机微创新持续，起售价下探凸显性价比,Wind
139,2021-09-13,调研记录|鹏鼎控股(002938.SZ)：超薄HDI项目下半年将给公司带来营收和利润增量 正与动力电池厂商进行前期汽车电子产品开发和产线验证,智通财经
140,2021-09-11,电子行业：消费电子景气度持续上行 关注三大主线,新浪
141,2021-09-10,鹏鼎控股MiniLED背光板已量产，下半年将带来业绩增量,LED在线
142,2021-09-10,电子行业2021年中报总结：板块增速分化 自下而上关注细分龙头,新浪
143,2021-09-10,鹏鼎控股：超薄HDI项目下半年将给公司带来一定收益,Wind
144,2021-09-09,西南证券首予鹏鼎控股买入评级，近期获3份券商研报关注，目标均价涨幅24.28%,每日经济新闻
145,2021-09-08,西南证券给予鹏鼎控股买入评级:业绩短期承压，下半年业绩增速有望回升，目标价40.74元,每日经济新闻
146,2021-09-07,前海超7倍大扩容！概念股名单新鲜出炉,Wind
147,2021-09-06,晚间重要公告2021年9月6日星期一,Wind
148,2021-09-06,鹏鼎控股：8月合并营收31.62亿元 同比增长34.17%,财联社
149,2021-09-06,鹏鼎控股发布半年报：苹果贡献营收超68% 靠PCB电路板成全球第一,Ofweek
150,2021-09-03,鹏鼎控股：国泰君安、安信基金等6家机构于9月2日调研我司,证券之星
151,2021-09-02,策略月报：8月产业资本减持额下降 减持股份,新浪
152,2021-09-01,鹏鼎控股(002938)公司信息更新报告：2021Q2单季度盈利承压 软板与硬板升级趋势仍在,新浪
153,2021-08-30,鹏鼎控股(002938.SZ)半年度归母净利同比减少20%至6.33亿元 盈利能力下降,智通财经
154,2021-08-30,鹏鼎控股(002938.SZ)半年度净利润6.33亿元 同比下降20% 盈利能力下降,格隆汇
155,2021-08-30,鹏鼎控股：2021年半年度净利润约6.33亿元，同比下降20% 盈利能力下降,每日经济新闻
156,2021-08-30,鹏鼎控股：上半年净利润同比减少20.0% 盈利能力下降,Wind
157,2021-08-27,ARVR太牛！歌尔股份自信抛出三季度预告,Wind
158,2021-08-25,通信电子行业景气数据跟踪报告之七(2021年8月)：半导体景气高企,光大证券
159,2021-08-23,鹏鼎控股：公司生产的PCB产品主要销往美国、大中华地区、亚洲其他国家、欧洲等地区,Wind
160,2021-08-22,景旺电子：利润增长遇瓶颈,证券市场周刊
161,2021-08-21,iPhone 13备货紧锣密鼓，果链又有投资机会？,Wind
162,2021-08-16,通信电子行业周报：高精度位导龙头华测导航迈入自动驾驶时代,光大证券
163,2021-08-16,生益科技毛利率连续八年半增长 半年净利增71%有望赶超行业龙头,长江商报
164,2021-08-12,鹏鼎控股：公司客户包含了国内外知名的品牌厂商,每日经济新闻
165,2021-08-12,鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月,Wind
166,2021-08-09,鹏鼎控股：公司淮安超薄线路板共计总投资16.14亿元，产能规划为9.3 万平方米/月，目前已经量产,每日经济新闻
167,2021-08-08,电子行业每周市场动态追踪(2021年8月2日-2021年8月6日)：晶圆代工持续景气 坚定看好中芯国际和华虹半导体,新浪
168,2021-08-07,鹏鼎控股（深圳）股份有限公司 2021年7月营业收入简报,证券时报
169,2021-08-06,鹏鼎控股(002938.SZ)12月合并营收42.02亿元 同比增长69.46%,格隆汇
170,2021-08-06,鹏鼎控股(002938.SZ)：7月合并营收25.15亿元 同比增长6.78%,格隆汇
171,2021-08-04,A股早报2021年8月4日星期三,Wind
172,2021-08-02,鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月,Wind
173,2021-08-02,银河电子周观点：晶圆代工拟继续涨价 关注板块估值修复机会,新浪
174,2021-07-31,电子：苹果FY21Q3业绩说明会点评,新浪
175,2021-07-28,"鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月,目前已经量产",每日经济新闻
176,2021-07-27,鹏鼎控股：LED已经实现量产 每月新增产能9.3万平方米,第一财经
177,2021-07-27,鹏鼎控股：mini-LED已经实现量产 每月新增产能9.3万平方米丨公司问答,第一财经
178,2021-07-27,华为将发布首款Mini LED智慧屏 A股公司抢食产业链“蛋糕”,中证网
179,2021-07-23,调研记录|鹏鼎控股（002938.SZ）：全年经营预算增长10%-20% 淮安园区布建汽车电子和服务器产能,智通财经
180,2021-07-23,天风证券：维持鹏鼎控股(002938.SZ)“买入”评级 受益于产能释放+iPhone新机备货量增加,智通财经
181,2021-07-23,鹏鼎控股(002938)：H1业绩稳定增长 全年业绩目标10-20%,新浪
182,2021-07-23,鹏鼎控股：公司Mini LED背光板一期已于今年上半年量产,Wind
183,2021-07-23,鹏鼎控股：公司淮安超薄线路板目前已量产,Wind
184,2021-07-23,鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月目前已经量产,财联社
185,2021-07-23,鹏鼎控股：4月已开始量产MiniLED背光板,Wind
186,2021-07-22,鹏鼎控股：公司上半年经营基本符合预期,中证网
187,2021-07-22,科技硬件周报(6/26)：半导体高景气度持续,新浪
188,2021-07-22,鹏鼎控股：公司在淮安园区布建汽车电子和服务器的产能,e公司
189,2021-07-22,鹏鼎控股：四月份就已经开始量产MiniLED背光板,e公司
190,2021-07-21,苹果供应商鹏鼎与淮安经开区签约联合建设PCB大项目,LED在线
191,2021-07-20,电子周报：台积电上修全年半导体展望；小米Q2全球份额首次第二,新浪
192,2021-07-19,电子行业周报：后摩尔时代 看好第三代半导体战略发展机遇,新浪
193,2021-07-18,江苏淮安经济技术开发区PCB产业链科技园项目签约，鹏鼎控股参与,证券时报网
194,2021-07-17,华为P50手机发布时间定了，或搭载高通及麒麟9000芯片,Wind
195,2021-07-13,电子行业2021中报前瞻：5G手机、远程需求、汽车电子仍为2021三大主轴,新浪
196,2021-07-12,【招商电子】PCB月度深度跟踪：覆铜板Q2量价齐升，下半年关注IC载板、通信板及苹果链,招商电子
197,2021-07-09,A股共发生148宗大宗交易成交34.57亿元（7月9日）,Wind
198,2021-07-09,"鹏鼎控股现20笔大宗交易 共成交13,236.49万元",新浪
199,2021-07-09,鹏鼎控股今日大宗交易成交405.40万股，成交价32.65元折价7.56%,Wind
200,2021-07-08,"鹏鼎控股现5笔大宗交易 共成交4,132.74万元",新浪
201,2021-07-08,鹏鼎控股：半年度报告暂拟定于8月31日披露,每日经济新闻
202,2021-07-07,2021年中国印制电路板行业市场竞争格局分析 鹏鼎控股稳坐龙头、市场竞争激烈,前瞻研究院
203,2021-07-07,鹏鼎控股（深圳）股份有限公司 2021年6月营业收入简报,证券日报
204,2021-07-06,晚间重要公告2021年7月6日星期二,Wind
205,2021-07-06,鹏鼎控股(002938.SZ)：6月合并营收21.73亿元同比增长8%,格隆汇
206,2021-07-06,鹏鼎控股(002938.SZ)6月合并营收同比增长8%至21.73亿元,智通财经
207,2021-07-05,MiniLED商业化进程加速，创维、国星、瑞丰等披露了最新消息,LED在线
208,2021-07-03,【行业深度】洞察2021：中国印制电路板行业竞争格局及市场份额(附市场集中度、竞争力评价等),前瞻研究院
209,2021-07-02,电子行业2021年中报业绩展望：半导体持续景气 消费电子阶段承压,新浪
210,2021-07-02,鹏鼎控股：公司淮安超薄线路板产能规划为9.3万平方米/月，公司根据相关投资计划推进投资进度，目前已部分投产,每日经济新闻
211,2021-07-01,电子行业2021年三季度投资策略：半导体持续重点推荐 消费电子看好下半年苹果链确定性,新浪
212,2021-07-01,干货！2021年中国印制电路板行业龙头企业对比：鹏鼎控股VS东山精密 谁是中国“PCB之王”？,前瞻研究院
213,2021-07-01,【干货】中国印制电路板(PCB)产业链全景梳理及区域热力地图,前瞻研究院
214,2021-06-30,通信电子行业景气数据跟踪报告之六(2021年6月)：电动汽车浪潮开启 全球半导体龙头业绩靓丽,光大证券
215,2021-06-30,预见2021：《2021年中国印制电路板(PCB)产业全景图谱》(附市场供需、竞争格局、发展前景等),前瞻研究院
216,2021-06-28,电子行业每周市场动态追踪：看好半导体的短中长期大逻辑 消费电子迎布局时点,新浪
217,2021-06-27,【建投中小盘|深度】东威科技：从PCB到锂电池，深耕电镀技术的高端精密电镀设备供应商,中信建投中小市值
218,2021-06-24,A股早报2021年6月24日星期四,Wind
219,2021-06-23,新一代iPhone传出大消息，产业链股票激动,Wind
220,2021-06-23,涨停板解密：资金青睐，三大板块个股火爆上攻（6月23日）,Wind
221,2021-06-23,A股收盘综述：创业板指连升5日，泛科技持续“吸金”,Wind
222,2021-06-23,消费电子概念午后大涨 领益智造、鹏鼎控股涨停,e公司
223,2021-06-23,异动股揭秘：PCB 个股异动 鹏鼎控股触及涨停,ZAKER
224,2021-06-23,消费电子板块集体回暖，均胜电子连续涨停,Wind
225,2021-06-23,【行情】苹果概念持续拉升，东尼电子涨停，海能实业、东山精密、鹏鼎控股跟涨,金十数据
226,2021-06-23,鹏鼎控股大涨,新浪
227,2021-06-21,突然反转！外资大举减仓超50亿，终止连续9周抢筹！,Wind
228,2021-06-18,科技题材发威，杠杆资金猛加仓，看低估值超跌股名单,Wind
229,2021-06-17,鹏鼎控股大涨,新浪
230,2021-06-15,鹏鼎控股(002938.SZ)向287名激励对象授予1008.5万股限制性股票,智通财经
231,2021-06-15,鹏鼎控股(002938.SZ)：向激励对象授予限制性股票共1008.5万股,格隆汇
232,2021-06-15,MiniLED概念股强势领涨，机构：背光、显示等细分领域前景广阔丨牛熊眼,第一财经
233,2021-06-08,鹏鼎控股：公司暂未开展陶瓷基板的研发,每日经济新闻
234,2021-06-08,粤开策略：每日数据跟踪,新浪
235,2021-06-08,上市公司正负面新闻2021年6月8日星期二,Wind
236,2021-06-08,鹏鼎控股（深圳）股份有限公司 2021年5月营业收入简报,证券日报
237,2021-06-07,晚间重要公告2021年6月7日星期一,Wind
238,2021-06-07,科技硬件行业周报：国内封测再迎机遇,新浪
239,2021-06-07,鹏鼎控股：公司2021年5月合并营业收入较去年同期增加11.86%,科创板日报
240,2021-06-07,鹏鼎控股(002938.SZ)5月合并营业收入为20.91亿元 同比增长11.86%,智通财经
241,2021-06-07,苹果板块延续升势，立讯精密、工业富联、鹏鼎、长电科技、环旭电子走强,Wind
242,2021-06-07,通信电子行业景气数据跟踪报告之五：全球与国内龙头的靓丽业绩持续印证半导体高景气度,光大证券
243,2021-06-05,电子行业：MINILED：开启光电产业的新纪元,新浪
244,2021-06-04,抢权行情来临！下周11家公司高送转、43家高派现,Wind
245,2021-06-03,鹏鼎控股(002938.SZ)2020年度权益分派10派5元股权登记日为6月10日,格隆汇
246,2021-06-03,苹果概念股复苏，立讯、工业富联、蓝思、鹏鼎、欣旺达、大族激光普涨,Wind
247,2021-06-02,苹果板块回调，立讯精密、工业富联、京东方A、歌尔、鹏鼎、环旭普跌,Wind
248,2021-06-01,深圳抛出超2.8万亿投资清单，多家上市公司名列其中,经济观察报
249,2021-05-31,注册制新股纵览：东威科技：国内高端精密电镀设备领域领军企业,新浪
250,2021-05-28,苹果概念股表现不振，立讯、工业富联、京东方、歌尔、鹏鼎集体下滑,Wind
251,2021-05-27,【最全】2021年中国印制电路板行业上市公司全方位对比(附业务布局、业绩对比、业务规划等),前瞻研究院
252,2021-05-26,苹果板块震荡休整，歌尔、鹏鼎控股、蓝思、立讯精密、大族激光普遍下滑,Wind
253,2021-05-25,立讯精密、鹏鼎控股大涨超8%提振苹果板块，长电科技、蓝思科技等跟随上行,Wind
254,2021-05-25,鹏鼎控股大涨,新浪
255,2021-05-20,苹果供应链公司鹏鼎控股回应：公司不存在因质量事故导致的停工或赔偿情况,中证网
256,2021-05-19,苹果板块升势强劲，歌尔股份、欣旺达、水晶光电、蓝思、鹏鼎大涨,Wind
257,2021-05-19,鸿富瀚IPO：子公司怪象连连 关联关系难琢磨,电鳗快报
258,2021-05-13,电子行业2020年年报暨2021年一季报总结：淡季不淡 高景气下电子行业表现亮眼,新浪
259,2021-05-12,中国策略简评-MSCI中国半年度调整：新增60只、剔除21只,新浪
260,2021-05-12,电子行业：FY20&1Q21业绩回顾和持仓分析,新浪
261,2021-05-08,投资人问询增收不增利 鹏鼎控股：汇兑损失 问询,GPLP犀牛财经
262,2021-05-08,鹏鼎控股（深圳）股份有限公司2021年4月营业收入简报,证券日报
263,2021-05-07,鹏鼎控股(002938.SZ)：4月合并营收同比下降11.12% 盈利能力下降,智通财经
264,2021-05-07,鹏鼎控股(002938.SZ)4月合并营收20.12亿元 同比降11.12% 盈利能力下降,格隆汇
265,2021-05-07,【行情】苹果板块单边下跌，比亚迪、工业富联、立讯精密、京东方A、蓝思科技、歌尔股份、鹏鼎控股、长电科技集体走低 连续下跌,金十数据
266,2021-05-07,苹果板块单边下滑，比亚迪、工业富联、立讯、京东方、蓝思、歌尔集体走低,Wind
267,2021-05-07,鹏鼎控股：公司印度厂主要是后段组装业务，投资不大且目前尚未投产，印度疫情对公司整体发展影响不大,每日经济新闻
268,2021-05-07,鹏鼎控股：印度疫情爆发对公司整体发展影响不大,Wind
269,2021-05-06,年报季结束，董事长“十大薪酬王”花落谁家？,羊城晚报
270,2021-05-06,电子｜淡季不淡，高景气下电子行业表现亮眼：2020年年报暨2021年一季报总结,中信证券研究
271,2021-05-05,A股大佬年薪比拼：迈瑞医疗李西廷日进6.9万，地产老板平均薪酬最高,第一财经
272,2021-05-04,【招商电子】鹏鼎控股：扣非利润低于预期，主因新产能爬坡和汇率影响,招商电子
273,2021-05-02,最强打工人来了！2020年A股董事长“十大薪酬王”花落谁家？,中证报
274,2021-04-30,鹏鼎控股(002938)：基数效应拖累扣非利润 全年成长依然可期 盈利能力下降,新浪
275,2021-04-29,鹏鼎控股(002938.SZ)第一季度归母净利润同比增长14.14%至3.51亿元,智通财经
276,2021-04-29,鹏鼎控股(002938.SZ)一季度净利升14.14%至3.51亿元,格隆汇
277,2021-04-29,鹏鼎控股：2021年第一季度净利润约3.51亿元，同比增加14.14%,每日经济新闻
278,2021-04-29,鹏鼎控股：一季度净利润同比增长14.14%,Wind
279,2021-04-22,苹果涉足Mini LED市场，多家A股公司或将受益,Wind
280,2021-04-21,【天风电子】苹果发布iPad pro，加速Mini LED渗透率提升,科技伊甸园
281,2021-04-20,鹏鼎控股(002938.SZ)：拟向激励对象授予限制性股票1060万股,格隆汇
282,2021-04-18,“大肉签”明天上市！创业板第一高价新股来了,Wind
283,2021-04-13,鹏鼎控股：缺芯等事项对公司经营暂无影响,Wind
284,2021-04-12,电子行业周观点：业绩期来临 LCD将迎高光,新浪
285,2021-04-09,[路演]鹏鼎控股：5G及万物互联将为公司业务发展带来广阔的市场空间,全景网
286,2021-04-09,鸿富瀚过会：今年IPO过关第124家 中信建投过7单,中国经济网
287,2021-04-09,中信证券：消费电子端迎来中长期布局时点，建议关注全球化布局扩张的终端品牌公司,Wind
288,2021-04-09,电子｜看好半导体及高景气度细分板块的成长：2021年二季度投资策略,中信证券研究
289,2021-04-08,两客户顶起半边天 鸿富瀚有潜在风险,金融投资报
