,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
107,2021-12-02,蓝思科技：光伏玻璃相关产品已得到相关国内、国际客户的认可,每日经济新闻
108,2021-12-02,蓝思科技：目前主要从事消费电子、智能新能源汽车及光伏新能源领域,每日经济新闻
109,2021-11-30,蓝思科技：现阶段限电情况已明显缓解,每日经济新闻
110,2021-11-30,蓝思科技：元宇宙领域的相关智能穿戴产品主要由母公司研发、量产,每日经济新闻
111,2021-11-30,蓝思科技：公司已向部分客户批量出货充电桩零组件产品,每日经济新闻
112,2021-11-30,蓝思科技：公司2020年募投项目部分厂房已实现量产,每日经济新闻
113,2021-11-29,科技硬件周报：功率半导体高景气度有望延续、关注5G+AIOT投资机遇,新浪
114,2021-11-24,蓝思科技多元是与非，抵御不确定性靠什么？,Ofweek
115,2021-11-23,上市公司跨界发展胜算几何,经济日报
116,2021-11-22,电子行业周报：苹果公司重回全球第一的宝座,新浪
117,2021-11-21,集微咨询：苹果市值全球第一，从苹果业务结构看A股供应商明年承压,搜狐
118,2021-11-19,策略研究：自主品牌混动发力抢滩,新浪
119,2021-11-19,消费电子概念走势活跃 共达电声、歌尔股份等拉升走高,证券时报网
120,2021-11-19,安信证券：首予蓝思科技(300433.SZ)“买入-A”评级 目标价27.6元,智通财经
121,2021-11-18,蓝思科技(300433)：玻璃行业龙头 消费电子／汽车／光伏多点布局,新浪
122,2021-11-18,机构扎堆定增“黄金坑”，60家公司收益已翻倍！,Wind
123,2021-11-18,海通证券：予蓝思科技(300433.SZ)“优于大市”评级 价值区间22.66-25.75元,智通财经
124,2021-11-18,业绩下滑市值缩水近千亿 蓝思科技多元化转型能否见效？ 盈利能力下降,投资者网
125,2021-11-16,蓝思科技董秘回复：公司持续布局元宇宙领域 有望成为未来重要的业务,证券之星
126,2021-11-16,蓝思科技：公司已与相关电子烟客户达成合作，已有业务订单在手，设计、研发、生产、组装相关产品的结构件和功能件，涵盖陶瓷、玻璃、金属、塑胶等,每日经济新闻
127,2021-11-16,蓝思科技：公司持续布局元宇宙领域,每日经济新闻
128,2021-11-15,“元宇宙”持续活跃，据悉蓝思科技获核心客户支持,投资家
129,2021-11-15,蓝思科技：公司已布局元宇宙概念产品的研发、设计、生产及客户资源,Wind
130,2021-11-15,科技硬件周报：半导体板块高景气度延续、关注5G+AIOT新机遇,新浪
131,2021-11-14,"焦点分析 | 股价腰斩后，""果链""明星企业蓝思科技要做光伏玻璃",36氪
132,2021-11-12,沉淀多年核心技术 蓝思科技加码布局“元宇宙”,凤凰网
133,2021-11-12,2021胡润女企业家榜：碧桂园40岁的杨惠妍第九次成为中国女首富,Wind
134,2021-11-12,元宇宙热度不减，蓝思科技或受益智能穿戴需求提升,投资家
135,2021-11-12,2021胡润女企业家榜发布：碧桂园杨惠妍第九次成为中国女首富,新浪
136,2021-11-11,蓝思科技11月11日大宗交易成交2478.00万元,证券时报网
137,2021-11-11,"蓝思科技现1笔大宗交易 共成交2,478.00万元",新浪
138,2021-11-11,元宇宙爆了！中美巨头接连出手，最牛中青宝暴涨4倍，下一个爆点在哪里？,金融界
139,2021-11-10,消费电子概念再度活跃，昀冢科技大涨超12%，东尼电子等涨停,证券时报网
140,2021-11-10,蓝思科技：光伏玻璃业务项目资金来源为公司自筹资金，目前没有股权融资计划,每日经济新闻
141,2021-11-10,蓝思科技：公司新能源汽车车载玻璃已向核心客户出货,Wind
142,2021-11-09,苹果产业链龙头企业加入“元宇宙”狂欢，股价不升反跌,奥一网
143,2021-11-09,万润股份：目前公司与蓝思科技无合作,每日经济新闻
144,2021-11-09,"蓝思科技公开表示,公司已布局元宇宙",Ofweek
145,2021-11-09,蓝思科技：公司AR/VR相关业务正在快速发展 有望成为未来重要的业务增长点,e公司
146,2021-11-08,太平洋维持蓝思科技买入评级：开辟光伏玻璃全新赛道，构建强势第三成长极,每日经济新闻
147,2021-11-08,蓝思科技：公司已经具备了相应的光伏玻璃生产能力，公司已与多个光伏及光伏玻璃行业专家团队合作，组建了一支技术业内领先的光伏及光伏玻璃技术团队，以及高素质、资源丰富的管理团队，并设立了新能源事业部，已得到相关行业客户的认可,每日经济新闻
148,2021-11-08,蓝思科技直线飙升，公司透露已布局元宇宙概念产品,Wind
149,2021-11-08,蓝思科技：公司已布局元宇宙概念产品的研发、设计、生产及客户资源,Wind
150,2021-11-08,蓝思科技：公司已具备相应的光伏玻璃生产能力,Wind
151,2021-11-08,陆家嘴财经早餐2021年11月8日星期一,Wind
152,2021-11-07,今年跨界并购有点多，成功破圈并不易,Wind
153,2021-11-07,麦迪科技并购医美项目告吹！今年跨界并购有点多，成功破圈并不易 并购重组异常,中证报
154,2021-11-07,瞄准新兴产业 多家上市公司谋求跨界转型,发布易
155,2021-11-05,蓝思科技进军光伏！或因苹果成本控制,Ofweek
156,2021-11-05,北向资金结束连续6日净买入，隆基股份连续3日遭抛售累计净卖出超30亿,Wind
157,2021-11-05,蓝思科技今日大宗交易成交80万股，成交价21.97元溢价0.0%,Wind
158,2021-11-05,蓝思科技拟3-5亿元回购股份 回购价格上限30元/股,金融界
159,2021-11-05,蓝思科技：蓝思新能源主要从事光伏玻璃产品等业务。光伏玻璃既从外部采购，也已布局自制，双线发展,每日经济新闻
160,2021-11-05,蓝思科技：在玻璃、金属、蓝宝石、陶瓷、塑胶等新材料领域，公司是全球智能可穿戴设备的重要核心供应商,每日经济新闻
161,2021-11-05,“聪明钱”最新动向：“光伏茅”被抛近9亿，宁德时代连续16日获净买入,21世纪经济报道
162,2021-11-04,光伏行业添新秀，消费电子龙头蓝思科技正式入局,投资家
163,2021-11-04,消费电子龙头蓝思科技进军光伏领域,腾讯网
164,2021-11-04,苹果产业链“闹饥荒”，众多果链公司开始布局新能源汽车赛道,Wind
165,2021-11-04,苹果产业链“闹饥荒”，蓝思科技豪掷10亿“跨界”光伏寻找新机遇,21世纪经济报道
166,2021-11-04,蓝思科技：拟3亿元-5亿元回购股份 回购价格上限30元/股,财联社
167,2021-11-04,蓝思科技：拟回购不低于3亿元且不超过5亿元公司股份,每日经济新闻
168,2021-11-04,10亿！蓝思科技设立全资子公司，进军光伏产业！,北极星电力
169,2021-11-04,蓝思科技成立光伏业务子公司 创造新的中长期增长点,上证报
170,2021-11-04,蓝思科技践行“双碳”目标 新设子公司进军光伏领域,每经网
171,2021-11-04,进军新能源光伏产业，蓝思科技寻求新的业务助力点,资本邦
172,2021-11-04,股市动态 | 财经早资讯：蓝思科技设立光伏子公司；安集科技再遭大基金减持 减持股份,财经网
173,2021-11-03,打造第三条大赛道 蓝思科技进军光伏业务,财联社
174,2021-11-03,晚间要闻2021年11月3日星期三,Wind
175,2021-11-03,蓝思科技进军光伏领域，业务边界不断扩张,和讯
176,2021-11-03,蓝思科技设立子公司拓展光伏业务，未来发展再添新动力,新浪
177,2021-11-03,21硬核投研丨从消费电子转道新能源汽车，果链龙头如何讲好新故事？,21世纪经济报道
178,2021-11-03,蓝思科技(300433.SZ)设子公司蓝思新能源 加快能源结构向可再生能源转型,智通财经
179,2021-11-03,蓝思科技：拟注资10亿元设立光伏业务子公司,36氪
180,2021-11-03,蓝思科技拟设立子公司 涉及光伏设备、玻璃等开发销售,中华网
181,2021-11-03,蓝思科技：拟设立光伏业务子公司 已得到行业客户认可,e公司
182,2021-11-03,蓝思科技：拟设子公司 从事光伏玻璃及光伏发电等业务,财联社
183,2021-11-03,蓝思科技：拟设子公司，从事光伏玻璃及光伏发电等业务,Wind
184,2021-11-03,三季度财报逆势成长工业富联业绩持续稳增的背后逻辑,挖贝网
185,2021-11-03,新能源汽车大发展的今天 看蓝思科技的“变”与“不变”,e公司
186,2021-11-03,Q3利润缩水超三成！蓝思科技股价腰斩还有什么隐情？ 盈利能力下降,投资时报
187,2021-11-02,蓝思科技引领消费电子板块上涨，金属结构件业务高效推进,投资家
188,2021-11-01,晶盛机电(300316)：盈利能力亮眼 在手订单创新高,新浪
189,2021-11-01,蓝思科技：相信在明年公司的业务和数据上面能够看到一些成果,Wind
190,2021-10-31,蓝思科技：前三季度实现净利32.97亿元 拟回购公司股票,中证网
191,2021-10-31,蓝思科技：估值处于历史低位的行业龙头,凤凰网
192,2021-10-31,蓝思科技前三季度营收高增长，业务布局完善长效发展可期,投资家
193,2021-10-30,创业板12年成绩单亮了！总市值突破13万亿,Wind
194,2021-10-30,七成公司净利同比增长，三季报成绩亮眼,Wind
195,2021-10-30,机构三季度持股趋分散，大资金偏爱钢铁和有色,Wind
196,2021-10-29,苹果第四财季大赚千亿，果链却“没有喝到汤”，有企业净利润下滑99% 专家称或与iPhone 13创新乏力相关 盈利能力下降,时代财经
197,2021-10-29,QFII投资路径曝光：布局龙头，青睐科技+成长,Wind
198,2021-10-29,财信证券：给予蓝思科技买入评级，目标价位32.16元,证券之星
199,2021-10-29,财信证券维持蓝思科技推荐评级：三季度不及预期，静待需求回暖,每日经济新闻
200,2021-10-28,三季度净利同比下滑逾25%，立讯精密股价腰斩后现企稳迹象,第一财经
201,2021-10-28,2600亿果链龙头业绩大幅下滑、VR公司业绩增六成,Wind
202,2021-10-28,科技类核心资产的二维筛选思路,第一财经
203,2021-10-27,QFII最新动向！这只“新宠”大牛股，年内涨超两倍,Wind
204,2021-10-27,A股共发生103宗大宗交易成交17.39亿元（10月27日）,Wind
205,2021-10-27,蓝思科技今日大宗交易成交153.20万股，成交价19.77元溢价0.0%,Wind
206,2021-10-27,"蓝思科技现1笔大宗交易 共成交3,028.76万元",新浪
207,2021-10-27,太平洋维持蓝思科技买入评级：费用增长与行业负周期带来成长逆风，新业务线与新兴领域布局是来年成长曙光,每日经济新闻
208,2021-10-27,【行情】消费电子板块持续走低，长盈精密跌超10%，大富科技、雷柏科技、云海金属、美迪凯、蓝思科技、维科技术、南极光等跌超5%,金十数据
209,2021-10-27,蓝思科技抛出回购计划，股价闻声大涨,投资家
210,2021-10-27,A股融资融券日报：两融余额增加17.51亿元（10月26日）,Wind
211,2021-10-27,东南亚订单回流，代工巨头称中国厂区“一天未停”,Wind
212,2021-10-26,消费旺季A股苹果产业链公司第三季度业绩普遍下滑，好日子在后头？ 盈利能力下降,21经济网
213,2021-10-26,"蓝思科技现1笔大宗交易 共成交2,457.00万元",新浪
214,2021-10-26,蓝思科技今日大宗交易成交117万股，成交价21.0元溢价0.0%,Wind
215,2021-10-26,回购、增持潮频现，强护盘模式开启,Wind
216,2021-10-26,消费电子底部强势崛起 白马Q3业绩环比大增 估值修复契机来了？,财联社
217,2021-10-26,回购计划刺激蓝思科技午后拉升 Q3净利润下滑近4% 盈利能力下降,金融界
218,2021-10-26,蓝思科技三季报净利下降3.94%，研发费用创新高 盈利能力下降,阿尔法工场
219,2021-10-26,业绩下滑宣布回购 蓝思科技(300433.SZ)底部拉升涨近8% 盈利能力下降,格隆汇
220,2021-10-26,业绩不够回购来凑 蓝思科技低开高走大涨8%,第一财经
221,2021-10-26,消费电子概念发力上扬 信维通信、东山精密等大涨,证券时报网
222,2021-10-26,苹果概念板块连续拉升，领益智造涨停直播,Wind
223,2021-10-26,蓝思科技三季度净利下滑35% 拟以不超5亿元回购股份 盈利能力下降,TechWeb
224,2021-10-26,蓝思科技公布三季报 净利润同比下滑超三成 盈利能力下降,电缆网
225,2021-10-26,犀牛早讯：中青宝收关注函 众兴菌业第三季净亏6153.6万,GPLP犀牛财经
226,2021-10-25,蓝思科技：三季度实现净利9.89亿元 同比下滑超三成 盈利能力下降,中证网
227,2021-10-25,蓝思科技(300433.SZ)前三季度归母净利润同比减少3.94%至32.97亿元 盈利能力下降,智通财经
228,2021-10-25,蓝思科技公布三季报 前三季净利减少3.94% 盈利能力下降,新浪
229,2021-10-25,蓝思科技(300433.SZ)：第三季度实现营收125.35亿元 同比增长19.21%,格隆汇
230,2021-10-25,蓝思科技：Q3净利同比下降34.97%至9.89亿元，拟回购3亿-5亿元股份 盈利能力下降,金融界
231,2021-10-25,蓝思科技拟斥资3亿至5亿元回购股份,上证报
232,2021-10-25,公告精选：蓝思科技拟3亿至5亿元回购股份；紫光国微第三季度遭高毅减持,e公司
233,2021-10-25,公告精选：蓝思科技拟3亿至5亿元回购股份；大族激光第三季度获睿远成长增持,e公司
234,2021-10-25,【晚间公告抢先看】双良节能子公司签订144.27亿元硅片采购合同、紫光国微第三季度净利润同比增105.87%,金融界
235,2021-10-25,果链龙头三季净利降35%，北上资金逆势加仓，年内市值蒸发超千亿 盈利能力下降,AI财经社
236,2021-10-25,图解蓝思科技三季报：第三季度单季净利润同比减34.97% 盈利能力下降,证券之星
237,2021-10-25,蓝思科技：第三季度净利同比下降34.97% 拟3亿元-5亿元回购股份 盈利能力下降,财联社
238,2021-10-25,蓝思科技：前三季度净利润32.97亿元，同比下降3.94% 盈利能力下降,证券时报网
239,2021-10-25,蓝思科技：拟3亿元至5亿元回购股份,Wind
240,2021-10-25,蓝思科技：前三季度净利润同比减少3.94% 盈利能力下降,Wind
241,2021-10-25,蓝思科技：第三季度净利润9.89亿元，同比下降34.97% 盈利能力下降,Wind
242,2021-10-24,A股周一见 | A股市场新主线浮现？机构：低位价值行情确立,第一财经
243,2021-10-22,业绩优秀却股价浮沉，被低估的蓝思科技价值几何,投资家
244,2021-10-22,蓝思科技：目前泰州园区正常生产、运营,Wind
245,2021-10-22,蓝思科技以科技创新为底层逻辑 造就垂直整合龙头地位,凤凰网
246,2021-10-22,前瞻布局高景气赛道，新能源汽车业务打造蓝思科技第二增长极,投资家
247,2021-10-22,网传公司被踢出苹果手机供应商？蓝思科技回应：此为虚假信息，是谣言,每日经济新闻
248,2021-10-22,蓝思科技：公司《2021年第三季度报告》将于10月26日发布,每日经济新闻
249,2021-10-21,蓝思科技：目前泰州园区正常生产、运营，且根据供电情况灵活调整生产安排，限电不会对生产经营活动产生重大影响,每日经济新闻
250,2021-10-21,蓝思科技：公司生产经营活动目前正常开展，未受到重大影响,每日经济新闻
251,2021-10-21,蓝思科技：泰州园区目前主要聚焦消费电子领域各项业务，与汽车相关的产品主要在公司湖南园区及越南园区生产,每日经济新闻
252,2021-10-21,蓝思科技：目前公司各产线产能都在有序、合理、高效运作中，全力满足消费电子和新能源汽车领域各核心产品的交付需求,每日经济新闻
253,2021-10-21,A股融资融券日报：两融余额增加49.12亿元（10月20日）,Wind
254,2021-10-21,苹果新品相继发布，消费电子反弹在即,金融界
255,2021-10-21,蓝思科技：公司2021年第三季度报告预约披露时间为2021年10月26日,每日经济新闻
256,2021-10-20,蓝思科技大宗交易成交3162.60万元,证券时报网
257,2021-10-20,"蓝思科技现1笔大宗交易 共成交3,162.60万元",新浪
258,2021-10-20,年内定增募资排行榜：5家公司募资超百亿元,证券时报网
259,2021-10-20,蓝思科技今日大宗交易成交157.50万股，成交价20.08元溢价0.0%,Wind
260,2021-10-20,A股融资融券日报：两融余额增加48.77亿元（10月19日）,Wind
261,2021-10-20,54股获券商买入评级，紫金矿业目标涨幅达72.88%,Wind
262,2021-10-19,东方证券给予蓝思科技买入评级：垂直整合持续推进，新业务前景广阔，目标价28.80元,每日经济新闻
263,2021-10-19,东方证券：给予蓝思科技买入评级，目标价位28.8元,证券之星
264,2021-10-19,电子玻璃行业深度研究报告：电子玻璃国产替代正当时,新浪
265,2021-10-19,A股融资融券日报：两融余额增加74.53亿元（10月18日）,Wind
266,2021-10-18,蓝思科技大宗交易成交2285.10万元，卖方为机构专用席位,证券时报
267,2021-10-18,蓝思科技今日大宗交易成交113.80万股，成交价20.08元溢价0.0%,Wind
268,2021-10-18,科技硬件周报：半导体景气周期延续,新浪
269,2021-10-15,电子行业2021年四季度投资策略：消费电子环比改善 布局低估值龙头半导体持续关注国产替代,新浪
270,2021-10-15,晶盛机电(300316)：收入确认有所加速 三季度业绩超预期,新浪
271,2021-10-15,晶盛机电(300316)点评：业绩超预期 在手订单饱满,国金证券股份有限公司
272,2021-10-15,晶盛机电(300316)：三季报业绩超预期；订单高增、业绩提速-浙商机械,新浪
273,2021-10-15,蓝思科技大宗交易成交28.90万股 成交额593.32万元,证券时报
274,2021-10-14,蓝思科技现1笔大宗交易 共成交593.32万元,新浪
275,2021-10-14,蓝思科技今日大宗交易成交28.90万股，成交价20.53元溢价0.0%,Wind
276,2021-10-12,蓝思科技抢占技术核心 领跑VR及汽车玻璃新领域,凤凰网
277,2021-10-11,电子：限电影响持续发酵 果链9月出货成长动力强劲,新浪
278,2021-10-11,"新能源车产销持续创新高,蓝思科技新能源车业务未来可期",凤凰网
279,2021-10-10,蓝思科技汽车玻璃的进阶之路,凤凰网
280,2021-10-08,蓝思科技：已布局AR/VR终端产品领域，公司盈利情况乐观,C114通信网
281,2021-10-08,蓝思科技：公司电子烟业务一直在持续有序地推进中,每日经济新闻
282,2021-10-08,蓝思科技：泰州园区生产经营一切正常开展，产能、订单充足，没有出现限电限产情况,每日经济新闻
283,2021-10-08,蓝思科技：公司在VR领域已有产品和客户布局,Wind
284,2021-10-08,蓝思科技：客户产品价格降低不代表公司供应的产品价格下滑,e公司
285,2021-10-08,蓝思科技：不涉及人造钻石业务,每日经济新闻
286,2021-10-08,蓝思科技：公司泰州园区没有限产限电,每日经济新闻
287,2021-10-07,蓝思科技：新能源汽车业务初长成,第一财经
288,2021-10-07,消费级VR产品爆发前夜，蓝思科技提前布局领先优势突出,投资家
289,2021-09-30,电子行业重大事项点评：限电限产政策对电子行业当前影响简析,新浪
290,2021-09-30,聚焦真成长！行业低谷仍稳中有升，把握蓝思科技等优质个股机会,e公司
291,2021-09-30,估值合理成长性强的蓝思科技遭错杀 股价超跌提供布局机会,凤凰网
292,2021-09-30,今年前三季A股定增出现“量增价减”,Wind
293,2021-09-29,蓝思科技：泰州园区没限电，湖南片区按政府安排组织生产经营,澎湃新闻
294,2021-09-29,果链股价下跌！这些公司紧急澄清,Wind
