,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
70,2021-10-25,宋城演艺：今年前三季度营收10.16亿元，净利同比增长223.38%,环球旅讯
71,2021-10-25,国信证券：中长期社服板块中推荐海底捞等龙头,Wind
72,2021-10-25,【华创商社】宋城演艺（300144）2021年三季报点评：疫情反复，精细运营,华创悦享现代生活
73,2021-10-25,宋城演艺(300144)：疫情反复导致多景区闭园 业绩恢复受阻,新浪
74,2021-10-24,【国信社服|三季报点评】宋城演艺：三季度盈利好于预期，费控及花房表现出色,光仔看消费
75,2021-10-23,Wind风控日报2021年10月23日星期六,Wind
76,2021-10-22,宋城演艺：2021年第三季度净利润5419.6万元 同比下降42.29％ 盈利能力下降,北京商报
77,2021-10-22,宋城演艺公布三季报 前三季净利增加223.38%,新浪
78,2021-10-22,宋城演艺：前三季度净利润4.33亿元，同比增长223.38%,中证网
79,2021-10-22,花椒母公司冲刺港股：年营收37亿 周鸿祎要再敲钟,36氪
80,2021-10-22,图解宋城演艺三季报：第三季度单季净利润同比减42.29% 盈利能力下降,证券之星
81,2021-10-22,宋城演艺(300144.SZ)前三季度归母净利同比增223.38%至4.33亿元,智通财经
82,2021-10-22,宋城演艺(300144.SZ)：第三季度净利降42.29%至5419.63万元 盈利能力下降,格隆汇
83,2021-10-22,宋城演艺：第三季度净利5420万元 同比下降42.29% 盈利能力下降,e公司
84,2021-10-22,宋城演艺：第三季度净利5420万元 同比下降42% 盈利能力下降,财联社
85,2021-10-22,宋城演艺：前三季度净利润同比增长223.38%,Wind
86,2021-10-22,行业动态|国际主题乐园加速抢滩中国市场 本土品牌如何突围？,证券之星
87,2021-10-20,【行情】景点及旅游板块走弱，宋城演艺跌近6%，九华旅游、凯撒旅业、桂林旅游跟跌,金十数据
88,2021-10-19,餐饮旅游行业周报：建议关注成长逻辑清晰的标的公司 把握中长期配置机会,新浪
89,2021-10-19,宋城演艺：珠海项目正在建设中,每日经济新闻
90,2021-10-18,策略周报：“类滞涨”环境下的投资选择,西南证券
91,2021-10-17,社会服务行业：疫情扰动 三季度表现平淡,新浪
92,2021-10-14,至暗时刻已过，吸收合并加快，机场旅游大爆发,Wind
93,2021-10-14,中银证券：给予宋城演艺买入评级,证券之星
94,2021-10-14,白酒医药突发跳水！新能源大爆发，狂掀涨停潮,Wind
95,2021-10-13,深度*行业*旅游景区行业深度报告：内外兼修 多元创新,新浪
96,2021-10-09,十一点评暨三季报前瞻：十一恢复平稳但海南免税超预期 三季报波澜不惊,新浪
97,2021-10-08,旅游综合：国庆假期国内旅游稳步恢复 免税表现靓丽,新浪
98,2021-10-08,国庆假期数据点评：旅游出行尚处恢复期 周边游仍为主旋律,新浪
99,2021-10-08,煤炭电力股大跌：千亿巨头闪崩跌停！大蓝筹崛起,Wind
100,2021-10-08,社会服务双周报第16期：国庆长假客流恢复7成 蜜雪冰城拟A股上市,新浪
101,2021-10-08,休闲服务行业2021国庆黄金周数据点评：休闲需求略显疲软 离岛免税表现亮眼,新浪
102,2021-10-07,【国信社服|10月策略】沿着业绩确定性方向精选龙头，最悲观时刻已过,光仔看消费
103,2021-10-03,黄金周旅游哪里热？大数据里有答案，国庆旅游出现“新常态”，这类股或受提振，节后要爆发？,新浪
104,2021-09-29,社会服务行业2021年四季度投资策略：旅游市场曲折中复苏 把握阶段行情+投资热点,新浪
105,2021-09-28,宋城演艺：《上海市建设国际消费中心城市实施方案》对上海宋城是很大的政策利好,证券之星
106,2021-09-28,宋城演艺：9月27日融资融券余额较前一日增加1163.39万元至8.5亿元,乐居财经
107,2021-09-28,东吴证券：维持宋城演艺“增持”评级，演艺主业逐渐复苏,乐居财经
108,2021-09-27,餐饮旅游行业周报：行业复苏趋势不改 关注可选消费布局机会,新浪
109,2021-09-27,休闲服务行业周报：假期旅游消费强劲,新浪
110,2021-09-25,5年6倍，我的四点感悟,雪球
111,2021-09-23,传媒行业一周观点：元宇宙概念催化相关个股 监管政策持续落地 东财等三季报可期,新浪
112,2021-09-22,餐饮旅游：中秋假期周边短途游火爆 商务部要求贯彻落实商务领域促消费工作,新浪
113,2021-09-22,互联网传媒行业周报：8月手游市场同比环比双增 多家国产动画公司计划IPO,新浪
114,2021-09-22,休闲服务行业周报：关注国内短期散点疫情扰动,新浪
115,2021-09-22,东莞证券：小假期旅游消费逐渐火热，周边游趋势明显,Wind
116,2021-09-15,餐饮旅游行业周报：服务消费反弹明显 持续关注双节行情,新浪
117,2021-09-13,千亿芯片巨头闪崩，煤炭ETF狂飙99%，元宇宙又火了,Wind
118,2021-09-13,房地产行业周报：第二批集中供地降温 广宇发展进军新能源,西南证券
119,2021-09-11,长假将至，这个板块提前“躁动”，连比尔·盖茨都在加码！,Wind
120,2021-09-10,双节来临，“假日经济”给投资者送福利,Wind
121,2021-09-10,东吴证券：维持宋城演艺(300144.SZ)“增持”评级 演艺主业逐渐复苏,智通财经
122,2021-09-10,社会服务行业中报总结：上半年板块逐季复苏明显 疫后子赛道差异大,新浪
123,2021-09-10,东吴证券维持宋城演艺增持评级，2021半年报点评：疫情扰动主业复苏，持续沉淀演艺王国,每日经济新闻
124,2021-09-09,深度*行业*休闲服务行业2021年中报综述及后续投资展望：免税景气依旧 旅游韧性犹存,新浪
125,2021-09-08,宋城演艺：现实再骨感，理想也要很丰满,深水财经社
126,2021-09-08,旅游酒店及餐饮行业动态：社服板块表现亮眼 关注中秋国庆假期效应的预期,新浪
127,2021-09-06,社会服务2021年9月投资策略：板块短期情绪转好 红九月行情可期,新浪
128,2021-09-01,八部门合推文创产品开发 IMS网络互联互通开始改造丨明日主题前瞻,第一财经
129,2021-08-31,宋城演艺(300144)：疫情反复打断暑期旺季;积极调整适应变局,新浪
130,2021-08-31,27股获券商买入评级 金科股份目标涨幅达120.65%,Wind
131,2021-08-30,宋城演艺上半年盈利3.78亿 演艺收入已恢复7成 董事长也辞职专心搞创作？ 董监高成员变化,每日经济新闻
132,2021-08-30,【东兴商社|旅游】宋城演艺：短期疫情影响仍在，持续推进演艺王国探索,微信
133,2021-08-30,西部证券维持宋城演艺买入评级，2021年中报点评：疫情反复影响经营恢复，项目储备充沛支撑长期成长,每日经济新闻
134,2021-08-29,宋城演艺：中信保诚基金、弘毅远方基金等188家机构于8月27日调研我司,证券之星
135,2021-08-29,国信证券维持宋城演艺买入评级，2021年中报点评：上半年经营符合预期公司积极应对疫情后时代,每日经济新闻
136,2021-08-29,宋城演艺(300144)：业绩仍受疫情影响 持续打造演艺王国,西南证券
137,2021-08-29,宋城演艺(300144)：演艺主业收入恢复至2019年同期71% 修炼内功静待复苏,新浪
138,2021-08-28,万联证券维持宋城演艺增持评级，2021年中报业绩点评报告：疫情不挡升级向好步伐，修炼内功扩大龙头优势,每日经济新闻
139,2021-08-28,东莞证券维持宋城演艺推荐评级，2021年半年报点评：加快内容建设助力转型，短期疫情仍有扰动,每日经济新闻
140,2021-08-27,【万联消费 | 宋城演艺】中报点评：疫情不挡升级向好步伐，修炼内功扩大龙头优势,万联证券研究所
141,2021-08-27,宋城演艺董事长黄巧灵辞职 张娴或接任 董监高成员变化,中国经济网
142,2021-08-27,宋城演艺(300144)：21Q2业绩符合预期 演艺公园模式多点开发、持续推进,新浪
143,2021-08-27,宋城演艺：上半年营收约7.35亿元，净利同比增849.43%,环球旅讯
144,2021-08-27,半年报解读|宋城演艺：H1净利3.78亿 恢复至2019年同期7成,财联社
145,2021-08-26,宋城演艺2021年上半年实现净利润3.78亿元，同比大幅增长1175.62%,经济观察网
146,2021-08-26,宋城演艺半年报：上半年净利3.78亿元 同比增849%,财联社
147,2021-08-26,宋城演艺(300144.SZ)半年度净利润3.78亿元 同比增长849.43%,格隆汇
148,2021-08-26,宋城演艺上半年营收7.34亿元 比去年同期增长159.66%,观点地产网
149,2021-08-26,宋城演艺(300144.SZ)选举张娴担任董事长 聘任商玲霞担任总裁,智通财经
150,2021-08-26,宋城演艺(300144.SZ)上半年归母净利润同比增849%至3.78亿元,智通财经
151,2021-08-26,宋城演艺公布半年报 上半年净利增加849.43%,新浪
152,2021-08-26,宋城演艺：2021年半年度净利润约3.78亿元，同比增加849.43%,每日经济新闻
153,2021-08-26,宋城演艺：总裁、董事长辞职,Wind
154,2021-08-26,宋城演艺：上半年净利润同比增长849.43%,Wind
155,2021-08-24,传媒行业：7月手游市场同比增长6.6% 818好物节第二年各项数据显着增长,新浪
156,2021-08-23,休闲服务行业周报：疫情致7月社零增速回落 不改长期复苏格局,国海证券
157,2021-08-23,传媒行业一周观点：头部公司业绩符合预期 股价承压受监管及情绪影响,新浪
158,2021-08-23,【国信社服|双周报13期】暑期行情姗姗来迟 北上资金边际偏好分化,光仔看消费
159,2021-08-22,德邦证券首予宋城演艺买入评级：行稳方致千里远，演艺帝国再起航,每日经济新闻
160,2021-08-17,宋城演艺股价涨5.5% 现报13.92元,乐居财经
161,2021-08-16,房地产行业周报：供地规则有望重构 住建部发布“限拆令”,西南证券
162,2021-08-16,原本就8成项目在亏损，2021的旅游演艺有多难？ 亏损,企查查
163,2021-08-14,上市公司正负面新闻2021年8月14日星期六,Wind
164,2021-08-13,晚间重要公告2021年8月13日星期五,Wind
165,2021-08-13,宋城演艺：高级管理人员亲属短线交易公司股票，买入并卖出2000股,Wind
166,2021-08-13,宋城演艺(300144.SZ)副总裁郑琪亲属短线交易并致歉,智通财经
167,2021-08-11,宋城演艺：珠海项目已初步完成整体规划设计并已开工建设,每日经济新闻
168,2021-08-11,宋城演艺：受疫情阶段性爆发影响，公司旗下部分项目暂时停业，影响公司经营性现金流 经营问题,每日经济新闻
169,2021-08-11,宋城演艺：西塘项目由于二期土地前期工作尚在推进过程中，所以暂时未定开业时间,每日经济新闻
170,2021-08-11,宋城演艺：暑期旺季受到暴雨、台风及疫情等不可抗力的影响，确实对公司甚至所处行业经营业绩产生较大干扰 自然灾害,每日经济新闻
171,2021-08-11,宋城演艺：宋城景区内的商铺属于上市公司,每日经济新闻
172,2021-08-11,宋城演艺：目前上海宋城正常营业；杭州宋城正常开放，《宋城千古情》（室内版）暂时停演，公司将在近期推出室外版《宋城千古情》,每日经济新闻
173,2021-08-11,宋城演艺：目前公司旗下部分项目由于疫情防控原因暂时闭园,Wind
174,2021-08-11,宋城演艺：目前公司现金储备仍较为充足,Wind
175,2021-08-09,宋城演艺收报13.33元涨5.8% 总市值348.5亿元,乐居财经
176,2021-08-09,宋城演艺股价涨5.5% 现报13.29元,乐居财经
177,2021-08-05,休闲服务行业简评：近期疫情对旅游业影响点评,新浪
178,2021-08-04,张家界魅力湘西被推上风口浪尖，旅游演艺未来何去何从？,环球旅讯
179,2021-08-02,休闲服务行业周报：旅游业上半年有所复苏 但疫情抬头致短期再承压,国海证券
180,2021-08-02,互联网传媒行业周报：“双减”政策持续发酵 上半年游戏市场维持正增长,新浪
181,2021-08-02,社会服务行业周报：疫情叠加极端天气影响暑期旅游景气 建议短期关注线上娱乐、电商等板块,新浪
182,2021-08-02,社会服务行业2021年8月投资策略：短期兼顾疫情和中报 调整带来中线布局机会,新浪
183,2021-07-30,高位回撤43%，宋城演艺到底行不行,格隆汇
184,2021-07-30,张家界关闭所有景区景点，相关上市旅游公司股价持续下跌 经营问题,新京报
185,2021-07-30,【行情】旅游酒店板块持续走弱，西藏旅游跌超7%，中国中免、西安旅游、宋城演艺、首旅酒店跟跌，南京疫情传播链已经波及多个省市，多地建议暂缓出省旅游,金十数据
186,2021-07-29,社会服务行业旅游行业跟踪点评：多地散点疫情引发关注 扰动暑期旅游景气,新浪
187,2021-07-29,宋城演艺：魅力湘西演出与公司无关,每日经济新闻
188,2021-07-29,17家上市旅企发布半年报预告，大连圣亚卖企鹅还债,36氪
189,2021-07-28,"宋城演艺：因极端天气原因上海及杭州项目于7月25、26日闭园暂停运营，现已正常开业运营，新郑项目预计将于7月31日恢复运营
项目问题",每日经济新闻
190,2021-07-28,张家界通报：这2000人都是高风险！德尔塔病毒载量为原始毒株1260倍！疫苗还管用吗？院士回应,21世纪经济报道
191,2021-07-28,4名游客感染，张家界传播链跨越三省，一场演出“打趴下”两家上市公司,21世纪经济报道
192,2021-07-28,这场演出4名观众感染 致张家界、宋城演艺突然暴跌 连续下跌,e公司
193,2021-07-28,高风险！这场演出有4名观众感染 对应A股突然重挫,中国基金报
194,2021-07-28,宋城演艺：黄帝千古情项目预计7月31日恢复运营,Wind
195,2021-07-28,宋城演艺：目前公司旗下有两个VR项目已正式投入运营,Wind
196,2021-07-26,商社行业：教培行业“最强”监管落地 K12培训受重创,新浪
197,2021-07-26,社会服务行业21Q2公募持仓分析：Q2行业持仓下降但维持超配 人服、OTA龙头获增持,广发证券
198,2021-07-26,休闲服务行业周报：“双减”政策靴子落地 一个时代的终结,新浪
199,2021-07-26,【行情】景点及旅游板块午后持续走弱，天目湖跌近7%，中国中免、宋城演艺、西藏旅游跟跌,金十数据
200,2021-07-26,社服行业周报：“双减”政策正式落地，疫情灾情扰动暑期情绪,国信研究
201,2021-07-24,社会服务行业：旅游复苏节奏出现阶段性放缓 高成长性标的受追捧,新浪
202,2021-07-22,餐饮旅游行业：可选消费景气向上 关注旺季旅游行情,新浪
203,2021-07-22,基金顶流压轴出场！仓位新低、重仓换血，未来咋走？,Wind
204,2021-07-21,【异动股】在线旅游板块下挫，宋城演艺(300144.CN)跌4.76%,财华社
205,2021-07-20,休闲服务周报：中报预告景区仍受疫情影响待暑期旺季 喜茶完成5亿美元D轮融资,新浪
206,2021-07-16,互联网传媒行业周报：手游出海头部产品表现突出 电视剧供给端加速出清,新浪
207,2021-07-13,房地产行业周报：全面降准释放万亿资金 物管行业加速整合,西南证券
208,2021-07-12,社会服务行业周报：疫情负面影响缓解 暑期国内旅游景气度稳步提升,新浪
209,2021-07-08,宋城演艺：上海项目室内外座位合计万余个，其中上演《上海千古情》的1号剧院座位数约3000座,每日经济新闻
210,2021-07-08,宋城演艺：公司多元化的演艺内容正在持续上新中,每日经济新闻
211,2021-07-08,宋城演艺：佛山项目预计2022年上半年推出,Wind
212,2021-07-08,宋城演艺：西安项目为合作投资模式,Wind
213,2021-07-07,社会服务行业2021年中报前瞻-景气保持恢复 疫情局部扰动,新浪
214,2021-07-06,休闲服务周报：奈雪的茶正式挂牌上市 疫情控制后暑期旅游旺季促客流修复,新浪
215,2021-07-05,商社行业：暑期拉开帷幕 出行需求旺盛带动预订数据高增,新浪
216,2021-07-05,消费行业周报：中免递交H股上市申请材料 锦江收购铂涛剩余股权,新浪
217,2021-07-01,【东北轻工唐凯】宋城演艺（300144）深度报告：后疫情时代演艺重启，业绩释放未来可期,东北证券研究所
218,2021-06-30,万联证券首予宋城演艺增持评级，首次覆盖：积跬步才能至千里，演艺帝国冉冉升起,每日经济新闻
219,2021-06-30,【万联消费| 宋城演艺】首次覆盖：积跬步才能至千里，演艺帝国冉冉升起,万联证券研究所
220,2021-06-30,东北证券：宋城演艺（300144.SZ）国内演艺龙头，业绩释放未来可期，维持“买入”评级,智通财经
221,2021-06-29,社会服务行业2021年7月投资策略：局部疫情影响有限 关注暑期旺季及中报表现,新浪
222,2021-06-29,社服双周报09期：校外教培监管司设立 新消费龙头IPO获追捧,国信研究
223,2021-06-28,北向资金今日净卖出40.55亿元，中远海控、宁德时代净卖出额居前,Wind
224,2021-06-28,商贸零售行业动态分析：社服零售中报业绩前瞻：重点把握医美美妆龙头业绩高增行情,新浪
225,2021-06-27,【东兴大消费】周观点：关注消费者迭代带来的新赛道和新品牌,微信
226,2021-06-25,宋城演艺：端午假期，公司旗下11大景区游客人数及收入恢复约为疫情前的85%,每日经济新闻
227,2021-06-25,宋城演艺：2021年截至5月27日千古情共上演3200多场,每日经济新闻
228,2021-06-24,14股归属净利涨幅翻倍 *ST跨境等个股业绩掉队,北京商报
229,2021-06-24,2021下半年投资策略展望｜中信建投晨会&好声音,中信建投证券研究
230,2021-06-23,休闲服务2021年中期投资策略报告：高景气需求带动供给增效 疫情后把握长期价值,新浪
231,2021-06-23,那些网红经济概念股还好吗？水羊股份利润翻10倍新文化等个股掉队,北京商报
232,2021-06-23,休闲服务周报：5月全国酒店REVPAR修复持续向好 关注国内疫情短期影响,新浪
233,2021-06-23,休闲服务行业2021下半年投资策略：短期看复苏 长期看增长,新浪
234,2021-06-22,宋城演艺计划拿15亿买理财和股票、却有2.82亿借款 这是怎么回事？,新浪
235,2021-06-22,【社服-刘文正】2021年社会服务行业中期策略：蛰伏蓄力迎消费变迁，龙头复苏成长并举,安信证券研究
236,2021-06-22,安信研究|晨会在线20210622,安信证券研究
237,2021-06-21,宋城演艺(300144.SZ)：拟继续使用不超15亿元闲置自有资金进行证券及理财产品投资,格隆汇
238,2021-06-21,【东兴大消费】周观点：5月社零总额同比增长12.4%，消费复苏确定性延续,微信
239,2021-06-21,房地产行业周报：地产销售投资热度回落 公募REITS上市在即,西南证券
240,2021-06-21,社会服务行业周报：国内旅游业复苏曲折向上,新浪
241,2021-06-18,消费市场迎新格局，滞涨、绩优细分龙头名单奉上,Wind
242,2021-06-17,锂电池概念股龙头股票 锂电池概念反弹走高,至诚财经
243,2021-06-17,【机会挖掘】上海发布旅游发展“新12条” 机构看好下半年旅游业复苏行情,证券时报网
244,2021-06-16,休闲服务周报：海南自贸港法通过 疫情反复下端午旅游较五一恢复变弱,新浪
245,2021-06-16,社会服务行业周报：旅游景气度节节攀升 医美监管趋严利好头部公司,新浪
246,2021-06-16,国信证券：国内复苏态势不改，局部扰动影响可控，维持社服行业 “超配”评级,证券时报网
247,2021-06-16,社会服务行业2021年端午小长假旅游数据点评：出游人次、旅游收入持续回暖 周边游成3日假期主要趋势,新浪
248,2021-06-15,休闲服务行业事件点评：端午旅游人次稍有承压 但旅游复苏趋势不改,新浪
249,2021-06-15,【国信社服|双周报08期】端午出游基本恢复至疫情前，市场情绪总体平稳,光仔看消费
250,2021-06-11,浙江7万亿板块出30只十倍股，看行业龙头全名单,Wind
251,2021-06-11,中信建投医药&消费团队最新研究观点,中信建投证券研究
252,2021-06-09,宋城演艺(300144)：打造更优运营模式 开拓城市演艺空间,新浪
253,2021-06-09,A股异动 | 宋城演艺(300144.SZ)跌4.52% 连续5日遭北上资金净卖出,格隆汇
254,2021-06-07,房地产行业周报：土地收入划转税务征收 但分配机制不变,西南证券
255,2021-06-07,【东兴大消费】周观点：618大促预售火爆，关注国产品牌和新锐品类,微信
256,2021-06-07,休闲服务行业周报：端午出行预计继续恢复,国海证券
257,2021-06-07,餐饮旅游行业周报：中免5月海南市占率90%+ “太二前传”再探川菜大赛道,新浪
258,2021-06-06,全面落实带薪休假提上日程 文旅公司正制定规划冀望分羹,财联社
259,2021-06-03,“穿衣喝酒”行情浮现！日播时尚、皇台酒业四连板 下一只牛股会是谁？,中金在线
260,2021-06-03,休闲服务2021年中期策略行业策略：把握顺周期行情 精选低估值高成长优质个股,新浪
261,2021-05-31,社会服务行业周报：新人群和新业态驱动新型休闲旅游 短视频入局“618”促销混战,新浪
262,2021-05-31,国信证券社会服务行业6月投资策略：国内复苏态势不改，局部扰动影响可控,证券时报网
263,2021-05-31,【国信社服|6月策略】国内复苏态势不改，局部扰动影响可控,光仔看消费
264,2021-05-30,【国信社服|双周报07期】沪深港龙头标的资金流向分化，K12板块承压,光仔看消费
265,2021-05-30,餐饮旅游行业周报：美团2021Q1经营持续恢复 加码社区团购 新业务亏损有所扩大;华住4月+REVPAR已恢复至19年同期 亏损,新浪
266,2021-05-28,超级风口要来？龙头股爆发，这些股估值低+净利连增,Wind
267,2021-05-28,中信建投医药&消费最新研究观点,中信建投证券研究
268,2021-05-27,4月文旅产业运营发展报告·观点月度指数,新浪
269,2021-05-26,宋城演艺：三亚的团队游客量正在逐步恢复中，散客恢复的速度相对更快,每日经济新闻
270,2021-05-24,宋城演艺(300144.SZ)拟10股派0.5元 6月2日除权除息,智通财经
271,2021-05-24,宋城演艺(300144.SZ)2020年度权益分派10派0.5元 股权登记日为6月1日,格隆汇
272,2021-05-24,餐饮旅游行业：行业复苏情况向好 关注可选消费布局机会,新浪
273,2021-05-24,国信证券：社会服务行业下半年择优配置业绩确定性高的优质龙头,证券时报网
274,2021-05-24,晨会聚焦210524重点关注社会服务、海外银行、传媒、医药、卓胜微,国信研究
275,2021-05-24,社会服务行业2021年中期策略：从终局思维到聚焦业绩逐季验证,国信研究
276,2021-05-23,餐饮旅游：酒店4月环比继续改善 海口国际免税城预计明年6月营业,新浪
277,2021-05-21,文旅部提出培育壮大旅游服务品牌，四主线掘金投资机会丨牛熊眼,第一财经
278,2021-05-21,方正研究 | 2021年下半年宏观展望&六大行业中期策略报告,新浪
279,2021-05-21,中信建投医药&消费最新研究观点,中信建投证券研究
280,2021-05-20,房地产行业周报：龙头房企及央国企优势明显 热门城市土地高烧不退,西南证券
