,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
24,2021-12-20,北向资金今日再度净卖出9.71亿元，药明康德连续4日遭抛售累计出货超30亿,Wind
25,2021-12-18,富时中国指数成分股大调整，外资布局2022年,Wind
26,2021-12-17,北向资金结束连续12日净买入，药明康德遭大幅抛售超10亿元,Wind
27,2021-12-14,北向资金再度扫货超60亿，连续7日抢筹东方财富累计加仓超近61亿元,Wind
28,2021-12-14,19股获券商买入评级，中天科技目标涨幅达58.20%,Wind
29,2021-12-14,恒生电子：2022金融科技趋势研究报告（附下载）,199IT
30,2021-12-10,恒生电子：股东彭政纲减持113万股公司股份 减持股份,每日经济新闻
31,2021-12-10,恒生电子：董事长彭政纲减持112.52万股，减持数量过半 减持股份,Wind
32,2021-12-10,数字货币在港获重大进展，一图看懂产业链格局！,Wind
33,2021-12-08,恒生电子：区块链底层平台HSL 2.0对外开源,中证网
34,2021-12-08,恒生电子执行总裁范径武：数字化转型要最终达到技术赋能业务的层面,中证网
35,2021-12-08,龙头公司布局第二增长曲线　行业数字化及智能化趋势加速,财富动力网
36,2021-12-07,计算机2022年度策略报告：边际变化里藏金子,新浪
37,2021-12-07,恒生电子区块链底层平台HSL 2.0宣布开源，全面降低金融机构区块链开发门槛,凤凰网
38,2021-12-07,10家券商综合账户落地倒计时，多家表态系统改造已完备，加紧灰度测试后上线，功能优化究竟有哪些,财联社
39,2021-12-07,恒生电子集中发布五款新产品 技术持续演进赋能金融数智化,证券日报网
40,2021-12-06,银河证券每日晨报,新浪
41,2021-12-06,天风证券维持恒生电子买入评级：资本市场改革密集催化，前沿产品打开新市场空间,每日经济新闻
42,2021-12-06,天风证券：给予恒生电子买入评级,证券之星
43,2021-12-06,计算机行业　“十四五”规划发布 看好高景气赛道,财富动力网
44,2021-12-05,上海金融科技创新试点启动 区块链技术成果初现丨明日主题前瞻,第一财经
45,2021-12-05,计算机行业研究周报：近期计算机板块反弹的特征与展望,新浪
46,2021-12-05,计算机行业：把握跨年行情 计算机进入最佳配置期,新浪
47,2021-12-05,恒生电子范径武：量化交易业务形态将进一步推进，仍是券商机构业务的最核心抓手,财联社
48,2021-12-05,计算机行业周报：投资机会更多吗？软件“十四五”规划对照与详解！,新浪
49,2021-12-04,计算机行业动态分析：计算机行业“密集回购年”大梳理,新浪
50,2021-12-04,主力探秘：计算机板块估值处在合理位置,财富动力网
51,2021-12-03,纳斯达克交易所上云背后：全球金融科技新浪潮的进击与边界,每日经济新闻
52,2021-12-03,恒生电子宣布发布Light云平台 推出云、数、链三款新品,新浪
53,2021-12-02,跨年行情如何布局？机构普遍看好这三大赛道,Wind
54,2021-12-02,恒生电子：加大银行资金管理系统布局,中证网
55,2021-12-02,恒生电子对外发布Light云平台、LightDB数据库,21世纪经济报道
56,2021-12-02,The subsidiary of Hundsun (600570.SH) announces the acquisition of the Summit business of Finastra,PR Newswire
57,2021-12-02,恒生电子子公司收购Finastra公司Summit业务，加大银行资金管理系统布局,凤凰网
58,2021-12-01,计算机行业2022上半年投资策略：把握数字化发展机遇 关注高景气、具备成长确定性领域,新浪
59,2021-12-01,华泰研究所12月金股推荐,新浪
60,2021-12-01,海通证券：重申恒生电子(600570.SH)“优于大市”评级 合理价值72.08元-84.8元,智通财经
61,2021-12-01,恒生电子发布《2022金融科技趋势研究报告》,Wind
62,2021-12-01,恒生电子发布《2022金融科技趋势研究报告》,中证网
63,2021-12-01,恒生电子执行总裁范径武：数据安全成为金融机构信息安全体系的核心,每日经济新闻
64,2021-12-01,恒生电子发布金融分布式数据库LightDB,e公司
65,2021-12-01,聚焦四大领域 恒生电子“点题”金融科技技术与应用趋势,上证报
66,2021-12-01,卫宁健康(300253)投资价值分析报告：加速产品变革 引领行业突破,新浪
67,2021-12-01,5股获券商买入评级 恒生电子目标涨幅达47.51%,Wind
68,2021-12-01,11月30日31只个股获券商关注，恒生电子目标涨幅达47.51%,每经网
69,2021-11-30,北向资金今日净卖出超34亿元11月累计加仓185亿，贵州茅台连续3日遭抛售,Wind
70,2021-11-30,恒生电子(600570)动态点评：收购SUMMIT加码银行IT 国际化再提速,新浪
71,2021-11-30,数据新时代，一切皆可“云”！天弘沪港深云计算ETF趁势发行,资本邦
72,2021-11-30,国元证券：收购Summit夯实公司竞争力，恒生电子拉开与业内对手差距,财联社
73,2021-11-30,国元证券维持恒生电子买入评级，事件点评：收购 Summit 业务，完善产品线布局,每日经济新闻
74,2021-11-30,国元证券：给予恒生电子买入评级，目标价位86.16元,证券之星
75,2021-11-30,8股获券商买入评级，易德龙目标涨幅达33.53%,Wind
76,2021-11-29,39股获买入评级 最新:八方股份,中财网
77,2021-11-29,29股今日获机构买入评级,证券时报网
78,2021-11-29,恒生电子(600570)：收购SUMMIT剑指资金管理TOP厂商,新浪
79,2021-11-29,中泰证券维持恒生电子买入评级，恒生电子：收购Summit，加码银行资金管理领域,每日经济新闻
80,2021-11-29,恒生电子(600570)：收购SUMMIT中国区业务 引进来战略不断深化,新浪
81,2021-11-29,计算机应用：个人收款码从事经营活动有望得以规范 关注第三方服务商,新浪
82,2021-11-29,天风证券：维持恒生电子(600570.SH)“买入”评级 收购Summit 优质客户有望持续拓宽,智通财经
83,2021-11-29,天风证券维持恒生电子买入评级：资金领域再次掘金，商业模式优异，竞争优势凸显,每日经济新闻
84,2021-11-28,开源证券维持恒生电子买入评级：拟收购 Summit 业务，补充资金市场产品线,每日经济新闻
85,2021-11-27,上市公司正负面新闻2021年11月27日星期六,Wind
86,2021-11-26,晚间重要公告2021年11月26日星期五,Wind
87,2021-11-26,恒生电子：提名余滨为公司第七届董事会董事候选人,每日经济新闻
88,2021-11-26,恒生电子(600570.SH)：拟增资云赢网络6.3亿元 持股将增至98.2835%,格隆汇
89,2021-11-26,恒生电子：控股子公司云赢网络拟6500万美元收购Finastra公司Summit业务,财联社
90,2021-11-26,恒生电子：董事胡喜辞职 董监高成员变化,Wind
91,2021-11-26,恒生电子：公司设有财务共享服务,Wind
92,2021-11-26,国元证券与恒生电子签署数字化战略合作协议,国元证券订阅号
93,2021-11-25,计算机年度策略：从产业变革到投资机会,新浪
94,2021-11-25,计算机行业：关注有合理估值和目标空间支撑的行业驱动,广发证券
95,2021-11-24,计算机行业深度报告：趋势好 估值底 待风起,新浪
96,2021-11-24,首创证券：给予恒生电子买入评级，目标价位81.61元,证券之星
97,2021-11-24,首创证券给予恒生电子买入评级：金融 IT 龙头地位稳固,每日经济新闻
98,2021-11-22,计算机周报：高通拿下宝马智能驾驶定点 医疗IT龙头基本面持续向好,新浪
99,2021-11-22,企业服务领域投融资周报（11月22日-11月28日）：云赢被恒生电子并购,亿欧网
100,2021-11-22,计算机行业周报：阿里云首次季度营收超过200亿元,新浪
101,2021-11-21,计算机行业周报：由特斯拉“付费加速包”谈软件定义汽车,新浪
102,2021-11-21,计算机行业周报：辨明基本面趋势信号、前瞻把握结构性机会,广发证券
103,2021-11-18,A股异动 | 恒生电子跌近5% 董事蒋建圣拟减持公司股份不超过200万股 拟减持股份,格隆汇
104,2021-11-18,上证50指数盘中跌逾1% 恒生电子跌逾3%,上证报
105,2021-11-18,广州期货与恒生电子股份有限公司签署战略合作协议,广州期货
106,2021-11-18,上市公司正负面新闻2021年11月18日星期四,Wind
107,2021-11-17,晚间重要公告2021年11月17日星期三,Wind
108,2021-11-17,恒生电子：董事蒋建圣拟减持公司股份不超过200万股 拟减持股份,Wind
109,2021-11-17,恒生电子：董事蒋建圣拟减持不超过200万股股份 拟减持股份,财联社
110,2021-11-17,广州期货与恒生电子达成战略合作,证券时报网
111,2021-11-17,蜂拥抢筹！这个板块刚被新基金买了2.7亿，头号权重股近期已大涨22%，券商更是高喊还有38%的上涨空间,每日经济新闻
112,2021-11-16,多家A股公司 抢抓北交所开市机遇,中证网
113,2021-11-15,南财脱水研报丨北交所开市，金融IT会否带来板块估值反弹？,21经济网
114,2021-11-15,提供技术支持与保障 恒生电子助力北交所正式开市,上证报
115,2021-11-15,恒生电子：为北交所业务平稳运行提供了相关系统的技术支持与保障,格隆汇
116,2021-11-15,北交所开市交易 恒生电子助力市场稳定运行,中证网
117,2021-11-14,计算机行业周观点：参考3季报 重点把握年底估值切换机会,新浪
118,2021-11-10,北向资金大举出货超百亿连续4日净卖出，房地产产业链持续遭抛售,Wind
119,2021-11-10,恒生电子第三季度亏损约3125万元 董事长拟再次减持 亏损,中国网
120,2021-11-09,金融科技投融资周报(11.1日-11.7日)：53家公司融资139.9亿元，韩国最大电子钱包Kakao Pay上市,零壹财经
121,2021-11-09,A股异动 | 恒生电子跌5% 董事长彭政纲拟减持不超200万股股份 拟减持股份,格隆汇
122,2021-11-09,Wind风控日报2021年11月9日星期二,Wind
123,2021-11-09,上市公司正负面新闻2021年11月9日星期二,Wind
124,2021-11-08,晚间重要公告2021年11月8日星期一,Wind
125,2021-11-08,恒生电子：董事长彭政纲拟减持不超过200万股 拟减持股份,Wind
126,2021-11-08,“元宇宙”大牛股份遭冻结，五大概念股警示风险,Wind
127,2021-11-04,计算机行业2021年三季报总结：2021Q3环比回落 经营性现金流承压 运营能力下降,新浪
128,2021-11-04,恒生电子今日大宗交易成交7.99万股，成交价63.6元溢价0.0%,Wind
129,2021-11-04,浙商证券与恒生电子签署战略合作协议,第一财经
130,2021-11-04,恒生电子(600570)2021三季报点评：龙头地位稳固 Q3业绩加速,新浪
131,2021-11-03,"恒生电子现1笔大宗交易 共成交5,890.00万元",新浪
132,2021-11-03,三季度计算机行业营收增速近20%，这两只龙头获机构增持超1亿股,Wind
133,2021-11-03,农业拉升电新杀跌，强势板块回调市场见底？,Wind
134,2021-11-02,太平洋维持恒生电子买入评级：三季度收入增速表现突出,每日经济新闻
135,2021-11-02,东吴计算机点评【恒生电子2021年三季报点评：收入快速增长，持续受益于金融市场改革创新】,吴声计事
136,2021-11-01,赢时胜最新公告：恒生电子通过大宗交易转让1.24%的股份予其一致行动人,证券之星
137,2021-11-01,万联证券维持恒生电子增持评级，点评报告：Q3 收入高速增长，政改红利静待释放,每日经济新闻
138,2021-11-01,赢时胜：恒生电子累计减持比例达1.24% 减持股份,Wind
139,2021-11-01,赢时胜(300377.SZ)主要股东恒生电子转让1.24%股份予其一致行动人 减持股份,智通财经
140,2021-11-01,赢时胜：恒生电子于2021年10月29日通过大宗交易方式转让部分股份给其一致行动人上海通怡投资管理有限公司，累计转让股份933万股,每日经济新闻
141,2021-11-01,安信证券维持恒生电子买入-A评级：大资管IT业务增势强劲,每日经济新闻
142,2021-11-01,北交所开市两类股有望率先受益，对A股“虹吸效应”可忽略不计,澎湃新闻
143,2021-11-01,【计算机】参考3季报，重点把握年底估值切换机会,金融界
144,2021-10-31,【兴证计算机】计算机行业三季报总结：整体稳健，龙头更优,兴业计算机团队
145,2021-10-30,天风证券维持恒生电子买入评级：营收增速大超预期，利润主要受股份支付及人员增长影响,每日经济新闻
146,2021-10-30,国联证券给予恒生电子增持评级：主营业务平稳增长，业绩符合预期,每日经济新闻
147,2021-10-30,国联证券：给予恒生电子增持评级,证券之星
148,2021-10-30,【浙商|计算机田杰华/邱世梁】恒生电子：Q3营收增速48.72%，核心业务增速亮眼,微信
149,2021-10-29,【华西计算机】恒生电子 | 点评报告：收入超预期，大资管景气昂扬,科技晶选
150,2021-10-29,恒生电子(600570)2021年三季报点评：营收增速超预期 行业持续高景气,新浪
151,2021-10-29,民生证券维持恒生电子推荐评级，恒生电子2021三季报点评：三季度收入表现亮眼，聚焦长期成长,每日经济新闻
152,2021-10-29,恒生电子：收入高速增长，北交所值得期待— —华创计算机王文龙团队,蚊子搞科研
153,2021-10-29,恒生电子(600570)：21Q3收入增速亮眼 优质赛道助力公司成长,新浪
154,2021-10-29,国盛证券：给予恒生电子买入评级,证券之星
155,2021-10-28,恒生电子公布三季报 前三季净利增加60.78%,新浪
156,2021-10-28,图解恒生电子三季报：第三季度单季净利润同比减138.30%,证券之星
157,2021-10-28,恒生电子：2021年第三季度亏损约3125万元,每日经济新闻
158,2021-10-28,恒生电子：提名陈志杰为公司第七届监事会监事候选人,每日经济新闻
159,2021-10-28,恒生电子：第三季度亏损3125万元 同比转亏,财联社
160,2021-10-28,恒生电子：前三季度净利润同比增长60.78%,Wind
161,2021-10-27,恒生电子荣获首届中国可信区块链安全攻防大赛安全创新奖,北国网
162,2021-10-27,张坤、刘彦春重磅发声！2大千亿顶流季报出炉,Wind
163,2021-10-26,"恒生电子现1笔大宗交易 共成交6,000.00万元",新浪
164,2021-10-26,恒生电子今日大宗交易成交100万股，成交价60.0元折价1.4%,Wind
165,2021-10-25,恒生电子：助力银行和产业客户构建数智化核心竞争力,中证网
166,2021-10-25,计算机行业周报：逻辑“双杀”公司开始出现 均衡配置头部与低估值,新浪
167,2021-10-23,计算机行业周报：详解智能制造/机械能否穿越PMI周期？,新浪
168,2021-10-23,海富通基金5只产品年内亏损 权益基金经理同质化操作,新浪
169,2021-10-21,计算机三季报前瞻：需求有望持续稳健,新浪
170,2021-10-20,计算机应用周报：计算机行业三季报前瞻,新浪
171,2021-10-20,恒生电子：多家“跨境理财通”试点银行采用恒生跨境理财通业务方案,Wind
172,2021-10-20,恒生电子：多家“跨境理财通”试点银行采用恒生跨境理财通业务方案,e公司
173,2021-10-19,快讯：恒生电子涨停 报于62.81元,金融界
174,2021-10-19,恒生电子首板,Wind
175,2021-10-17,计算机行业周报：智能驾驶正在发生哪些变化,新浪
176,2021-10-16,计算机行业周报：一图解释信息安全标的审美差异！,新浪
177,2021-10-14,恒生研究院院长白硕：北交所将为市场带来新增量 “核高基”是金融证券领域未来的抓手,每日经济新闻
178,2021-10-11,卓越商企接管恒生电子总部新办公楼 总建面16万平米,观点地产网
179,2021-10-11,卓越商企服务入驻恒生电子总部，华东区域管理面积近1000万平米,乐居财经
180,2021-10-11,计算机应用：继续重点推荐关注鸿蒙产业链相关公司,新浪
181,2021-10-11,顶点软件增收不增利　重要股东连续减持 盈利能力下降,中国经营报
182,2021-10-10,计算机行业周报：从科技巨头入股飞腾看国产基础软硬件生态现状,新浪
183,2021-10-09,计算机应用行业点评：挂钩收入大额罚款开启 互联网治理时代来临,新浪
184,2021-10-08,北向资金今日净卖出25.72亿元，贵州茅台遭大幅净卖出超11亿元,Wind
185,2021-10-08,计算机行业周报：英特尔第12代酷睿ALDER+LAKE桌面处理器即将于本月发布,新浪
186,2021-10-08,北向配置资金左侧布局“冬季躁动”,证券之星
187,2021-10-07,计算机行业：基本面支撑的结构性机会是十月财报季的主流,广发证券
188,2021-09-30,恒生电子股份有限公司 2021年第三季度报告,证券日报
189,2021-09-29,恒生研究院院长白硕：金融科技赋能券商业务是大趋势,中证网
190,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
191,2021-09-28,期货行业信息系统统一测试合作备忘录达成，打通期货业数字化转型发展“最后一公里”,Wind
192,2021-09-28,恒生电子助力信创行业良性发展,中证网
193,2021-09-28,恒生电子范径武：以金融信息技术平台建设推动信创产业良性发展,凤凰网
194,2021-09-27,恒生电子(600570)：发布新产品数智“4+1”平台 切入数据投研环节,新浪
195,2021-09-27,"恒生电子现1笔大宗交易 共成交2,781.26万元",新浪
196,2021-09-27,计算机应用：开源软件正在建设数字中国IT底座 关注主流商业发行版公司,新浪
197,2021-09-27,恒生电子今日大宗交易成交50.55万股，成交价55.02元溢价0.0%,Wind
198,2021-09-26,计算机行业：行业整体缺乏行情支撑 把握结构性个股机会,广发证券
199,2021-09-26,计算机行业动态分析：计算机行业回购潮预示的投资机会,新浪
200,2021-09-26,计算机行业周报：华为欧拉有哪些机会？恒生发投研一体新品！,新浪
201,2021-09-24,恒生电子：预计到2030年金融行业将完成数智化升级,澎湃新闻
202,2021-09-23,晚间重要公告2021年9月23日星期四,Wind
203,2021-09-23,赋能金融行业数智化转型 恒生电子发布四大数据智能新品,上证报
204,2021-09-23,恒生电子(600570.SH)拟转让所持科发富鼎基金份额,智通财经
205,2021-09-23,恒生电子发布数据智能四大新品 赋能金融行业数智化转型,中证网
206,2021-09-22,计算机行业周报：CANALYS发布了中国云计算市场2021年第二季度报告,新浪
207,2021-09-22,计算机行业事件点评：两大维度解析北交所带来的投资者机会,新浪
208,2021-09-22,恒生电子：应收账款增加主要有两方面原因,Wind
209,2021-09-21,计算机行业：基数削弱、下游承压和公共部门支出多重挑战下的选择,广发证券
210,2021-09-21,计算机行业周报：对几个计算机重要标的的看法,新浪
211,2021-09-17,中信证券给予恒生电子买入评级，恒生电子（600570）：金融IT龙头的新征程，目标价至86元,每日经济新闻
212,2021-09-16,金融行业数字金融系列报告(一)DC／EP：数字人民币引领未来支付新趋势,华安证券
213,2021-09-15,北向资金今日净买入逾21亿元，批量扫货光伏股,Wind
214,2021-09-15,兴业证券：维持恒生电子(600570.SH)“增持”评级 近五年业绩持续增长,智通财经
215,2021-09-15,微观流动性跟踪双周报：北上大幅减持钢铁 指数进入压力区域 减持股份,新浪
216,2021-09-14,恒生电子连续第十四年入选IDC全球金融科技百强 位列第38位,证券日报网
217,2021-09-14,外资周报第98期：北上流入提速 成交持续活跃,新浪
218,2021-09-14,恒生电子：助力金融机构实现金融数字化转型升级,中证网
219,2021-09-14,计算机行业：鸿蒙商业系统用户突破9千万 开源鸿蒙系统将构建数字中国系统底座 金融IT持续受益资本市场改革红利,新浪
220,2021-09-14,2021年9月第2周策略周报：全球疫情第三轮浪潮间接延长本轮周期行情持续至2021Q4,新浪
221,2021-09-14,周报：金融产品交易量跟踪报告第41期,新浪
222,2021-09-14,投资宽角度周报：北向、南向资金双双净流入 科技精选策略本周表现优异,新浪
223,2021-09-13,计算机行业：21Q3存在基数变高的挑战 成长性更显重要,广发证券
224,2021-09-13,北向资金净卖出额创近一个月新高，白酒、有色股遭抛售,Wind
225,2021-09-13,恒生电子(600570.SH)副总经理官晓岚累计减持22.5万股 减持计划提前结束 拟减持股份,智通财经
226,2021-09-13,恒生电子：副总经理官晓岚减持22.5万股，减持完毕 减持股份,Wind
227,2021-09-13,计算机行业周报：AI+IOT大潮潜力可期 看好龙头产业化变现能力,新浪
228,2021-09-13,恒生电子：中标北京绿色交易所全国温室气体自愿减排交易系统,证券时报网
229,2021-09-13,计算机行业周报：板块性价比凸显布局价值,新浪
230,2021-09-11,恒生电子：权益市场大时代的卖水人,格隆汇
231,2021-09-11,2大政策发布！A股3700之后怎么走？3大数据值得注意,Wind
232,2021-09-10,北向资金连续三周加仓累计净买入600亿，中远海控获大幅净买入近10亿元,Wind
233,2021-09-10,沪指站上3700点！本周两融、北上资金流入500亿元,Wind
234,2021-09-09,北向资金今日净买入超26亿元，连续11日扫货宁德时代累计加仓超70亿,Wind
235,2021-09-09,恒生电子跌6.48% 本周中信证券华西证券刚喊买入,中国经济网
236,2021-09-09,16股获券商买入评级，金科股份目标涨幅达65.52%,Wind
237,2021-09-09,【东吴晨报0909】【固收】【个股】恒生电子、卫宁健康,东吴研究所
238,2021-09-08,北上资金终止连续净流入，9月外资调仓瞄准五大行业,Wind
239,2021-09-08,北向资金结束连续12日净买入，中国平安、歌尔股份净卖出均超6亿元,Wind
240,2021-09-08,东吴证券维持恒生电子买入评级：积极配合信创发展需求，海外并购和合作带来新机遇,每日经济新闻
241,2021-09-08,东吴证券：维持恒生电子(600570.SH)“买入”评级 大资管、互联网业务增速亮眼,智通财经
242,2021-09-08,北向资金动向盘点：重手净买“化工”，逻辑还是“新能源车”,Wind
243,2021-09-08,监管发声，300亿量化私募封盘！下一步A股怎么走？,Wind
244,2021-09-07,云计算2021H1中报总结：先蹲后跳 长期成长优先于短期业绩,新浪
245,2021-09-07,北向资金 | 合计净流入60.69亿元，美的集团、恒生电子、紫金矿业净买入居前,上游新闻
246,2021-09-07,北向9月来累计净流入近300亿，今日抢筹美的集团超11亿,第一财经
247,2021-09-07,北向资金追平年内最长净买入纪录累计加仓超550亿，美的集团净买入超11亿元,Wind
248,2021-09-07,“元宇宙”概念火爆，游戏股回血，有哪些投资机会可关注？,证券之星
249,2021-09-07,北向资金动向盘点：终于等来白酒接盘侠,Wind
250,2021-09-07,14股获券商买入评级，比亚迪目标涨幅达29.94%,Wind
251,2021-09-06,沪港通十大成交活跃股排名（9月6日）,Wind
252,2021-09-06,北向资金连续11天净买入，抢筹宁德时代超15亿元,第一财经
253,2021-09-06,北向资金连续11日净买入累计扫货近500亿，宁德时代大幅净买入超15亿元,Wind
254,2021-09-06,超图软件、恒生电子、恒华科技涨超7% 计算机ETF交投活跃,金融界
255,2021-09-06,佳都科技涨停恒生电子、金山办公涨超5％ 软件ETF盘中涨近2%,金融界
256,2021-09-06,国信证券维持恒生电子买入评级：北交所设立验证行业景气度，公司深度受益,每日经济新闻
257,2021-09-06,晨会聚焦210906重点关注北斗专题、机械、新三板、纺织服装、恒生电子,国信研究
258,2021-09-06,A股早报2021年9月6日星期一,Wind
259,2021-09-05,恒生电子（600570）：金融IT龙头的新征程,中信证券研究
260,2021-09-04,计算机行业周报：计算机中报整体如何？北交所刺激券商IT！,新浪
261,2021-09-03,涨停板解密：资金青睐，三板块个股逆市火爆！（9月3日）,Wind
262,2021-09-03,9月3日恒生电子涨停分析：蚂蚁集团概念股，医疗信息化，互联网医疗概念热股,证券之星
263,2021-09-03,恒生电子(600570)：上半年收入增速27% 研发高增长配合行业高景气需求,新浪
264,2021-09-03,A股午盘综述：北京证券交易所概念炒作预热，锂、稀土再次深度调整,Wind
265,2021-09-03,* 【更新3】建立北交所为证券IT带来业绩增量，恒生电子早盘走强,阿尔法工场
266,2021-09-03,创业板、科创板冲高回落，双创基金成交维持高位,Wind
267,2021-09-03,海通证券：予恒生电子(600570.SH)“优大于市”评级 价值区间72.08-84.8元,智通财经
268,2021-09-03,证券IT概念股走强 恒生电子(600570.SH)逼近涨停,格隆汇
269,2021-09-03,北京证券交易所要来了，这些板块及个股或成大赢家,第一财经
270,2021-09-02,恒生电子今日大宗交易成交68.50万股，成交价49.0元折价0.14%,Wind
271,2021-09-01,恒生电子大宗交易成交2541.65万元,证券时报网
272,2021-08-30,卫宁健康(300253)2021年中报点评：新产品WINEX加速商业化落地,新浪
273,2021-08-30,327股获券商买入评级，中国平安目标涨幅达110.58%,Wind
274,2021-08-30,民生计算机周报：国资云或带来新一轮IT建设 三大方向有望受益,新浪
275,2021-08-30,"""基金销售远未到内卷阶段！""对话蚂蚁集团财富事业群总经理王珺，详解行业格局",Wind
276,2021-08-28,“千亿顶流”张坤隐形重仓股来了！,Wind
277,2021-08-27,恒生电子(600570)2021年半年报点评：业务持续成长 营收利润均接近预告上限,新浪
278,2021-08-27,恒生电子：2021碳中和研讨会在线上举行,中证网
279,2021-08-27,恒生电子研发费增近四成维持高位 投资收益3.72亿助净利翻倍增长,长江商报
280,2021-08-26,华西证券维持恒生电子买入评级：收入增速略超此前预期，看好Q3景气度持续向上,每日经济新闻
281,2021-08-26,【华西计算机】恒生电子2021H1点评：收入增速略超此前预期，看好Q3景气度持续向上,科技晶选
282,2021-08-26,中国银河证券维持恒生电子推荐评级：成本把控能力提升，专注行业赛道持续研发,每日经济新闻
283,2021-08-26,跌出价值！千亿白马频现回购，强护盘模式开启,Wind
284,2021-08-26,安信证券维持恒生电子买入评级：营收快速增长，制度改革预期提速,每日经济新闻
285,2021-08-26,开源证券维持恒生电子买入评级，公司信息更新报告：业绩增长超预期，主营业务发展持续向好,每日经济新闻
286,2021-08-26,平安证券给予恒生电子强烈推荐评级，业务增长回归到疫情前水平，投资和并购较为活跃,每日经济新闻
287,2021-08-26,恒生电子(600570)：龙头稳健增长 关注内生核心产品落地与外延补齐短板,新浪
288,2021-08-26,恒生电子披露2021年半年报：实现营收超20亿元,资本邦
289,2021-08-26,恒生电子(600570)：核心产品稳步落地 后续推广值得期待,光大证券
290,2021-08-26,恒生电子(600570.SH)2021年中报点评-收入增速接近预告上限 新一代系统持续落地,新浪
291,2021-08-26,主要业务线发展态势良好 恒生电子上半年净利润大增108%,上证报
292,2021-08-26,基金圈炸锅！蚂蚁基金公布业绩：净利暴涨495%！,Wind
293,2021-08-26,代销机构收入大增，蚂蚁基金上半年营收近58亿元,Wind
294,2021-08-25,晚间重要公告2021年8月25日星期三,Wind
295,2021-08-25,恒生电子(600570.SH)拟与云汉投资共同投资恒云控股,智通财经
296,2021-08-25,恒生电子半年报：上半年净利润7.15亿元 同比增长108%,财联社
297,2021-08-25,恒生电子：上半年净利润同比增长108.05%,Wind
298,2021-08-23,民生计算机周报：网安法律体系初步建成 行业景气向上,新浪
299,2021-08-23,185股获券商买入评级，盐津铺子目标涨幅达145.05%,Wind
300,2021-08-23,软件开发行业跟踪报告：大资管时代 关注金融IT标的,新浪
301,2021-08-20,中泰证券维持恒生电子买入评级，恒生电子：新环境下的再启航,每日经济新闻
302,2021-08-20,恒生电子：FPGA极速行情系统可提供纳秒级低延时服务,中证网
303,2021-08-20,半年报解读|顶点软件H1净利润增近25% 财富管理赛道竞争力待考,财联社
304,2021-08-19,恒生电子(600570)：大资管时代 看公司大中台、开放平台战略,广发证券
305,2021-08-18,恒生电子(600570)深度研究：优势领域与增速上行！,新浪
306,2021-08-18,数字货币板块午后大幅走高，恒生电子涨超5%,Wind
307,2021-08-17,恒生电子：2021碳中和线上研讨会将于8月25日举行,中证网
308,2021-08-17,计算机周报：东方通三年高成长性确立 有赞加速转型新零售 奇安信毛利率持续提升,新浪
309,2021-08-17,预约中！“当金融遇上碳中和”2021碳中和线上研讨会将于8月25日开启,凤凰网
310,2021-08-17,【天风｜财富管理】三大能力与三分天下——大财富管理行业的现状与未来,新锐视角看金融
