,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
106,2021-07-04,【招商通信余俊团队】AIOT快速渗透智能应用，模组+云平台成行业主流趋势——招商通信周周谈（2021年第27周）,俊Sir通信研究
107,2021-07-02,宝信软件(600845)：业绩预告超预期 宝武智慧制造需求持续增加,新浪
108,2021-07-02,国信证券：宝信软件（600845.SH）半年度预告超预期，idc华北持续拓展，维持“买入”评级,智通财经
109,2021-07-01,【国君通信|2021H1业绩预告点评】宝信软件：业绩超预期，智慧制造需求持续增加,微信
110,2021-07-01,【中信建投 通信】宝信软件：智慧制造下游需求旺盛，21Q2业绩超预期,建投通信研究
111,2021-07-01,中泰证券维持宝信软件买入评级：中报预告超预期，启动宣化数据中心项目,每日经济新闻
112,2021-07-01,东莞证券给予宝信软件推荐评级，2021年半年度业绩预告点评：半年度业绩预告亮眼，继续看好公司发展前景,每日经济新闻
113,2021-07-01,开源证券给予宝信软件买入评级，公司信息更新报告：H1业绩超预期，钢铁信息化需求旺盛,每日经济新闻
114,2021-07-01,宝信软件(600845)：智慧制造业务驱动业绩高增长,新浪
115,2021-07-01,东莞证券：宝信软件（600845.SH）半年度业绩预告亮眼，维持“推荐”评级,智通财经
116,2021-07-01,“药中茅台”12天股价翻倍！重磅利好板块多股涨停,Wind
117,2021-07-01,宝信软件(600845)：半年报业绩超预期 智能制造龙头充分受益软件业务丰沛需求 工业互联网打开利润空间,新浪
118,2021-07-01,【招商通信余俊团队】宝信软件（600845.SH）半年报业绩超预期，工业智造赋能打造新增长极,俊Sir通信研究
119,2021-07-01,信达证券维持宝信软件买入评级：业绩持续超预期，IDC+AIoT核心龙头蛰伏待发,每日经济新闻
120,2021-07-01,宝信软件股价异动上半年净利润增长30.40%-42.50%,证券时报网
121,2021-07-01,A股异动|宝信软件(600845.SH)涨8%料上半年净利同比增30.4%到42.5%,格隆汇
122,2021-07-01,宝信软件（600845）2021半年度业绩预告点评：半年度预告超预期，IDC华北持续拓展,国信研究
123,2021-07-01,宝信软件(600845)2021年中报业绩预增点评：IDC/智能制造两翼齐飞 业绩持续超预期,新浪
124,2021-06-30,晚间公告｜6月30日这些公告有看头,第一财经
125,2021-06-30,预增！宝信软件：预计2021年上半年净利润增加2亿元到2.8亿元，同比增长30.4%,每日经济新闻
126,2021-06-30,宝信软件：上半年预计净利润同比增长30.4%~42.5%,Wind
127,2021-06-30,宝信软件(600845.SH)半年度净利预增30.4%到42.5%,格隆汇
128,2021-06-29,通信行业跟踪周报：本周专题 三大运营商5G总用户数超4.5亿 智慧能源解决方案加速发展,新浪
129,2021-06-22,计算机行业周报：互联网医疗服务深入人心 “京东618”相关订单实现高速增长,新浪
130,2021-06-22,【东吴通信侯宾团队】中国电信大幅上调派息率，凸显当前运营商配置价值,东吴通信互联网团队
131,2021-06-21,策略周报：把握科技大牛市,西南证券
132,2021-06-20,周末突发！深圳一航班，已有38例阳性病例，东莞新增一例确诊！十大券商最新研判：千金难买“黄金坑”，把握科技股大牛市,中国基金报
133,2021-06-20,【民生计算机|周观点】医保建设有望从法律层面强化，行业景气度提升可期,MS计算机
134,2021-06-20,【招商通信余俊团队】预见5G+VR/AR发展趋势，2022或将迎来流量爆发——招商通信周周谈（2021年第25周）,俊Sir通信研究
135,2021-06-16,宝信软件(600845.SH)发行股份购买资产事项获证监会核准批复,智通财经
136,2021-06-16,计算机行业周报：SAAS市值持续增长 互联网医疗的关键在于运营,新浪
137,2021-06-15,计算机行业周报：《数据安全法》正式发布 输入法APP强化监管,华安证券
138,2021-06-15,通信行业跟踪周报：本周专题 四部委印发《能源领域5G应用实施方案》 华为成立子公司发力能源数字化,新浪
139,2021-06-14,【招商通信余俊团队】一切过往，皆为序章，鸿蒙系统开启“万物互联”——招商通信周周谈（2021年第24周）,俊Sir通信研究
140,2021-06-13,通信行业周报：ODM龙头向新品类拓展 关注主设备市场变化,新浪
141,2021-06-11,揭秘送转股 132只除权以来股价上涨,证券时报网
142,2021-06-10,北向资金连续3日净买入，隆基股份获大幅净买入超21亿元,Wind
143,2021-06-10,开源证券--计算机周观点：医疗IT再迎政策利好【行业研究】,金融界股吧
144,2021-06-10,129只送转股走出贴权走势,证券时报网
145,2021-06-10,信息服务行业工业软件&工业互联网系列研究(5)：工信部发布5G+工业互联网典型应用和行业实践情况 行业正加速成熟,新浪
146,2021-06-09,宝信软件：实施2020年度权益分派后调整发行股份及支付现金购买资产暨关联交易之股份发行价格和发行数量 每10股派发现金红利9元（含税）,发布易
147,2021-06-08,"上海本地股掀涨停潮,聪明钱加速抢筹，四主线布局浦东“这盘棋”",时代财经
148,2021-06-08,华为发布数据中心白皮书绿色化、智能化成未来趋势产业链多方位梳理,财联社
149,2021-06-08,高端制造行业事件点评：工业互联网、车联网和智慧城市助力物联网规模继续扩大,新浪
150,2021-06-08,六大券商周三看好的六大板块,证券之星
151,2021-06-08,计算机行业周报：工业互联网标识注册量超200亿 已经从概念期走入“快速落地期”,新浪
152,2021-06-08,【机会挖掘】河北将建设10个“5G+工业互联网”示范区,证券时报网
153,2021-06-07,通信设备及服务行业：鸿蒙加速万物智联 站在流量周期新起点,新浪
154,2021-06-07,计算机行业周报：鸿蒙操作系统发布 华为全面拥抱软件、生态和AIOT,华安证券
155,2021-06-07,计算机行业周报：DCEP产业链市场空间测算及展望,新浪
156,2021-06-07,通信·产业追踪(15)：鸿蒙出鞘 万物归一,新浪
157,2021-06-07,通信行业跟踪周报：本周专题：为什么“5G+工业互联网”很可能会是下一个数字化转型投资风口,新浪
158,2021-06-06,【民生计算机|周观点】鸿蒙出世，软件国产化进程进一步加速,MS计算机
159,2021-06-06,通信2021年中期投资策略行业策略：历史“三低”时刻 不妨乐观点,新浪
160,2021-06-06,东亚早八点：5月集成灶线下高景气延续｜6月9日,新浪
161,2021-06-04,抢权行情来临！下周11家公司高送转、43家高派现,Wind
162,2021-06-04,计算机行业周报：零售业线上线下融合将持续加速 数据安全技术仍处于研究阶段,新浪
163,2021-06-03,【机会挖掘】腾讯云宣布四大国际云计算数据中心开服,证券时报网
164,2021-06-01,高端制造与科技行业2021年中期投资策略：聚焦数字化和进口替代 优选估值与成长匹配的标的,新浪
165,2021-06-01,计算机行业周报：持续推进5G、IDC等新型基础设施建设,新浪
166,2021-05-31,宝信软件(600845.SH)每10股转3股派9元 股权登记日为6月8日,智通财经
167,2021-05-31,宝信软件(600845.SH)：2020年度A股权益分派10转3派9元 股权登记日6月8日,格隆汇
168,2021-05-31,通信行业周报2021年第06期：“东数西算”工程启动 鸿蒙支持万物智连,新浪
169,2021-05-31,5月31日晚间重要行业研究汇总(附股),中金在线
170,2021-05-31,宝信软件参股成立数据科技公司，注册资本8.26亿,TechWeb
171,2021-05-31,计算机周报：政策关注核心技术 鸿蒙开启生态建设与国产化新篇章,新浪
172,2021-05-31,通信行业跟踪周报：本周专题 政策持续赋能云计算及数据中心产业链发展 通信行业仍维持高景气度,新浪
173,2021-05-31,【招商通信余俊团队】板块底部渐清晰，5G云计算预期向上，通信迎配置机遇——招商通信周周谈（2021年第22周）,俊Sir通信研究
174,2021-05-30,区块链：元宇宙：互联网的下一站,新浪
175,2021-05-29,计算机：信创有什么变化,新浪
176,2021-05-29,【太平洋通信李宏涛团队】建设全国算力网络“东数西算”，两套生态链下的投资逻辑,永不消失的电磁波
177,2021-05-28,通信行业专题报告：《方案》布局国家枢纽节点 “东数西算”工程促IDC有序高增,新浪
178,2021-05-28,计算机行业2020年报和2021年一季报总结暨6月投资策略：鸿蒙激发板块热情 计算机从低配到标配,新浪
179,2021-05-28,通信行业报告：全国算力枢纽方案出台 数据中心行业迎发展新机遇,新浪
180,2021-05-27,涨停潮又现 5G、消费电子、半导体等下游产业兴起！科技股反弹会持续多久？,中金在线
181,2021-05-27,【机会挖掘】湖南今年将建22个省级工业互联网平台 关注三大投资方向,证券时报网
182,2021-05-27,【机会挖掘】四部门联手建设全国一体化大数据中心协同创新体系 关注IDC头部厂商,证券时报网
183,2021-05-27,晨报0527 | 周期行业策略、智能控制器专题、自主品牌汽车专题、美畅股份（300861）、中国旭阳（1907）,国泰君安证券研究
184,2021-05-26,通信设备及服务行业2021Q1云厂商业绩专题：北美和国内云厂商资本开支同比高增 看好云计算产业链,新浪
185,2021-05-26,2021年中国数据中心行业第三方运营商市场竞争格局分析 头部企业表现良好,前瞻研究院
186,2021-05-25,2021年中国数据中心行业商业模式及发展趋势分析 零售型IDC毛利率水平整体较高,前瞻研究院
187,2021-05-25,开源证券--计算机周观点：关注第三代社保卡产业链投资机会【行业研究】,金融界股吧
188,2021-05-25,计算机行业周报：5G将拉动8万亿元相关信息消费,新浪
189,2021-05-24,宝信软件(600845.SH)：重大资产重组事项获有条件通过,格隆汇
190,2021-05-24,5月24日晚间重要行业研究汇总(附股),中金在线
191,2021-05-24,通信行业跟踪周报：云网融合打造基石 运营商、设备商、互联网公司携手加速数字化转型,新浪
192,2021-05-24,云计算板块涨势强劲，中国长城、浪潮、用友、广联达、宝信软件全线上扬,Wind
193,2021-05-24,软件行业强势上涨,Wind
194,2021-05-24,【行情】国产软件板块持续走高，中国软件涨停，易联众涨19%，润和软件涨超14%，浪潮软件、龙软科技、宝信软件等大幅跟涨,金十数据
195,2021-05-24,【行业深度】洞察2021：中国数据中心行业竞争格局及市场份额(附市场集中度、企业竞争力评价等),前瞻研究院
196,2021-05-24,民生计算机周报：鸿蒙改变汽车OS格局 生态升级下看好领军企业受益,新浪
197,2021-05-23,【招商通信余俊团队】云计算厂商Capex回暖，5G用户数快速提升——招商通信周周谈（2021年第21周）,俊Sir通信研究
198,2021-05-22,高端制造：科技行业物联网周报：滴滴自动驾驶携手广汽埃安推进量产全无人驾驶车型,新浪
199,2021-05-21,宝信软件(600845)：调整2020年度利润分配现金分红总额及公积金转增股本总额，每10股派发现金红利9元（含税）,发布易
200,2021-05-21,宝信软件(600845)：第二期限制性股票计划预留部分第二批授予登记完成,发布易
201,2021-05-20,计算机行业周报：3月底部重推的云计算基本面近况如何,新浪
202,2021-05-20,硬实力！鄂城钢铁迈入国家高新技术企业行列！,钢铁新闻网
203,2021-05-19,资金抢筹！虚拟现实迎涨停潮，产业空间几何,Wind
204,2021-05-19,招商通信周周谈(2021年第20周)：5G-ADVANCED开启产业新赛道 互联网巨头再入局智能汽车,新浪
205,2021-05-18,复盘2020年大数据，计算机行业逆境坚挺！2021年Q1表现显示大趋势正成型,全景网
206,2021-05-17,宝信软件：公司在对飞马智科收购完成后，财务开始并表,每日经济新闻
207,2021-05-17,信达证券--信达通信·产业追踪（12）：阿里资本开支实现大幅增长，云产业链持续复苏【行业研究】,金融界股吧
208,2021-05-17,通信行业周报：阿里涂鸦发布一季报 云物智联渗透提升,新浪
209,2021-05-17,计算机行业周观点：底部寻找高景气赛道 关注云计算板块,新浪
210,2021-05-16,【招商通信余俊团队】5G-Advanced开启产业新赛道，互联网巨头再入局智能汽车（2021年第20周）,俊Sir通信研究
211,2021-05-13,宝信软件收购飞马智科有条件过会,上证报
212,2021-05-13,宝信软件8亿元关联收购有条件过会 浙商证券护航建功,中国经济网
213,2021-05-13,A股早报2021年5月13日星期四,Wind
214,2021-05-12,宝信软件重组事项获审核通过,上证报
215,2021-05-12,证监会：宝信软件发行股份购买资产获有条件通过,e公司
216,2021-05-12,宝信软件(600845.SH)增发购买资产事项获并购重组委有条件通过 5月13日起复牌,智通财经
217,2021-05-12,宝信软件(600845.SH)：发行股份及支付现金购买资产事项获有条件通过明日复牌,格隆汇
218,2021-05-12,并购重组委2021年第9次会议审核结果公告,证监会
219,2021-05-12,复牌了！宝信软件：发行股份及支付现金购买资产事项获证监会通过,每日经济新闻
220,2021-05-12,万和证券--2020年年报及2021年一季报综述：业绩持续修复，把握高景气赛道【行业研究】,金融界股吧
221,2021-05-12,通信行业：一季度通信持仓回升 运营商备受关注,新浪
222,2021-05-12,【通信】通信行业2021半年度投资策略兼一季报综述—看“低位”稳中求胜，乘“小而美”破浪启航,中银证券研究
223,2021-05-11,晚间资讯｜华民股份实控人被执行逮捕；上海医药拟定增引入云南白药为战投,证券时报网
224,2021-05-11,并购重组委将审核宝信软件(600845.SH)增发购买资产事项 5月12日起停牌 重大事项停牌,智通财经
225,2021-05-11,宝信软件：并购重组即将上会，5月12日起停牌 重大事项停牌,Wind
226,2021-05-11,宝信软件：证监会审核公司发行股份及支付现金购买资产暨关联交易事项，股票停牌,每日经济新闻
227,2021-05-11,5月11日晚间重要行业研究汇总(附股),中金在线
228,2021-05-11,东亚前海计算机：一季度业绩强势反弹,新浪
229,2021-05-10,招商通信周周谈(2021年第19周)：运营商招标陆续落地 多地发布数据中心统筹建设方案,新浪
230,2021-05-10,通信行业2020年报&2021Q1财报综述：基本面趋势向上 估值修复可期,新浪
231,2021-05-10,宝信软件的“两条腿”先迈哪一条？,搜狐
232,2021-05-10,计算机周观点：工业互联网持续受重视 抓住产业趋势,新浪
233,2021-05-10,通信设备及服务行业2021年第18周周报：Q1板块高景气 聚焦有业绩支撑和预期反转个股机会,新浪
234,2021-05-10,通信行业：工信部要求加快700MHZ频段5G网络部署,新浪
235,2021-05-10,通信持仓深度系列(2)：持仓创新低 建议聚焦“新应用+新网络”,新浪
236,2021-05-10,通信运营商盈利逐步改善，关注五个投资方向,中泰证券
237,2021-05-09,【招商通信余俊团队】运营商招标陆续落地，多地发布数据中心统筹建设方案（2021年第19周）,俊Sir通信研究
238,2021-05-07,证监会：宝信软件发行股份购买资产事项将于5月12日上会,Wind
239,2021-05-07,证监会：宝信软件发行股份购买资产事项将于5月12日上会,中证网
240,2021-05-07,5月7日晚间重要行业研究汇总(附股),中金在线
241,2021-05-07,普丽盛：注入资产业绩承诺更像画饼,证券市场周刊
242,2021-05-07,计算机行业深度报告：板块已回归正常增长轨道,新浪
243,2021-05-06,宝信软件(600845.SH)：发行股份及支付现金购买资产事项近日上会当天停牌,格隆汇
244,2021-05-06,中国电信Q1业绩持续提升 运营商数字化转型持续推进,财富动力网
245,2021-05-05,【东吴通信侯宾团队】通信行业点评：智慧轨交加快落地，需求从单专业向多维度转变，行业龙头优势愈加显着,东吴通信互联网团队
246,2021-05-05,【招商通信余俊团队】详解通信行业2020年报及2021年一季报——招商通信周周谈（2021年第18周）,俊Sir通信研究
247,2021-05-02,行业｜2021年是投资宝钢的好时机吗？,雪球
248,2021-05-02,个人“最长情”投资现高阶新版本：“养基”12年未动，200万爆赚1500万,Wind
249,2021-05-01,宝信软件(600845)：宣化IDC加速推进 龙头进入成长新周期,新浪
250,2021-04-30,数据港(603881)：业绩符合预期 静待云厂商资本开支回暖,新浪
251,2021-04-30,上海钢管行业协会召开钢管产品出口外贸政策研讨会,兰格钢铁网
252,2021-04-29,【东吴通信侯宾团队】通信行业点评：电信Q1业绩持续提升，运营商数字化转型持续推进,东吴通信互联网团队
253,2021-04-27,中信证券一季度科技板块基金持仓分析：关注景气持续和低估值修复,Wind
254,2021-04-27,通信行业周报：一季度电信业发展良好 5G手机渗透率持续提升,新浪
255,2021-04-27,宝信软件(600845)：钢铁信息化下游高景气助力业绩快速增长,新浪
256,2021-04-27,中信证券一季度科技板块基金持仓分析：关注景气持续和低估值修复,证券时报网
257,2021-04-26,基金规模迎高速增长期 投研能力成基金公司发展基石,中国经济网
258,2021-04-26,通信行业周报：5G用户快速增长 我国通信能力持续加强,新浪
259,2021-04-26,软件及服务行业：一季度计算机行业基金持仓：配比深蹲 估值磨底,新浪
260,2021-04-26,千亿顶流时代基金规模会否成业绩的敌人,中证报
261,2021-04-25,"普丽盛186亿元借壳盛宴：置入标的多项财务数据""华丽""转身 业绩承诺如乘火箭",新浪
262,2021-04-23,【东吴通信侯宾团队】2020年通信行业点评：“碳中和”背景下基建稳步推进，下游需求旺盛，网络能源板块业绩捷报频传,东吴通信互联网团队
263,2021-04-22,我国5G套餐用户超3.5亿 5G概念股龙头股有哪些？,至诚财经
264,2021-04-21,【东吴通信侯宾团队】移动2021年Q1季报点评：中国移动Q1ARPU值企稳回升，经营情况稳步向好，持续看好运营商板块估值提升,东吴通信互联网团队
265,2021-04-21,朱少醒增持宝信软件傅鹏博加仓大族激光杭叉集团谢治宇加仓普洛药业新进中望软件,证券之星
266,2021-04-21,【朝闻国盛0420】国内经济复苏预期回落，利率震荡下行,国盛证券研究所
267,2021-04-21,董承非大减仓、刘格菘爱制造，赵诣增持天赐材料,Wind
268,2021-04-20,机构强烈推荐40只个股-更新中,中财网
269,2021-04-20,工信部两化融合推进处就工业互联网发展情况考察调研宝信软件,格隆汇
270,2021-04-20,朱少醒、邓晓峰、傅鹏博在一季度买了这些公司,格隆汇
271,2021-04-20,【国君通信|2021Q1点评】宝信软件：业绩超预期，双主业业绩加速释放,微信
272,2021-04-20,机构调研大幅升温，三大板块看多逻辑不变,Wind
273,2021-04-20,东吴证券--计算机应用行业：美股云计算公司重回高位，A股对标仍有空间【行业研究】,金融界股吧
274,2021-04-20,最新！傅鹏博、谢治宇、朱少醒、邓晓峰持股变动名单,Wind
275,2021-04-20,东莞证券--宝信软件2021年一季报点评：Q1增速超预期，看好公司前景【公司研究】,金融界股吧
276,2021-04-20,宝信软件一季度净利延续上年增速增长44.39% 研发费用大幅增长82.08%,财联社
277,2021-04-20,最新！多位基金大佬的持股变动来了（名单）,证券之星
278,2021-04-20,最新！傅鹏博、谢治宇、朱少醒、邓晓峰出手：持股变动来了（名单）,证券之星
279,2021-04-19,宝信软件(600845)最新公布2021一季报 营业收入同比增长43.47%,发布易
280,2021-04-19,4月19日晚间重要行业研究汇总(附股),中金在线
281,2021-04-19,东吴证券--通信行业跟踪周报：本周专题：展望上海车展-群雄逐鹿自动驾驶【行业研究】,金融界股吧
282,2021-04-19,宝信软件：一季度净利同比增长44%,格隆汇
283,2021-04-19,宝信软件(600845.SH)一季度净利升44.39%至3.96亿元,格隆汇
284,2021-04-16,【早安新时代】2021/04/16：今日关注卓胜微、吉比特、宝信软件,新时代证券研究
