,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
59,2021-12-23,中国银保监会自贡监管分局关于中国人寿保险股份有限公司自贡市大安区支公司凤凰营销服务部变更营业场所的批复,和讯
60,2021-12-23,普洱银保监分局关于中国人寿保险股份有限公司景谷傣族彝族自治县支公司永平镇营销服务部变更营业场所的批复,和讯
61,2021-12-23,深耕齐鲁 拓疆岛城 广发银行积极支持山东经济高质量发展,中投网
62,2021-12-23,中国人寿寿险公司持续推进“我为群众办实事”,经济日报
63,2021-12-23,保险股怎么了？2021年即将收官之际，仍在底部持续震荡,Wind
64,2021-12-23,险企加速转型谋“突围”，2022年料重拾增长态势,Wind
65,2021-12-22,十年来最大跌幅！今年以来板块已跌近四成，保险股怎么了？,中证报
66,2021-12-22,突破3500亿元！ 中国人寿绿色投资存量规模领跑行业,搜狐
67,2021-12-22,中国人寿95519：见证保险企业智能化金融服务升级 ——结缘客户，从每天6.6万通电话服务开始,财经网
68,2021-12-22,金融支持实体经济再升级 广发银行山东又落一子,中国网
69,2021-12-22,发改委官员：民营企业要求参与混改的呼声很高,Wind
70,2021-12-22,万达信息（300168）或迎来估值刷新,凤凰网
71,2021-12-22,首个国寿集团三方协同项目上线 “鑫车宝”打造车主综金生态圈,财富动力网
72,2021-12-22,中国人寿寿险公司推出国寿鑫裕尊享年金保险,21世纪经济报道
73,2021-12-21,中国人寿寿险公司荣获“2021年度亚太卓越客服奖”,金融界
74,2021-12-21,一个保险客服团队的20年：运营模式转型带动服务优化升级,云南经济日报
75,2021-12-21,张家口银保监分局关于撤销中国人寿保险股份有限公司张家口市宣化上谷支公司的批复 资质撤销,和讯
76,2021-12-21,逆周期下，2021年寿险上市公司答卷如何？,每日财报
77,2021-12-20,保险业基本面梳理系列一：保险资金运用政策调整 股权私募基金投资或将提升,新浪
78,2021-12-20,中国人寿成为国家大剧院官方保险合作伙伴,中国金融新闻网
79,2021-12-20,坚持科技自立自强 中国人寿寿险公司深化服务网格建设,云南经济日报
80,2021-12-20,中国人寿寿险公司扎实开展“我为群众办实事”实践活动,云南经济日报
81,2021-12-20,中国华融引战获批，信达、中国人寿参与认购,第一财经
82,2021-12-20,龙岩银保监分局关于中国人寿连城县支公司变更营业场所的批复,和讯
83,2021-12-20,中国人寿财险：践行社会责任的十五年,中国网
84,2021-12-20,中国华融定增方案获批 中信、中国人寿等参与认购,金融界
85,2021-12-20,华融非公开发行内资股和H股股票方案获批，中信、中国人寿等参与,中华网
86,2021-12-20,中国人寿与国家大剧院开启战略合作,中国网
87,2021-12-19,【国君非银金融刘欣琦团队】47号文利好资管业务，继续推荐四川双马/中信证券,新浪
88,2021-12-18,鑫生态 鑫动能 鑫生活！中国人寿发布综合金融生态新品,中国网
89,2021-12-18,中国人寿寿险公司：紧握时代发展机遇 加速寿险转型创新,凤凰网
90,2021-12-17,上市险企前11月保费收入2.3万亿，同比下降，但单月数据已回暖 盈利能力下降,深水财经社
91,2021-12-17,金融创新如何助力乡村振兴？中国人寿这样做,钢企网
92,2021-12-17,恒指小幅低开跌0.05% 携程集团跌近10%,腾讯网
93,2021-12-17,不超20亿元！中国人寿拟向重庆信托认购信托贷款债权,每日经济新闻
94,2021-12-17,不退反进，险资给了远洋150亿,乐居财经
95,2021-12-17,万达信息：嘉和美康公司的投资为大健康基金普通合伙人自主决策行为,每日经济新闻
96,2021-12-17,A股五大险企前11月保费PK：寿险国寿夺冠 产险人保第一,中新经纬
97,2021-12-17,发挥专业优势 应对“银发浪潮” 中国人寿陕西省分公司以保险服务积极应对人口老龄化,搜狐
98,2021-12-17,公告精选 | 药明生物昨日斥7亿港元回购；金科服务拟引入战略投资者，今日复牌,富途证券
99,2021-12-17,北交所早知道20211217：威博液压成为首家获北交所批文企业；创远仪器接待中国人寿、中金公司等24家机构调研,犀牛之星
100,2021-12-17,智通港股早知道 | (12月17日)财政部下达明年新增专项债限额1.46万亿元，电池级碳酸锂价格走高,智通财经
101,2021-12-17,华夏银行因七项违规被通报；2025年普惠性幼儿园覆盖率将超85%；虎年贺岁纪念币即将发行；短视频不得未经授权剪辑影视剧,中国银行保险报
102,2021-12-17,财险回暖“撑门面”，上市险企保费表现分化,Wind
103,2021-12-16,智通港股公告精选︱(12.16)中国人寿拟认缴75亿元参设合伙企业以投资于医疗健康和科技创新领域,智通财经
104,2021-12-16,格隆汇港股聚焦(12.16)︱金科服务引进战略投资者博裕投资；中集集团携手烟台国丰发展风电等海洋新业务,格隆汇
105,2021-12-16,强化资本市场协同 中国人寿与远洋集团签署150亿大单,和讯
106,2021-12-16,中国人寿(601628.SH)拟斥75亿元参设合伙企业布局医疗健康和科技创新领域,智通财经
107,2021-12-16,"险资LP参与A类私募股权基金达100家，直投却紧盯""巨无霸""，数百亿大单屡见不鲜",每日经济新闻
108,2021-12-16,晚间重要公告2021年12月16日星期四,Wind
109,2021-12-16,中国人寿：拟以不超过15亿元认购新源股权计划，公司及财产险公司拟分别以不超过24亿元及6亿元认购新电股权计划,Wind
110,2021-12-16,中国人寿长三角地区大批项目集中签约 投融资规模达161亿元,上证报
111,2021-12-16,中国人寿前三季度新增乡村振兴相关债券投资383亿元,上证报
112,2021-12-16,中国人寿(02628)拟与控股股东订立新保险业务代理协议,智通财经
113,2021-12-16,中国人寿(02628)拟分别以不超过15亿元及24亿元投资新源合伙企业及新电合伙企业 推动清洁能源产业发展,智通财经
114,2021-12-16,五大险企前11月保费收入2.3万亿微降0.6%，人保寿险单月保费大增89%,搜狐
115,2021-12-16,中国人寿(02628.HK)拟不超20亿元通过资产支持计划购买信托贷款债权,格隆汇
116,2021-12-16,中国人寿(02628)拟认缴75亿元参设合伙企业以投资于医疗健康和科技创新领域,智通财经
117,2021-12-16,中国人寿：拟以不超过20亿元认购资产管理公司设立的资产支持计划下每单位1元的不超过20亿份受益凭证,Wind
118,2021-12-16,远洋集团与中国人寿订立金融框架协议,中证网
119,2021-12-16,远洋集团获大股东支持 与中国人寿订立150亿元金融框架协议,中国网
120,2021-12-16,中国人寿(02628.HK)拟合伙企业投资医疗健康和科技创新领域私募股权项目,格隆汇
121,2021-12-16,中国人寿：拟合伙企业投资医疗健康和科技创新领域私募股权项目,Wind
122,2021-12-16,中国人寿(601628.SH)：拟以不超15亿元认购国寿投资设立的新源股权计划,格隆汇
123,2021-12-16,中国人寿：2021年第一次临时股东大会决议审议通过等四项议案,Wind
124,2021-12-16,上市险企年末冲刺寿险保费改善 车险回暖财险保费小幅增长,21世纪经济报道
125,2021-12-16,远洋集团(03377)与大股东中国人寿(02628)订立上限150亿元金融产品新框架协议 增强可持续发展的能力,智通财经
126,2021-12-16,中国人寿与远洋集团订立150亿元金融产品框架协议,Bianews
127,2021-12-16,百万代理人逃离 前9个月退保1200亿 保险为什么卖不动了？,和讯
128,2021-12-16,"未来3年,中国人寿将“给”远洋集团150亿",金融界
129,2021-12-16,重续框架协议 中国人寿可认购远洋集团发行的金融产品上限为150亿,观点地产网
130,2021-12-16,远洋集团：与中国人寿订立新框架协议,Wind
131,2021-12-16,中国人寿联手供销集团、普洛斯助推“物流强国”建设,中国金融新闻网
132,2021-12-16,“双碳”目标下 中国人寿如何激活绿色投资新潜能,中国网
133,2021-12-16,一个保险客服团队的20年：运营模式转型带动服务优化升级,财经网
134,2021-12-16,五大险企前11月保费收入2.3万亿：寿险仍低迷，车险回暖,澎湃新闻网
135,2021-12-16,成绩单出来了！5大上市险企前11月保费2.3万亿，寿险亮了,Wind
136,2021-12-16,港股盘前必读：美联储将基准利率维持不变，美股全线收涨,Wind
137,2021-12-16,中国人寿：绿色投资存量规模突破3500亿元,e公司
138,2021-12-16,【非银*胡翔】上市险企11月保费数据点评：寿险持续承压，财险逐步回暖,新浪
139,2021-12-16,成绩单出来了！5大上市险企前11月保费2.3万亿，微降0.6%，寿险亮了！明年上半年是一场硬仗！,券商中国
140,2021-12-16,五大险企前11月保费收入微降，板块估值仍待修复,Wind
141,2021-12-16,五大险企前11月保费收入微降 板块估值仍待修复 盈利能力下降,全景网
142,2021-12-15,五大上市险企前11月揽保费2.31万亿！寿险持续承压，车险拐点已现,国际金融报
143,2021-12-15,五大上市险企11月揽入2.31万亿保费 分析师预计2022年开门红保障产品销售承压,财联社
144,2021-12-15,上市保险公司11月保费收入数据点评：寿险保费依旧承压 转型惯性或压制险企1季度表现,新浪
145,2021-12-15,涪陵银保监分局关于中国人寿保险股份有限公司重庆市南川区支公司变更营业场所的批复,和讯
146,2021-12-15,【东吴非银 | 上市险企11月保费数据点评】寿险持续承压，财险逐步回暖,微信
147,2021-12-15,中国人寿寿险公司推出国寿鑫裕尊享年金保险,凤凰网
148,2021-12-15,保险“开门红”低调开锣，业务员流失监管施压，今年还能红吗？,腾讯网
149,2021-12-15,切实提升长期护理保险服务水平,搜狐
150,2021-12-15,保险行业：2021年11月上市险企保费数据点评：重疾需求减弱开门红将承压 车险驱动财险回暖,新浪
151,2021-12-14,万达信息：蛮牛健康是中国人寿成为万达信息第一大股东后首个重点孵化的战略项目,每日经济新闻
152,2021-12-14,中国人寿寿险公司举办 “永远跟党走，启航新征程”读书朗诵比赛,中国网
153,2021-12-14,云南银保监局关于中国人寿保险股份有限公司云南省分公司变更营业场所的批复,和讯
154,2021-12-14,基本面仍较弱，静待负债端拐点|保险行业11月跟踪报告,华创非银
155,2021-12-14,上投摩根、中国人寿联手107位投资者组团调研，拿下“宁王”超级大单！招商、天弘集体现身这只两月翻倍股,新浪
156,2021-12-14,中国人寿保险党委委员、副总裁阮琦：企业数字化转型没有固有模式可遵循,新浪
157,2021-12-14,国企改革三年行动决战年，还有哪些难啃的硬骨头,Wind
158,2021-12-14,明年国企改革决战收官，多领域混改力度加大,Wind
159,2021-12-13,“保投银”三方协同 综合金融为广发银行高质量发展增添新动能,中国网
160,2021-12-13,每经数读|1-10月九大险企保费出炉：车险综改届满一年，财险板块保费同比改善，单月保费转为正增长,每日经济新闻
161,2021-12-13,中国人寿前11月保费收入5934亿元 同比增长1.23%,中国经济网
162,2021-12-13,中国人寿(02628.HK)前11个月原保险保费收入5934亿元 同比增长1.23%,格隆汇
163,2021-12-13,中国人寿前11月累计原保险保费收入5934亿元,乐居财经
164,2021-12-13,中国人寿(601628.SH)前11个月累计原保险保费收入约5934亿元,智通财经
165,2021-12-13,中国人寿：1-11月累计原保险保费收入约为5934亿元,Wind
166,2021-12-13,中国人寿(601628.SH)：1-11月累计原保费收入5934亿元 同比增长1.23%,格隆汇
167,2021-12-13,国寿奋斗者｜群众无小事 点滴暖民心,中国网
168,2021-12-12,“保险资管版”ABS提速，年内注册登记规模首破千亿,Wind
169,2021-12-11,潮州市6万多名女性获赠健康保障,搜狐
170,2021-12-10,首次迈进前百！中国人寿位列世界品牌500强第99位,云南经济日报
171,2021-12-10,太平财险、太平养老齐换帅 新掌门们将如何拉动太平这家百年老店,新浪
172,2021-12-10,中国人寿保险金信托落地上海,中国网
173,2021-12-10,激发养老市场活力！三部门回应老年消费等热点问题,Wind
174,2021-12-09,保险经营缓慢修复,证券市场周刊
175,2021-12-09,深圳国寿举办“首届科技金融节” 多项科技服务回馈鹏城客户,奥一网
176,2021-12-09,中国人寿推进服务网格深度应用,中证网
177,2021-12-09,第十一届“国寿小画家”少儿绘画活动（深圳选区）颁奖典礼暨优秀作品展成功举办,深圳新闻网
178,2021-12-09,政府指导 普惠雅安 雅安惠雅保普惠型补充医疗保险正式发布,凤凰网
179,2021-12-09,险资加速撤离房地产：“壮士断腕”背后投资逻辑生变,21世纪经济报道
180,2021-12-09,险企ESG投资再落一子：中国人寿成华电福新能源最大战略投资方,资本邦
181,2021-12-08,险资“源源不断”流向绿色产业，ESG投资指引蓄势待发,北京商报
182,2021-12-08,12.08丨胡敏出任汇丰人寿总经理；偿二代二期规则明年起执行,和讯
183,2021-12-08,地产退潮，谁在裸奔？险资惊魂未定,腾讯网
184,2021-12-08,中国人寿2628｜首11个月累计原保险保费收入5934亿人币 | 头条金融网,头条日报
185,2021-12-08,广发银行金融精准帮扶贷款余额超160亿元,搜狐
186,2021-12-08,“格”故鼎新 国寿寿险打造稳定、便捷、安全、高效的科技服务网格,财经网
187,2021-12-08,投资20亿元 中国人寿成华电福新发展最大战略投资方,每日经济新闻
188,2021-12-08,投资20亿元 中国人寿成为华电福新发展第三大股东,中证网
189,2021-12-08,中国人寿战略入股华电福新发展引战项目，投资金额达20亿元,证券时报网
190,2021-12-08,学史力行办实事为民服务解难题 中国人寿扎实开展“我为群众办实事”实践活动,大众证券报
191,2021-12-08,保险行业年度策略报告：不塞不流 不止不行,新浪
192,2021-12-08,手握数十万亿元，险资巨头正在挖掘这个机会！,Wind
193,2021-12-08,专精特新“小巨人”获险资关注,Wind
194,2021-12-08,以协同问路 广发银行致力综合金融改革见成效,全景网
195,2021-12-07,@阿盟人，这项保险，你可能需要！,搜狐
196,2021-12-07,广发银行长三角区域内各项贷款余额达3900亿元,广西新闻网
197,2021-12-07,【会员成果】中国人寿：寿险基层经营单位的数字化转型运用思考,保险学会
198,2021-12-07,【异动股】中国人寿(02628.HK)涨3.06%,财华社
199,2021-12-07,运城银保监分局关于中国人寿保险股份有限公司新绛县支公司文庙路营销服务部变更营业场所的批复,和讯
200,2021-12-07,保险股急拉，中国平安、中国人寿、中国太保涨幅靠前,Wind
201,2021-12-07,多家险企明年起暂停，开展互联网保险业务,Wind
202,2021-12-07,保银协同加持，广发银行打造“银保投”综合金融服务能力,21世纪经济报道
203,2021-12-06,险资，开始大举杀入VC/PE圈,投资界
204,2021-12-05,非银周报：账户管理优化助力财富管理 险资融券放开增厚投资收益,新浪
205,2021-12-05,《关于保险资金参与证券出借业务有关事项的通知》点评：盘活险资存量资产 增厚收益或超百亿,新浪
206,2021-12-05,卖卖卖！保险资金不断减持银行、地产，长期投资策略生变？对半导体、科技板块有新进重仓 减持股份,券商中国
207,2021-12-04,提供风险保障超2100亿元 中国人寿长三角地区大批项目集中签约,腾讯网
208,2021-12-03,中国人寿支持长三角一体化发展存量投资规模超7500亿元,上证报
209,2021-12-03,中国人寿：支持长三角一体化发展存量投资已达7531亿元,澎湃新闻
210,2021-12-03,非银行业2022年度策略：把握券商权益机构化主线 静待保险负债端转型成效,新浪
211,2021-12-03,金融周报｜银保监会加快建设中国金融人才库；我国养老理财试点正式开启； 中国人寿80.25亿增资广发银行···,财经网
212,2021-12-03,中国人寿荣获2021“金责奖”年度可持续发展奖,新浪
213,2021-12-03,“一招鲜吃遍天”发展模式失灵，保险代理人渠道改革路在何方,Wind
214,2021-12-02,保险行业10月跟踪报告：投资端风险有所释放 板块略有反弹,新浪
215,2021-12-02,保险行业2022年投资策略,广发证券
216,2021-12-02,一年流失率超20%！200万保险代理人离场后，路在何方？,搜狐
217,2021-12-02,鲁甸20所乡村学校获赠“姚基金体育器材包”,云南经济日报
218,2021-12-02,北向资金今日净买入30.21亿元，宁德时代连续6日净买入累计加仓超24亿,Wind
219,2021-12-02,学史力行办实事 为民服务解难题——中国人寿寿险公司扎实开展“我为群众办实事”实践活动,金融界
220,2021-12-02,中保融信基金正式成立 华融注资再进一步,网易
221,2021-12-02,80亿元！中国人寿将增资广发银行,新浪
222,2021-12-02,“我为群众办实事”实践活动开展,光明网
223,2021-12-01,承德银保监分局关于中国人寿保险股份有限公司承德分公司第四营销服务部变更营业场所的批复,和讯
224,2021-12-01,华融危机临近尾声？,财经网
225,2021-12-01,三季度保险投诉同比增18.35% 平安人寿投诉量位列人身保险第一,银保监会
226,2021-11-30,18家保险类机构组团成立中保融信基金，拟入股成中国华融第三大股东,每日经济新闻
227,2021-11-30,中保融信基金是什么“来头”？ 18家险企148亿参与中国华融内资股发行,21世纪经济报道
228,2021-11-30,MSCI指数调整生效日，这些股票尾盘异动！外资11月调仓瞄准科技股,Wind
229,2021-11-30,北向资金今日净卖出超34亿元11月累计加仓185亿，贵州茅台连续3日遭抛售,Wind
230,2021-11-30,江西银保监局关于中国人寿保险股份有限公司南昌市昌北支公司地址变更的批复,和讯
231,2021-11-30,广发银行增资扩股新进展：中国人寿签署认购协议 持股比例维持43.686%不变,每日经济新闻
232,2021-11-30,多家险企组团成立中保融信基金 中国人寿为第一大股东,和讯
233,2021-11-30,广发银行增资迎新进展，中国人寿拟出资约80.25亿元，持股43.69%不变,资本邦
234,2021-11-30,大公司动态∣中国人寿、新华保险等成立私募基金公司；李湘王岳伦共同任职公司注销,搜狐
235,2021-11-30,【中证盘前】新力金融提示重组暂停、中止或取消风险,中证报
236,2021-11-30,规范发展第三支柱养老保险，专家建言“三箭齐发”补齐短板,Wind
237,2021-11-30,泰康VS太保：寿险新探花之争,和讯
238,2021-11-30,18家险企成立保险业大基金，意在何为？,Wind
239,2021-11-29,中保融信基金正式成立 注册资本148亿元 中国人寿为第一大股东,中证网
240,2021-11-29,广发银行增资获中国人寿支持：出资约80.25亿元，持股43.686%不变,21世纪经济报道
241,2021-11-29,晚间重要公告2021年11月29日星期一,Wind
242,2021-11-29,梦网科技：子公司中标中国人寿短信服务采购项目,财联社
243,2021-11-29,梦网科技：全资子公司中标中国人寿保险股份有限公司2022-2024年短信服务采购项目,每日经济新闻
244,2021-11-29,广发银行增资扩股新进展：中国人寿掷80亿元增持9.19亿股,和讯
245,2021-11-29,中国人寿80.25亿元认购广发银行9.19亿股股份,乐居财经
246,2021-11-29,中国人寿完成对广发银行增资80.25亿元，每股认购价格8.74元,中华网
247,2021-11-29,中国人寿(601628.SH)：已完成与广发银行股份认购协议签署工作,格隆汇
248,2021-11-29,中国人寿、新华保险等成立私募基金公司，注册资本148亿,搜狐
249,2021-11-29,中国人寿云南省分公司深入沧源县调研乡村振兴工作,云南经济日报
250,2021-11-29,中国人寿云南省分公司到沧源开展“我为群众办实事”实践活动,云南经济日报
251,2021-11-29,半年近百万人离职，五大险企总市值缩水近三成，保险行业怎么了？,钛媒体
252,2021-11-29,中国人寿前三季度新增乡村振兴相关债券投资383亿元,Wind
253,2021-11-29,中国人寿前三季度新增乡村振兴相关债券投资383亿元,中证网
254,2021-11-29,中国人寿2021年前三季度新增乡村振兴相关债券投资383亿元,中国网
255,2021-11-28,非银金融行业周报：监管助推高质量发展 推荐关注非银板块,广发证券
256,2021-11-27,保险Ⅱ：行业渠道销售迎大变革-《征求意见稿》解读,新浪
257,2021-11-26,保险机构微博影响力哪家强？招商信诺人寿跌出前十,新浪
258,2021-11-26,【异动股】中国人寿(02628.HK)跌3.09%,财华社
259,2021-11-26,【行情】港股内险股下挫，中国平安(02318.HK)跌3.14%，中国人寿(02628.HK)跌近3%，中国太保(02601.HK)跌2.69%，中国太平(00966.HK)跌1.41%,金十数据
260,2021-11-26,中国银保监会浙江监管局关于变更中国人寿保险股份有限公司浙江省分公司营业场所的批复,和讯
261,2021-11-26,非银金融行业周报：本周周报地产预期改善提振非银情绪 北交所开市关注券商热度,新浪
262,2021-11-25,保险周榜｜人民保险狂揽两金一银，中国人寿抢占C位,中国银行保险报
263,2021-11-25,中国人寿举牌中国华融H股 持股比例7.26%,和讯
264,2021-11-25,银行保险驻点销售有望重启 市场格局如何演化,新浪
265,2021-11-25,中国人寿重磅推出国寿鑫裕尊享年金保险,搜狐
266,2021-11-25,中国人寿举牌中国华融H股，总计持有中国华融约4.50%股份,资本邦
267,2021-11-25,港股盘前必读：中国人寿举牌中国华融H股持股比例升至7.26%,Wind
268,2021-11-25,深圳国寿举办“首届科技金融节”,深圳商报
269,2021-11-24,中国人寿寿险理赔月报,腾讯网
270,2021-11-24,中国人寿举牌中国华融H股，持股比例7.2609%,Wind
271,2021-11-24,中国人寿举牌中国华融H股 持股比例7.2609%,中证网
272,2021-11-24,第二批公募REITs产品正式发行，平均有效认购倍数超50倍,Wind
273,2021-11-24,喀什银保监分局关于设立中国人寿保险股份有限公司图木舒克市海安镇营销服务部的批复,和讯
274,2021-11-24,保险行业快报：10月寿险保费持续承压 产险增速由负转正,新浪
275,2021-11-24,前10月五家上市险企揽保费2.17万亿元,中国金融新闻网
276,2021-11-24,艾瑞：从特斯拉卖保险说起，大数据将重塑保险业生态,艾瑞咨询
277,2021-11-23,无聊的开门红,新浪
278,2021-11-23,国寿奋斗者|勇担使命，助推公司阔步前行,中国网
279,2021-11-22,晚间重要公告2021年11月22日星期一,Wind
280,2021-11-22,A股五大上市险企前10月揽2.17万亿原保费 同比微降0.93%,中国网
281,2021-11-22,非银金融周报：北交所正式开市 重点关注投行/直投业务占优的券商,新浪
282,2021-11-22,南平银保监分局关于中国人寿浦城营业部第一营销服务部撤销的批复,和讯
283,2021-11-22,江津银保监分局关于中国人寿保险股份有限公司重庆市江津区支公司贾嗣营销服务部变更营业场所的批复,和讯
284,2021-11-21,非银金融行业周报：规范基金投顾业务 拓宽险资投资范围,新浪
285,2021-11-21,非银金融行业：流动性预期边际改善 推荐关注非银板块,广发证券
286,2021-11-20,上市公司正负面新闻2021年11月20日星期六,Wind
287,2021-11-19,近20家险企集中更换董事长、总裁，市场化招聘能否成为转型良方 董监高成员变化,财经网
288,2021-11-19,中国人寿减持杭州银行0.94%股份，减持计划实施完成 拟减持股份,乐居财经
289,2021-11-19,杭州银行(600926.SH)：中国人寿以集中竞价共减持5589.427万股 减持股份,格隆汇
290,2021-11-19,杭州银行(600926.SH)股东中国人寿完成减持 累计减持5589.43万股 减持股份,智通财经
291,2021-11-19,杭州银行：股东中国人寿累计减持0.94%公司股份，减持实施完毕 减持股份,Wind
292,2021-11-19,中国人寿：与国寿成达签订合伙协议的补充协议,Wind
293,2021-11-19,11月19日投资避雷针：因涉嫌内幕交易，证监会对齐翔腾达控股股东立案调查 董监高成员异常事件,财联社
294,2021-11-19,多家大型寿险公司部署“开局战”,新浪
295,2021-11-19,地产股遭险资抛售 中国人寿连续5个季度减持万科A 减持股份,e公司
296,2021-11-19,网红保险产品风光不再，“首月1元”销售模式遇强监管,Wind
297,2021-11-19,中国华融五大战投敲定 工银入局、远洋退出 拟出清两家子公司,21世纪经济报道
298,2021-11-18,中邮人寿社招总经理落定！前人保寿险副总裁李学军任临时负责人,新浪
299,2021-11-18,10月上市险企保费数据点评：低基数导致保费增速边际回暖,华福证券有限责任公司
