,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
46,2021-12-13,传音控股旗下小语种智慧语音助手 获深圳市技术攻关专项资金支持,凤凰网
47,2021-12-13,77股受青睐，北向资金增持额超亿元,证券时报网
48,2021-12-10,传音控股入驻浦东新区博士后创新实践基地,砍柴网
49,2021-12-10,A股资金流向：热门题材炒作升温，新能源集体回暖,Wind
50,2021-12-09,2021年红杉资本调研114家上市公司，元宇宙概念崛起歌尔一路飙升,金融界
51,2021-12-09,"传音控股现2笔大宗交易 共成交6,236.00万元",新浪
52,2021-12-08,传音控股(688036.SH)：2022年度拟向银行申请不超130亿元综合授信额度,格隆汇
53,2021-12-08,"传音控股现2笔大宗交易 共成交6,282.40万元",新浪
54,2021-12-08,传音控股首届信息与隐私安全宣传周圆满落幕,凤凰网
55,2021-12-07,2021中国上市公司软实力巡礼：传音控股价值56.83亿元 排序第83名,搜狐
56,2021-12-07,"传音控股现2笔大宗交易 共成交6,138.80万元",新浪
57,2021-12-07,传音控股今日大宗交易成交40万股，成交价153.47元折价2.0%,Wind
58,2021-12-07,A股早报2021年12月7日星期二,Wind
59,2021-12-07,传音控股12月6日现3笔大宗交易,证券时报网
60,2021-12-06,A股共发生141宗大宗交易成交26.86亿元（12月6日）,Wind
61,2021-12-06,12只科创板股今日大宗交易平台发生交易,证券时报网
62,2021-12-06,"传音控股现3笔大宗交易 共成交18,869.20万元",新浪
63,2021-12-06,北向资金连续4日净买入累计加仓超150亿，大幅抢筹券商、银行股,Wind
64,2021-12-06,大宗交易揭秘：白马股筹码松动，6股获超溢价买入,Wind
65,2021-12-06,A股资金流向：新能源再遭集中抛售，大金融成“避风港”,Wind
66,2021-12-03,2021前三季度连登国内荣誉榜单，出海企业传音控股凭什么？,财经网
67,2021-12-03,传音控股今日大宗交易成交40万股，成交价157.78元折价2.0%,Wind
68,2021-12-03,多维度体现核心竞争力 传音控股荣获两项雇主品牌奖项,凤凰网
69,2021-12-03,传音控股12月2日现2笔大宗交易,证券时报网
70,2021-12-03,大举布局跨年行情，银行理财“剧透”投资主线,Wind
71,2021-12-02,28万亿资金“剧透”A股跨年行情，多条投资主线曝光,Wind
72,2021-12-02,"传音控股现2笔大宗交易 共成交6,097.60万元",新浪
73,2021-12-02,传音控股今日大宗交易成交40万股，成交价152.44元折价2.0%,Wind
74,2021-12-02,跨年行情如何布局？机构普遍看好这三大赛道,Wind
75,2021-12-02,传音控股等60股获20家以上机构调研,证券时报网
76,2021-12-02,9只科创板股获北向资金减仓,证券时报网
77,2021-12-01,传音控股发生2笔大宗交易 合计成交6246.40万元,证券时报网
78,2021-12-01,"传音控股现2笔大宗交易 共成交6,246.40万元",新浪
79,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
80,2021-12-01,隆基降价影响3万亿板块、神秘资金尾盘抢筹股曝光,Wind
81,2021-12-01,中证1000指数创逾4年新高，MSCI指数调整生效日多股异动,Wind
82,2021-11-30,[路演]传音控股：已经发布5G手机 将再接再厉用更好业绩回报投资者,全景网
83,2021-11-30,传音控股接受131家机构调研！短期主力资金净流出，或存在资金分歧,每日经济新闻
84,2021-11-30,沪港通十大成交活跃股排名（11月30日）,Wind
85,2021-11-30,传音控股11月30日大宗交易成交4098.25万元,证券时报网
86,2021-11-30,"传音控股现1笔大宗交易 共成交4,098.25万元",新浪
87,2021-11-30,北向资金今日净卖出超34亿元11月累计加仓185亿，贵州茅台连续3日遭抛售,Wind
88,2021-11-30,传音控股今日大宗交易成交25万股，成交价163.93元折价2.0%,Wind
89,2021-11-29,传音控股发生2笔大宗交易 合计成交6338.80万元,证券时报网
90,2021-11-29,"传音控股现2笔大宗交易 共成交6,338.80万元",新浪
91,2021-11-29,科技硬件周报：功率半导体高景气度有望延续、关注5G+AIOT投资机遇,新浪
92,2021-11-29,A股早报2021年11月29日星期一,Wind
93,2021-11-29,银行理财资金发力权益市场：调研新能源产业链，新关注银行、养殖板块,Wind
94,2021-11-28,银行理财资金调研路线图揭晓，数十家公司股价翻倍,Wind
95,2021-11-28,电子行业周报：估值开始切换 乐观反映明年苹果、MINILED、半导体设备,新浪
96,2021-11-27,外资一周加仓超57亿元，大幅抄底白酒股！茅台又火了...,Wind
97,2021-11-26,"传音控股现8笔大宗交易 共成交67,494.00万元",新浪
98,2021-11-26,传音控股今日大宗交易成交420万股，成交价160.7元折价7.06%,Wind
99,2021-11-26,传音控股11月25日现10笔大宗交易,证券时报网
100,2021-11-25,"传音控股现10笔大宗交易 共成交13,201.60万元",新浪
101,2021-11-25,传音控股今日大宗交易成交40万股，成交价169.34元折价2.0%,Wind
102,2021-11-25,命名蹭热点，多只主题基金申报“碰壁”,Wind
103,2021-11-24,"传音控股现2笔大宗交易 共成交6,820.80万元",新浪
104,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
105,2021-11-24,传音控股今日大宗交易成交40万股，成交价170.52元折价2.0%,Wind
106,2021-11-24,28股受青睐，北向资金增持额超亿元,证券时报网
107,2021-11-24,A股早报2021年11月24日星期三,Wind
108,2021-11-24,传音控股11月23日现10笔大宗交易,证券时报网
109,2021-11-23,"传音控股现10笔大宗交易 共成交18,071.30万元",新浪
110,2021-11-23,深圳对“一带一路”沿线国家和地区，进出口连续12个月保持增长,Wind
111,2021-11-22,"传音控股现9笔大宗交易 共成交19,780.28万元",新浪
112,2021-11-22,解盘：人气回暖，半导体、锂电、摄像头、有色金属领涨,Wind
113,2021-11-22,A股早报2021年11月22日星期一,Wind
114,2021-11-19,"传音控股现12笔大宗交易 共成交41,440.80万元",新浪
115,2021-11-19,传音控股今日大宗交易成交40万股，成交价165.62元折价2.0%,Wind
116,2021-11-19,传音控股前三季度研发投入稳步增加 “剑”指全球新兴市场技术变革新机遇,砍柴网
117,2021-11-19,探索财富密码｜“非洲之王”上市2年市值翻一番，中国手机厂商传音控股下一站在哪？,财经网
118,2021-11-19,福日电子：传音控股是公司控股子公司中诺通讯的客户之一，截止2021年10月31日，公司传音手机的出货量约为200万台,每日经济新闻
119,2021-11-19,A股早报2021年11月19日星期五,Wind
120,2021-11-19,传音控股11月18日现9笔大宗交易,证券时报网
121,2021-11-18,每经19点|中共中央发出通知，部署党的二十大代表选举工作；传音控股大宗交易成交11.5亿元；水庆霞担任中国女足主教练,每日经济新闻
122,2021-11-18,"传音控股现9笔大宗交易 共成交114,992.39万元",新浪
123,2021-11-18,透视大宗交易：11月18日共成交179笔，传音控股成交11.5亿元,每经网
124,2021-11-17,"传音控股现1笔大宗交易 共成交5,137.80万元",新浪
125,2021-11-17,A股资金流向：赛道股集体反弹，资金抢筹新能源龙头,Wind
126,2021-11-17,传音控股：源科基金累计减持股份829.15万股 减持股份,中国经济网
127,2021-11-16,传音控股：源科基金减持约829万股 减持股份,每日经济新闻
128,2021-11-16,传音控股(688036.SH)：源科基金累计减持股份达1.03% 减持股份,格隆汇
129,2021-11-16,传音控股(688036.SH)：源科基金减持比例达1.03% 持股降至9.85% 减持股份,智通财经
130,2021-11-16,传音控股：源科基金减持1.03%公司股份 减持股份,Wind
131,2021-11-16,"传音控股现1笔大宗交易 共成交4,939.20万元",新浪
132,2021-11-16,传音控股今日大宗交易成交30万股，成交价164.64元折价2.0%,Wind
133,2021-11-16,前三季度业绩表现亮眼，传音控股遭源科基金减持“套现”超10亿元 减持股份,资本邦
134,2021-11-16,传音控股入选“全国制造业单项冠军”,凤凰网
135,2021-11-15,传音控股大宗交易成交50.00万股 成交额7805.50万元,证券时报网
136,2021-11-15,"传音控股现1笔大宗交易 共成交7,805.50万元",新浪
137,2021-11-15,电子行业周报：杂音干扰的旺季VS乐观看待的明年,新浪
138,2021-11-13,MSCI“购物车”再添多只科创板股票，今年超三千亿北向资金流入A股,Wind
139,2021-11-12,MSCI“购物车”再添多只科创板股票，今年超三千亿北向资金流入A股,21世纪经济报道
140,2021-11-12,解读传音控股2021年第三季度财报：不止于非洲，未来将探索更多可能性,和讯
141,2021-11-12,A股资金流向：权重股回调，题材炒作继续升温,Wind
142,2021-11-12,50只新纳入！MSCI公布大消息，本次调整有何变化？,证券之星
143,2021-11-12,传音控股（688036）：放量上涨，量比大于3,每日经济新闻
144,2021-11-12,北向资金最新持有科创板股明细,证券时报网
145,2021-11-11,A股资金流向：权重与题材共振上扬,Wind
146,2021-11-10,电子行业2021年三季报回顾：板块分化 回调为主,新浪
147,2021-11-09,14只科创板股获北向资金减仓,证券时报网
148,2021-11-08,电子周报：半导体制造年会再次强调供应链安全 汽车电子持续景气,新浪
149,2021-11-05,角逐全球新兴市场，传音控股供应链管理优势凸显,砍柴网
150,2021-11-04,海外机构争相调研机器人龙头，机械设备行业备受关注,Wind
151,2021-11-04,社保基金持有39只科创板股：新进16股，增持12股,证券时报网
152,2021-11-03,科创板月报：三季报收入维持高增 机构持仓持续加码,新浪
153,2021-10-31,传音控股Q3毛利率下滑 原材料紧缺为主因 移动互联网业务成未来增长引擎 盈利能力下降,财联社
154,2021-10-29,【中信建投电子|刘双锋&雷鸣团队】传音控股(688036)：三季度业绩高速增长，盈利能力持续提升,中信建投电子研究
155,2021-10-29,社保基金持有34只科创板股：新进13股，增持11股,证券时报网
156,2021-10-29,175股获券商买入评级，恒力石化目标涨幅达226.03%,Wind
157,2021-10-27,A股资金流向：新能源板块虹吸效应显著,Wind
158,2021-10-27,【公司点评】传音控股：21Q3业绩创新高，多项业务齐头并进,吉森电子研究
159,2021-10-27,国金证券维持传音控股买入评级：业绩表现亮眼，盈利能力有望持续修复,每日经济新闻
160,2021-10-27,国金证券：给予传音控股买入评级，目标价位243.0元,证券之星
161,2021-10-27,信达证券维持传音控股买入评级：三季报超预期，智能机业务再创新高,每日经济新闻
162,2021-10-27,社保基金三季度新进5只科创板股 增持1股,证券时报网
163,2021-10-26,上海证券给予传音控股买入评级：盈利能力依旧优秀，非洲之王成长持续,每日经济新闻
164,2021-10-26,业绩快报丨未受疫情影响？传音控股第三季度营收、净利再创单季新高,36氪
165,2021-10-26,传音控股加速移动互联布局 前三季度业绩稳步增长,凤凰网
166,2021-10-26,民生证券：给予传音控股买入评级,证券之星
167,2021-10-26,传音控股三季度净利增长33%，单季净利创新高,阿尔法工场
168,2021-10-26,传音控股前三季度业绩稳步增长 获外资机构持续加仓,发布易
169,2021-10-26,传音控股披露2021年三季报 实现营收357.73亿元,资本邦
170,2021-10-26,A股异动 | 传音控股(688036.SH)涨逾4% 第三季度净利增33.29%至11.499亿元,格隆汇
171,2021-10-26,传音控股(688036)：智能机出海一枝独秀 连续两季净利超预期,新浪
172,2021-10-25,传音控股前三季度净利润同比增长47.49%,上证报
173,2021-10-25,传音控股：第三季度净利11.5亿元 同比增长33%,财联社
174,2021-10-25,传音控股：第三季度净利润11.5亿元 同比增33.29%,e公司
175,2021-10-25,图解传音控股三季报：第三季度单季净利润同比增33.29%,证券之星
176,2021-10-25,传音控股(688036.SH)：第三季度净利增33.29%至11.499亿元,格隆汇
177,2021-10-25,传音控股：前三季度净利润28.82亿元 同比增长47.49%,财联社
178,2021-10-25,传音控股：第三季度净利润同比增长33.29%,Wind
179,2021-10-25,传音控股：前三季度净利润同比增长47.49%,Wind
180,2021-10-25,A股资金流向（10月25日）：碳中和再成市场共识，“风光车储”全线开花,Wind
181,2021-10-25,传音控股将在吉布提布局国际自由贸易区海外仓 打造在非发展新支点,凤凰网
182,2021-10-22,A股资金流向（10月22日）：外资连续两日净入百亿撑起盘面，核心资产成最大赢家,Wind
183,2021-10-22,中信证券：维持对苹果、小米、传音控股三家整机公司长期看好的观点,第一财经
184,2021-10-21,稳步上升！传音控股登榜2021中国品牌500强,凤凰网
185,2021-10-20,沪股通昨日加仓16只科创板股,证券时报
186,2021-10-19,13只科创板股获北向资金加仓,证券时报
187,2021-10-18,A股资金流向（10月18日）：双重“利空”来袭，大消费不敌新能源让出“C位”,Wind
188,2021-10-18,传音控股专业影像新机发布 三季度迎众多机构调研,凤凰网
189,2021-10-18,A股早报2021年10月18日星期一,Wind
190,2021-10-15,电子行业2021年四季度投资策略：消费电子环比改善 布局低估值龙头半导体持续关注国产替代,新浪
191,2021-10-15,A股共发生98宗大宗交易成交14.85亿元（10月15日）,Wind
192,2021-10-15,"传音控股现2笔大宗交易 共成交28,020.00万元",新浪
193,2021-10-15,透视大宗交易：10月15日共成交98笔，传音控股成交2.8亿元,每经网
194,2021-10-15,传音控股今日大宗交易成交200万股，成交价140.1元溢价0.21%,Wind
195,2021-10-15,传音控股跌3.39% 中信证券华创证券高点唱多,中国经济网
196,2021-10-15,传音控股下半年动作不断，紧抓新兴市场移动互联网浪潮,中投网
197,2021-10-14,A股资金流向（10月14日）：主线之争！新能源KO消费暂时领先,Wind
198,2021-10-13,“非洲版抖音”Vskit，用美妆特效激活非洲短视频创作,凤凰网
199,2021-10-13,2只科创板股获北向资金减持超千万元 减持股份,证券时报
200,2021-10-12,上海证券电子行业周报：电源管理芯片行业跟踪整理,新浪
201,2021-10-12,三季度以来41家手机产业链公司被机构调研,中证网
202,2021-10-11,传音控股、富通信息、永鼎股份、亨通光电、长飞光纤涨逾10%，通信ETF（515880）涨超2.5%,资本邦
203,2021-10-11,电子行业周报：台股营收透露曙光、先蹲后跳静待佳音,新浪
204,2021-10-11,前三季度机构调研热情高涨，迈瑞医疗被“翻牌”最多,Wind
205,2021-10-09,数字经济成中非合作新亮点，传音控股再度迎来当打之年,砍柴网
206,2021-10-08,传音控股接受230家机构调研，孵化移动互联网产品出海,阿尔法工场
207,2021-10-08,传音控股(688036.SH)：拟使用不超15亿元闲置募集资金进行现金管理,格隆汇
208,2021-10-08,电子行业2021年三季报业绩展望：消费电子环比业绩改善 半导体国产替代持续,新浪
209,2021-10-03,重回年初起点，科创板2021年前三季度榜单全面揭晓,Wind
210,2021-10-01,重回年初起点，科创板前三季度榜单全面揭晓！,Wind
211,2021-09-30,电子行业重大事项点评：限电限产政策对电子行业当前影响简析,新浪
212,2021-09-30,传音控股跌3.47% 中信证券华创证券高点唱多,中国经济网
213,2021-09-29,互联网出海系列报告之一：游戏新航海时代,新浪
214,2021-09-29,A股资金流向（9月29日）：节前资金避险欲望强烈，银行股获青睐,Wind
215,2021-09-27,2021中国民营企业500强榜单出炉 传音控股再上新高,砍柴网
216,2021-09-26,电子行业周报：杂音频传、信心受挫；先蹲后跳、静待佳音,新浪
217,2021-09-26,2021传音控股海外硬核突围：非洲市场上的“六边形战士”如何炼成,砍柴网
218,2021-09-26,下周1003亿市值限售股解禁，环比减少22.37% 解禁,Wind
219,2021-09-24,上海证券电子行业日报：闻泰科技TWS产品进入试产,新浪
220,2021-09-23,A股资金流向（9月23日）：电力、资源股出现强分歧,Wind
221,2021-09-22,传音控股：240万股限售股9月30日上市流通 解禁,Wind
222,2021-09-22,研发管理工具ONES完成C轮5000万美元融资,Wind
223,2021-09-17,新纳入富时罗素相关指数个股尾盘异动，生效日效应提前了？,Wind
224,2021-09-15,A股资金流向（9月15日）：“打地鼠”行情愈演愈烈，新能源“王位”难以撼动,Wind
225,2021-09-14,传音控股2021年中报：非洲市场稳健增长，南亚等新市场持续突破,中投网
226,2021-09-13,上海证券电子行业周报：功率半导体产业半年报梳理,新浪
227,2021-09-10,传音控股今日大宗交易成交12.89万股，成交价148.0元溢价0.0%,Wind
228,2021-09-10,电子行业2021年中报总结：板块增速分化 自下而上关注细分龙头,新浪
229,2021-09-09,A股资金流向（9月9日）：资源股炒作进入高潮期，铜、黄金挖掘补涨,Wind
230,2021-09-09,传音控股：非洲不稳定因素不影响手机需求，暂无明确计划进入中国,21世纪经济报道
231,2021-09-08,A股资金流向（9月8日）：券商股内部轮动加快，白酒、光伏龙头被抛售,Wind
232,2021-09-07,传音控股跌3.02% 中信证券申银万国2周前喊买,中国经济网
233,2021-09-07,A股资金流向（9月7日）：资源、金融双轮驱动，追高资金享受溢价,Wind
234,2021-09-07,上海证券电子行业日报：《“十四五”工业绿色发展规划》有望加快发布,新浪
235,2021-09-06,传音控股今日大宗交易成交82万股，成交价150.0元折价1.23%,Wind
236,2021-09-06,A股资金流向（9月6日）：消费、金融齐发力，创业板龙头获抢筹,Wind
237,2021-09-04,2021年9月份上海证券研究所投资组合报告,新浪
238,2021-09-03,传音控股：目前公司手机产品暂无明确计划进入中国市场,Wind
239,2021-09-03,传音控股通过BSI ISO 27001及ISO 27701双认证,美通社
240,2021-09-03,传音控股(688036)：非洲手机之王 移动互联网隐形龙头,新浪
241,2021-09-03,科创板公司上半年研发费率均值达14% 合计盈利433亿科创50成分股贡献近半,长江商报
242,2021-09-03,持仓市值骤增，科创板获外资大举加仓,Wind
243,2021-09-02,从技术创新到跨文化沟通，传音控股诠释中国品牌实力,投资家
244,2021-09-02,电子行业日报：碳化硅国产化企业山东天岳上半年业绩增长显着,新浪
245,2021-09-02,中金：给予传音控股跑赢大盘的初始评级，目标价208.80元。,新浪
246,2021-09-01,调研记录|传音控股（688036.SH）：与国内多家头部互联网公司进行出海战略合作 积极实施多元化战略布局，夯实非洲手机王者地位,智通财经
247,2021-09-01,传音控股通过ISO 27001及ISO 27701双重认证，信息安全和隐私保护管理体系全面升级,凤凰网
248,2021-08-30,电子行业行业周报：闻泰科技趋势渐起 澜起科技引领DDR5代际替换,光大证券
249,2021-08-30,327股获券商买入评级，中国平安目标涨幅达110.58%,Wind
250,2021-08-30,港股盘前必读：人工智能独角兽商汤科技向港交所递交上市申请,Wind
251,2021-08-29,周末影响A股十大事件来了！,Wind
252,2021-08-29,传音控股(688036)：上半年利润高增长 多元化战略布局加速,新浪
253,2021-08-28,券商首次关注8股并给予买入评级（8月28日）,Wind
254,2021-08-28,西南证券首予传音控股买入评级：业绩高速增长，新兴市场开拓顺利,每日经济新闻
255,2021-08-28,63家手机产业链公司披露半年报，逾九成盈利,Wind
256,2021-08-27,晚间要闻2021年8月27日星期五,Wind
257,2021-08-27,科创50指数进行三季度调样，样本市值占比提升3个百分点,Wind
258,2021-08-26,传音控股(688036)：上半年业绩符合预期 积极开拓新兴市场,新浪
259,2021-08-26,德邦证券维持传音控股买入评级：双拓战略带来大幅增长，移动互联业务构建长期空间,每日经济新闻
260,2021-08-26,新时代证券维持传音控股强烈推荐评级：智能机渗透率持续提升，多品牌策略进入良性发展阶段,每日经济新闻
261,2021-08-26,传音控股跌4.16% 中信证券申银万国刚喊买,中国经济网
262,2021-08-26,稳占“非洲机皇”，传音控股“闪耀”新兴市场,和讯
263,2021-08-26,A股资金流向（8月26日）：资金集体出逃大金融、大消费板块,Wind
264,2021-08-26,传音控股：移动互联业务不断加速！,砍柴网
265,2021-08-26,上证电子行业日报：MINI+LED版MACBOOK+PRO即将面世,新浪
266,2021-08-26,传音控股(688036)中报点评：2021H1业绩亮眼 积极备货满足新市场需求,国海证券
267,2021-08-26,传音控股上半年实现营收228.53亿元 同比增长65.06%,C114通信网
268,2021-08-26,业绩快报 | 手机卖到非洲、南亚，传音控股上半年净利润翻倍,36氪
269,2021-08-26,“非洲手机之王”延续增长态势 传音控股上半年营收净利双增,中证网
270,2021-08-26,传音控股(688036)点评：内控抵消成本上涨压力 2021Q2净利再超预期,新浪
271,2021-08-25,传音控股(688036)：主营业务经营稳健 全球份额持续扩张,新浪
272,2021-08-25,【华西电子孙远峰团队—持续推荐传音控股】上半年业绩高增，多维完善商业生态,远峰电子
273,2021-08-25,快速扩张叠加原材料涨价，传音控股毛利率两年下滑10个百分点 盈利能力下降,第一财经
274,2021-08-25,简评：立讯精密、金博股份、传音控股、汇川技术,证券之星
275,2021-08-25,传音控股：巩固新兴市场领先地位，加快产品多元化布局,搜狐
276,2021-08-25,传音控股发半年报股价跌8.54% 现金流为负研发费率降 盈利能力下降,中国经济网
277,2021-08-25,国金证券给予传音控股买入评级，H1业绩亮眼，新兴市场&移动互联快速放量,每日经济新闻
278,2021-08-25,外资周报第95期：TAPER预期发酵 交易盘大幅外流,新浪
279,2021-08-25,1500亿巨头闪崩，20CM大跌！千亿中字头股崛起,Wind
280,2021-08-25,民生证券维持传音控股推荐评级，传音控股2021年中报业绩点评：上半年业绩高增，手机出货跻身全球第六,每日经济新闻
281,2021-08-25,半年报解读|光靠“走量” 传音控股毛利率遭遇三连降 盈利能力下降,财联社
282,2021-08-24,晚间重要公告2021年8月24日星期二,Wind
283,2021-08-24,晚间公告｜8月24日这些公告有看头,第一财经
284,2021-08-24,传音控股2021年上半年实现净利润17.28亿元，同比大幅增长57.94%,经济观察网
285,2021-08-24,传音控股(688036.SH)：上半年净利增58.71%至17.32亿元,格隆汇
286,2021-08-24,传音控股：上半年净利润17.32亿元 同比增58.71%,e公司
287,2021-08-24,传音控股：上半年净利润同比增长58.71%,Wind
288,2021-08-23,A股资金流向（8月23日）：赛道股强劲反弹，资金再度高位介入,Wind
289,2021-08-23,2021Q2海外半导体核心企业业绩解读,吉森电子研究
290,2021-08-23,港股盘前必读：港交所将于10月18日推出MSCI中国A50互联互通指数期货,Wind
291,2021-08-22,下周操盘攻略：调整是长期布局主线机会,Wind
292,2021-08-22,【传音控股（688036.SH）】非洲市场手机王者，互联网和配件业务前景可期——投资价值分析报告（刘凯/石崎良）,光大证券
293,2021-08-22,啥情况？千亿大牛股被富时罗素踢出群，原因竟是这个！,Wind
294,2021-08-20,未来五年A股预期回报率高于美股！贝莱德这样看中国市场投资机会,Wind
295,2021-08-20,传音控股多元布局打通线上线下，紧抓非洲数字化转型关键机遇,砍柴网
296,2021-08-19,景气度提升！电信运营商回A，新一轮5G建设开启,Wind
297,2021-08-19,科创板半年报陆续出炉：半导体、新能源火热，北向资金大举加仓,Wind
298,2021-08-18,科创板半年报陆续出炉：半导体、新能源赛道持续火热，北向资金大举加仓,21世纪经济报道
299,2021-08-18,中信证券晨会,新浪
300,2021-08-18,中信证券：维持对苹果、小米、传音控股三家整机公司长期看好观点,财联社
301,2021-08-18,中信证券：7月国内智能手机出货恢复正增长，下半年关注荣耀带来的格局变化,Wind
302,2021-08-17,上证科创板新一代信息技术指数正式发布，后市影响几何？,资本邦
303,2021-08-16,传音控股现1笔大宗交易 共成交208.33万元,新浪
304,2021-08-16,传音控股今日大宗交易成交1.20万股，成交价173.61元折价2.0%,Wind
305,2021-08-16,电子行业周报：小米移动互联网业务概览,新浪
306,2021-08-16,电子行业周报：《周观点》系列 7月国内手机出货量回暖 半导体交期进一步拉长,新浪
307,2021-08-16,32股受青睐，北向资金增持额超亿元,证券时报网
308,2021-08-14,明星基金密集出手！公募最新调研情况来了,Wind
309,2021-08-13,电连技术：传音控股是公司的客户,每日经济新闻
310,2021-08-12,摩根士丹利：给予传音控股超配的初始评级，目标价220元。,新浪
311,2021-08-11,传音控股：累计收到政府补助2.77亿元,中证网
312,2021-08-11,传音控股：公司及其控股子公司获得政府补助共计约2.77亿元,每日经济新闻
313,2021-08-11,传音控股(688036.SH)及子公司过往10个月累计获政府补助2.77亿元,智通财经
314,2021-08-10,A股资金流向（8月10日）：白酒龙头“旧神归来”，盐湖股份遭主力减仓超百亿,Wind
315,2021-08-10,上海证券电子行业日报：进出口数据提振国产品牌出海预期,新浪
316,2021-08-10,上证电子行业周报：人工智能发展助推FPGA成长,新浪
317,2021-08-09,A股资金流向（8月9日）：市场复刻上周一行情，资金青睐大金融板块,Wind
318,2021-08-07,下周两市1524亿元市值限售股解禁，环比增加341.53%,Wind
319,2021-08-05,8只科创板股获北向资金加仓,证券时报网
320,2021-08-04,传音控股(688036.SH)169.095万股限制性股票将于8月9日上市流通,智通财经
321,2021-08-04,【银河科创板吴砚靖/邹文倩/李璐昕】行业动态 2021.7丨硬科技属性坚挺，掘金“科创牛”正当时,中国银河证券研究
322,2021-08-03,A股资金流向（8月3日）：高切低趋势日渐明朗，新能源产业链集体遭抛售,Wind
323,2021-08-03,中国银河：硬科技属性坚挺，掘金“科创牛”正当时,资本邦
