,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
78,2021-12-04,4000亿“免税茅”H股上市按下暂停键，此前已通过港交所上市聆讯,Wind
79,2021-12-04,什么情况？4000亿“免税茅”H股上市按下暂停键，此前已通过港交所上市聆讯,证券时报
80,2021-12-04,突发！4000亿巨头暂停港股上市！一周前刚刚通过聆讯,中证报
81,2021-12-04,社会服务行业2022年度投资策略：迎接复苏,新浪
82,2021-12-04,Wind风控日报2021年12月4日星期六,Wind
83,2021-12-04,北上资金年度净买入刷新历史纪录,Wind
84,2021-12-03,公告精选：中国中免决定暂缓H股发行上市进程；广东省政府约谈恒大,e公司
85,2021-12-03,12月4日上市公司重要公告集锦：比亚迪11月份新能源汽车销量同比增241.77%,证券日报之声
86,2021-12-03,中国中免暂缓H股发行上市 后续安排视市场情况确定,e公司
87,2021-12-03,晚间重要公告2021年12月3日星期五,Wind
88,2021-12-03,中国中免暂缓H股上市 股价已较高点下跌近半,每日经济新闻
89,2021-12-03,中国中免：疫情影响下资本市场持续低迷，暂缓H股发行上市,澎湃新闻
90,2021-12-03,中国中免：暂缓H股发行上市进程,Wind
91,2021-12-03,休闲服务2022年投资策略：文旅经济波动回暖 行业出清龙头凸显,新浪
92,2021-12-03,海口美兰机场T2免税店开业 中国中免持续扩张海南免税市场版图,上证报
93,2021-12-03,“一九”行情会否重演，机构重仓股成岁末博弈点,Wind
94,2021-12-02,“植发第一股”雍禾医疗港股IPO认购 年末港股打新掀高潮,e公司
95,2021-12-01,社会服务行业2022年度策略报告：后疫情时代 行业仍有春天,光大证券
96,2021-12-01,华西策略：最新“外资”持股结构剖析,证券之星
97,2021-12-01,休闲服务行业2022年上半年投资策略报告：疫情扰动不改长期逻辑 关注低位布局机会,新浪
98,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
99,2021-12-01,"""机场茅""重磅重组定了！191亿收购三大资产",Wind
100,2021-11-30,2021中国上市公司软实力巡礼：中国中免价值214.37亿元 排序第23名,搜狐
101,2021-11-30,12月2日中老铁路开通，相关概念股将受益,凤凰网
102,2021-11-30,中国中免赴港上市的“天时”之辨,e公司
103,2021-11-30,资本邦境外IPO周报 | 网易云音乐在港上市在即，空气净化器厂商AeroClean赴美上市首日收涨7倍,资本邦
104,2021-11-30,餐饮旅游行业周报：新型毒株扰动不必悲观 把握低位配置机会,新浪
105,2021-11-30,休闲服务行业周观点：新变异病毒OMICRON来势凶猛 旅游行业复苏再次迎来疫情考验,新浪
106,2021-11-30,中信建投：中国中免通过港交所上市聆讯 望抢占全球免税业广阔增量空间 中信建投认为，中国中免本次港股IPO募集资金，预计将深化上游供应链和国内外市场的竞争优势，加强核心能力建设，吸引并保留高素质的战略人,财联社
107,2021-11-29,中国中免大宗交易成交304.95万元,证券时报网
108,2021-11-29,港股上市，中国中免如何凭硬实力俘获全球投资者的芳心？,凤凰网
109,2021-11-29,中国中免现1笔大宗交易 共成交304.95万元,新浪
110,2021-11-29,休闲服务行业周报：关注新冠变种病毒传播情况,新浪
111,2021-11-29,A股资金流向：赛道股再度大涨“吸金”,Wind
112,2021-11-29,社会服务行业周报：疫情影响行业调整 布局弹性标的,新浪
113,2021-11-29,社服周报：南非新型新冠变种及国内部分反复或仍冲击行业 中免港股募资计划持续扩规模及延伸产业链,新浪
114,2021-11-29,港股IPO周报 | 微博启动招股，中国中免、雍禾医疗等7家新股通过聆讯,证券之星
115,2021-11-29,“喝酒”的张坤、刘彦春、萧楠、王宗合能翻身吗？,Wind
116,2021-11-29,聚焦海南国际旅游岛欢乐节，免税、旅游行业有望受益，机构推荐这些核心标的,财联社
117,2021-11-29,4000亿“免税茅”香港上市倒计时,国际金融报
118,2021-11-28,深度 | 中国中免(601888)：H股招股书更新分析：免税有税齐头并进，海南经营面积将大幅扩充,中信建投证券研究
119,2021-11-27,休闲服务行业本周资金流出榜：11股净流出资金超千万元,证券时报网
120,2021-11-26,3700亿灰飞烟灭！白马龙头创年内新低，股价重挫47%,搜狐
121,2021-11-26,35股收盘价创年内最低，回撤最高70%以上,Wind
122,2021-11-26,高瓴重金押注新能源之王！外资最宠爱银行小白马(名单),Wind
123,2021-11-26,北向资金动向盘点：打一枪换一个地方,Wind
124,2021-11-26,35股收盘价创年内最低，回撤最高70%以上,证券时报网
125,2021-11-26,6万股民不要误断，妖股九连板后重要提示！交易所灵魂拷问，是否故意拉股价？,新浪
126,2021-11-26,陆家嘴财经早餐2021年11月26日星期五,Wind
127,2021-11-25,A股资金流向：题材股退潮，资金再度开启高切低模式,Wind
128,2021-11-25,新股解读|中国中免：年赚超70亿元，一个“免税茅”的资本故事,智通财经
129,2021-11-25,高盛：明年沪深300挑战5500点！看好这些板块,Wind
130,2021-11-25,4000亿免税茅股价创年内新低，市值接近腰斩，刘彦春单日亏1.6亿,AI财经社
131,2021-11-25,社会服务行业周报(第四十五周)：老乡鸡冲击上市 双十一表现平淡,新浪
132,2021-11-24,中国中免现1笔大宗交易 共成交662.97万元,新浪
133,2021-11-24,北向资金连续4日净买入累计加仓超170亿，批量扫货白酒股,Wind
134,2021-11-24,中国中免今日大宗交易成交3万股，成交价220.99元溢价0.0%,Wind
135,2021-11-24,赴港IPO在即，“免税茅”值得期待吗？｜科股,钛媒体
136,2021-11-24,沃尔玛将关内地首店；Q3快手电商GMV1758亿；海底捞筹资23亿,搜狐
137,2021-11-24,北向资金动向盘点：重手净买非银,Wind
138,2021-11-23,4000亿“免税茅”香港上市通过聆讯，被传募资额大幅缩水,国际金融报
139,2021-11-23,联商头条：寺库市值缩水超90％ 格力实行双休,联商网
140,2021-11-23,北向资金连续3日加仓累计扫货近150亿，宁德时代11月累计净买入超百亿,Wind
141,2021-11-23,中国中免通过港交所聆讯，2021年第三季度营收下滑 盈利能力下降,乐居财经
142,2021-11-23,中国中免发布公告 获证监会核准发行境外上市外资股,钢企网
143,2021-11-23,中免香港上市通过聆讯 中国免税业迎来海外时代？,新浪
144,2021-11-23,中国中免通过港交所上市聆讯 今年前五个月净利润超58亿,中华网
145,2021-11-23,港股IPO|全球旅游零售业龙头中国中免通过聆讯 外界料集资规模50亿美元,财联社
146,2021-11-23,中国中免开始评估投资者对其香港上市计划的需求,Wind
147,2021-11-22,中国中免通过港交所上市聆讯，预计融资390亿港元,阿尔法工场
148,2021-11-22,晚间要闻2021年11月22日星期一,Wind
149,2021-11-22,中国中免通过港交所上市聆讯 有望抢占全球免税市场增量空间,中证网
150,2021-11-22,中国中免通过港交所上市聆讯：今年前五个月净利58.03亿,澎湃新闻
151,2021-11-22,中国中免通过港股聆讯：年营收526亿 3个月市值蒸发超千亿,搜狐
152,2021-11-22,IPO | 中国中免通过港交所上市聆讯，2020年零售销售额位列全球第一,资本邦
153,2021-11-22,【新股IPO】中国中免通过港交所聆讯,和讯
154,2021-11-22,新股消息 | 中国中免通过港交所聆讯，占全球旅游零售行业市场份额22.6%,智通财经
155,2021-11-22,中国中免通过港交所上市聆讯 今年前五月净利润58.03亿,观点地产网
156,2021-11-22,每经19点|北京市国资委主任：积极动员和推动符合条件的企业到北交所上市；中国中免通过港交所上市聆讯；雪梨发布致歉信：及时补缴税款,每日经济新闻
157,2021-11-22,据港交所文件：中国中免通过港交所上市聆讯,贝壳财经
158,2021-11-22,据港交所文件，中国中免通过港交所上市聆讯,Wind
159,2021-11-22,休闲服务行业周报：港交所举行上市聆讯 中免H股上市在即,华福证券有限责任公司
160,2021-11-22,消费者服务周报：疫情进入扫尾阶段 关注旅游酒店后续复苏,新浪
161,2021-11-22,【国信社服|双周报19期】香港积极推进与内地通关，中国中免港股上市获批,光仔看消费
162,2021-11-21,传中国中免获准在香港上市，募资规模大缩减至320-383亿元,腾讯网
163,2021-11-21,下周操盘攻略：波动将明显加剧,Wind
164,2021-11-21,社会服务行业周报：中免在港上市聆讯 餐饮社零数据环比改善,新浪
165,2021-11-19,全球旅游业复苏滞后 中国中免海外扩张先行,36氪
166,2021-11-18,中国中免：公司本次拟发行的H股股数不超过本次发行后公司总股本的 8%（超额配售权行使前）,每日经济新闻
167,2021-11-18,中国中免：公司线上购物平台均可在鸿蒙系统上运行,每日经济新闻
168,2021-11-18,市场要闻丨中免预计在港募资50亿美元，较早前传出规模大幅下调,36氪
169,2021-11-18,沃尔玛Q3净利跌40%；言几又再关店；联合利华或出售茶业务；看点直播关闭 资产异常,搜狐
170,2021-11-18,中国中免在港第二上市计划已获港交所批准 集资较早前传出规模大幅下调,中华网
171,2021-11-18,【行情】上证50指数跌超1.2%，贵州茅台、招商银行、海天味业、中国中免等权重股集体走低,金十数据
172,2021-11-18,每日理财观察：央行进一步规范和加强中央银行存款账户管理,Wind
173,2021-11-18,社会服务行业：云开雾散终有时 磨砻砥砺待月明,新浪
174,2021-11-18,【中证盘前】11天6板，合力科技称不直接涉及新能源汽车；香港联交所审议中国中免H股IPO申请；马斯克连续7日减持特斯拉 减持股份,中证报
175,2021-11-17,公告精选丨阿里巴巴4000万元投资大众出行，香港联交所已审议中国中免H股IPO申请,21世纪经济报道
176,2021-11-17,【新股IPO】中国中免：港交所已审阅其上市申请,和讯
177,2021-11-17,中国中免最新公告：香港联交所审议公司发行境外上市外资股（H股）,证券之星
178,2021-11-17,中国中免(601888.SH)：香港联交所已审议公司H股IPO申请,智通财经
179,2021-11-17,中国中免：香港联交所审议公司发行境外上市外资股（H股）,Wind
180,2021-11-17,餐饮旅游行业：新冠药刺激反弹 静待基本面拐点,新浪
181,2021-11-17,2021年10月社零数据点评：需求环比明显回暖 M型消费趋势延续,新浪
182,2021-11-17,中国中免已获港交所批准在香港上市 预计募资50亿美元,新浪
183,2021-11-17,消息称中国中免通过港交所上市聆讯,Wind
184,2021-11-17,中信建投社服商贸2022年策略：供给端内功优化，需求端蓄势待发,Wind
185,2021-11-16,中国中免(601888.SH)：刊发H股发行聆讯后资料集,格隆汇
186,2021-11-16,"中国中免现1笔大宗交易 共成交1,006.20万元",新浪
187,2021-11-16,北向资金再度加仓近42亿连续4日净买入，批量扫货白酒医药股,Wind
188,2021-11-16,中国中免今日大宗交易成交4.30万股，成交价234.0元溢价0.0%,Wind
189,2021-11-16,休闲服务行业周报,新浪
190,2021-11-16,社会服务行业周报：双十一销售增速回落 关注冬奥板块行情,新浪
191,2021-11-16,中国中免等31股获北向资金增持额超亿元,证券时报网
192,2021-11-16,北向资金动向盘点：底部净买医药,Wind
193,2021-11-16,新能源概念突然“哑火”，汽车零部件板块延续强势,Wind
194,2021-11-15,商社行业：海南持续释放免税支持政策 美国开放边境推动国际客流复苏,新浪
195,2021-11-15,天风证券：给予中国中免买入评级,证券之星
196,2021-11-15,天风证券维持中国中免买入评级：首次公开发行H股获证监会批复，有望持续巩固免税龙头地位，深化上游供应链及海外市场竞争优势,每日经济新闻
197,2021-11-15,数据复盘｜北向资金加仓中国中免、隆基股份等 龙虎榜机构抢筹28股,证券时报网
198,2021-11-15,北向资金今日净流入超33亿元，中国中免获加仓6.29亿元,第一财经
199,2021-11-15,北水卖出腾讯超9亿港元，买入融创中国超4亿港元；南水买入中国中免超6亿元,富途证券
200,2021-11-15,北向资金丨中国中免获净买入超6亿元,第一财经
201,2021-11-15,北向资金全天净买入33.82亿元 中国中免净买入6.29亿元,新浪
202,2021-11-15,中国中免今日获北向资金净买入6.29亿元,e公司
203,2021-11-15,北向资金连续3日净买入累计加仓近160亿，中国中免获净买入超6亿元,Wind
204,2021-11-15,联商商场周报：嘉里中心400亿上海拿地 万科刘肖被罚千万,联商网
205,2021-11-15,中国中免：公司H股目前尚未发行,每日经济新闻
206,2021-11-15,中国中免：截至2021年6月，中免会员总数超过1350万人,每日经济新闻
207,2021-11-15,财信证券美容护理、社服零售行业2021年11月月度报告：高景气赛道龙头优势显著，旅游复苏预期边际增强,财信证券研究
208,2021-11-15,商办 | 文旅部试点文旅示范园区，浙商资产拍得204亿资产包，普洛斯新一期基金完成募集,中指院
209,2021-11-14,下周操盘攻略：冬季躁动”渐入佳境,Wind
210,2021-11-13,IPO留言板 | “港股快运第一股”上市首日破发；中国中免H股发行获证监会批复；强生计划分拆为两个上市公司,36氪
211,2021-11-13,中国中免最快下周二在港上市聆讯，或与路易威登合作开设中国首家免税店,新浪
212,2021-11-12,北向资金再度加仓超36亿，东方财富本周净买入近28亿,Wind
213,2021-11-12,联商头条：天猫京东双11销售创新高 星巴克中国官宣14薪,联商网
214,2021-11-12,传路易威登考虑与中国中免合作开海南免税店,观点地产网
215,2021-11-12,传路易威登考虑与中国中免合作开设海南免税店,观点地产网
216,2021-11-12,10家上市旅企走在分岔路口：逃不脱的疫情，躲不开的时势,36氪
217,2021-11-12,特斯拉全球开放超级充电桩逾3万个；索尼将全年PS5游戏机产量目标下调100万台；优步将伦敦起步价提高10%以吸引更多司机,每经头条
218,2021-11-12,每日理财观察: MSCI公布半年度指数评审结果,Wind
219,2021-11-12,俞敏洪首次回应捐课桌椅；天猫京东双11最终成交额出炉,创业邦
220,2021-11-12,中国中免港股上市获批,21世纪经济报道
221,2021-11-12,港股盘前必读：中芯国际第三季度净利润20.77亿元同比增22.6%,Wind
222,2021-11-12,港股IPO动态：鸿承环保科技(2265.HK)今日上市,格隆汇
223,2021-11-11,盘后公告集锦|大基金拟减持多家公司股份 这家芯片龙头三季报姗姗来迟 拟减持股份,财联社
224,2021-11-11,11月12日上市公司重要公告集锦：中国中免发行H股申请获证监会核准,证券日报之声
225,2021-11-11,中国中免H股发行申请获批,大众证券报
226,2021-11-11,公告精选丨中芯国际：预期第四季度收入环比增长11%-13%；隆基股份获核准公开发行70亿元可转债,21世纪经济报道
227,2021-11-11,【经纬晚班车】一个口罩上千元！加拿大鹅收割智商税？,中新经纬
228,2021-11-11,晚间重要公告2021年11月11日星期四,Wind
229,2021-11-11,公告精选：大基金拟减持3股；蒋尚义辞任中芯国际副董事长等职务 拟减持股份,e公司
230,2021-11-11,A股共发生201宗大宗交易成交45.76亿元（11月11日）,Wind
231,2021-11-11,三季报曝光公募风格漂移尚存，金信、永赢两产品文不对题业绩平淡,新浪
232,2021-11-11,中国中免：发行H股在港交所上市获得中国证监会批复,资本邦
233,2021-11-11,晚间公告｜11月11日这些公告有看头,第一财经
234,2021-11-11,金融街下午茶2021年11月11日星期四,Wind
235,2021-11-11,中国中免现1笔大宗交易 共成交503.36万元,新浪
236,2021-11-11,11月11日上市公司晚间公告速递,新浪
237,2021-11-11,资本动态｜中国中免H股发行获证监会批复，最快或于下周二上市聆讯,财经网
238,2021-11-11,消息称中国中免最快下周二在港上市聆讯,Wind
239,2021-11-11,消息称中国中免最快下周二在港上市聆讯,格隆汇
240,2021-11-11,中国中免：H股发行获中国证监会批复,金融界
241,2021-11-11,每经16点丨工信部：支持北交所打造成为服务创新型中小企业的主阵地；中国RCEP的各项准备已经就绪；中国中免H股发行获证监会批复,每日经济新闻
242,2021-11-11,中国中免：首次公开发行境外上市外资股（H股）获得中国证监会批复,Wind
243,2021-11-11,中国中免(601888)：首都机场租金返还落地 毛利率受疫情压制,国联证券
244,2021-11-11,天风证券：维持中国中免(601888.SH)“买入”评级 公开发行H股获批复 拓展海外免税市场,智通财经
245,2021-11-11,不熬夜、超低价、没套路，“线上免税”参战双11,钛媒体
246,2021-11-11,我国免税经济的机遇和挑战,民航资源网
247,2021-11-10,免税店加入「双11」大战，便宜背后的好生意,和讯
248,2021-11-09,“百亿牛散”新动向：葛卫东、陈发树重仓新能源，王富济“单恋”片仔癀“5年大赚90亿！”,红周刊
249,2021-11-09,中国中免大宗交易成交437.03万元,证券时报网
250,2021-11-09,中国中免今日大宗交易成交1.92万股，成交价227.62元溢价0.0%,Wind
251,2021-11-09,中国中免现1笔大宗交易 共成交437.03万元,新浪
252,2021-11-09,北向资金成交低迷连续3日净卖出，中国平安遭大幅净卖出超10亿元,Wind
253,2021-11-09,白马股行情不断修复，分析人士：已进入价值布局区域,第一财经
254,2021-11-09,融资客减仓近百亿元，机构建议两手布局,Wind
255,2021-11-09,险资去哪儿了？复苏行业有机会,Wind
256,2021-11-09,首批MSCI中国A50ETF上市火爆,Wind
257,2021-11-08,商贸零售行业周报：进博会助力国民消费升级,新浪
258,2021-11-08,商社行业：双11第二轮促销开启 多平台多玩法充分激发消费需求,新浪
259,2021-11-08,社服周报：海底捞年内计划关闭约300家门店 前三季度国内游恢复不到六成 经营问题,新浪
260,2021-11-08,社会服务行业2021年三季报综述：Q3以来行业整体承压 继续看好龙头中长期配置价值,广发证券
261,2021-11-08,陆股通周监控：创业板仓位续创新高,新浪
262,2021-11-07,国信证券：跟踪行业复苏节奏，跨年度配置优质龙头,智通财经
263,2021-11-07,【国信社服|11月策略】跟踪行业复苏节奏，跨年度配置优质龙头,光仔看消费
264,2021-11-06,北向资金大比例增仓个股名单来了！“免税茅”被疯狂抄底 这家芯片公司获大幅度加仓,财联社
265,2021-11-06,多空博弈：“元宇宙”概念热度不减　中国中免闪崩市值蒸发千亿,投资快报
266,2021-11-05,中国中免现2笔大宗交易 合计成交12.63万股,证券时报网
267,2021-11-05,"中国中免现2笔大宗交易 共成交2,914.75万元",新浪
268,2021-11-05,北向资金结束连续6日净买入，隆基股份连续3日遭抛售累计净卖出超30亿,Wind
269,2021-11-05,42股今日获机构买入评级 6股上涨空间超20%,证券时报网
270,2021-11-05,黄浦区人民政府与中国旅游集团中免股份有限公司签订战略合作协议,东方网
271,2021-11-05,盘前情报丨机构密集评级，食品饮料股获抱团推荐，11股上涨空间逾20%（附股）,21世纪经济报道
272,2021-11-05,“聪明钱”最新动向：“光伏茅”被抛近9亿，宁德时代连续16日获净买入,21世纪经济报道
273,2021-11-05,中国中免11月4日现2笔大宗交易,证券时报网
274,2021-11-04,新闻8点见│农村农业部解读菜价；新发地叶菜价格已降三成,新京报
275,2021-11-04,"中国中免现2笔大宗交易 共成交3,025.90万元",新浪
276,2021-11-04,北向资金稳步加仓连续6日净买入，新能源、大消费集体获抢筹,Wind
277,2021-11-04,中泰证券维持中国中免买入评级：受疫情影响，短期业绩承压,每日经济新闻
278,2021-11-04,最会赚钱的中免意外跌停，福建前“首富”损失近2.4亿,环球旅讯
279,2021-11-04,免税龙头中国中免跌停！企查查数据：今年前10月我国免税企业新增1.15万家,搜狐
280,2021-11-04,中国中免三季报藏了什么鬼故事？,新浪
281,2021-11-04,东吴证券：中国中免(601888.SH)Q3毛利及净利承压 评级降至“增持” 盈利能力下降,智通财经
282,2021-11-04,西部证券：维持中国中免(601888.SH)“买入”评级 促销及补购提升致利润不及预期 盈利能力下降,智通财经
283,2021-11-04,北向资金动向盘点：连续15日净买宁德时代,Wind
284,2021-11-04,西部证券给予中国中免买入评级：疫情加大 Q3 经营压力，理性看待短期毛利率波动,每日经济新闻
285,2021-11-04,连续5日净买入！北向资金最新增减持动向曝光，“光伏茅”遭大幅抛售（名单） 减持股份,21世纪经济报道
286,2021-11-03,3300亿市值没了，中免的“旺季”已过？,华夏时报
287,2021-11-03,北向资金连续5日净买入，隆基股份遭大幅抛售超16亿元,Wind
288,2021-11-03,联商头条：言几又被曝欠薪 中国中免市值缩水3000亿,联商网
289,2021-11-03,中国中免：9月份实体店销售已恢复正常,e公司
290,2021-11-03,中国中免：今年的秋招已结束,Wind
291,2021-11-03,41岁明星基金经理突然离世，代表基金近一年遭遇“滑铁卢”,和讯
292,2021-11-03,中国中免：公司加大了免税商品的采购力度集中备货,每日经济新闻
293,2021-11-03,市值蒸发近千亿，中国中免三季报“注水”，一半利润来自税收优惠、租金减免,搜狐
294,2021-11-03,北向资金动向盘点：冷静应对巨幅波动,Wind
295,2021-11-03,A股融资融券日报：两融余额减少75.11亿元（11月2日）,Wind
296,2021-11-03,8个月内市值缩水3000亿，中国中免过山车,北京商报
297,2021-11-03,连续4日净买入！北向资金增持电子元件、减持银行，逾12亿大幅加仓“光伏茅” 减持股份,21世纪经济报道
298,2021-11-02,上海迪士尼恢复开园，旅游股跌懵了，业绩惨淡机构跑路，中国中免两天下跌17%,证券之星
299,2021-11-02,上海迪士尼恢复开园，旅游股跌懵了，业绩惨淡机构跑路，中国中免两天下跌17%,时代周报
300,2021-11-02,被资本看空的中国中免到底怎么了？ 投资评级恶化,北京商报
301,2021-11-02,中国中免股价跌幅达7.75%,北京商报
302,2021-11-02,中国中免现1笔大宗交易 共成交690.93万元,新浪
303,2021-11-02,北向资金连续4日净买入累计扫货近150亿，新能源龙头股集体获抢筹,Wind
304,2021-11-02,A股资金流向：主要行业主力资金悉数出逃，光伏股遭大幅抛售,Wind
305,2021-11-02,免税龙头的鬼故事：蒸发九百亿，871家机构大撤退,格隆汇
306,2021-11-02,再度闪崩！“免税茅”市值两天蒸发近千亿，3机构跌停板出货，上百亿资金夺路而逃 发生了什么？,每日经济新闻
